Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
Terry Porter,29,POR,PG,81,81,35.6,6.2,13.7,.454,1.8,4.3,.414,4.4,9.4,.472,.519,4.0,4.8,.843,0.7,3.2,3.9,5.2,1.2,0.1,2.5,1.5,18.2,AS
Mark Price,28,CLE,PG,75,74,31.7,6.4,13.1,.484,1.6,3.9,.416,4.7,9.2,.512,.546,3.9,4.1,.948,0.5,2.2,2.7,8.0,1.2,0.1,2.6,1.4,18.2,"MVP-8,AS,NBA1"
Jeff Malone,31,UTA,SG,79,59,32.4,7.5,15.3,.494,0.0,0.1,.333,7.5,15.1,.495,.495,3.0,3.5,.852,0.4,1.8,2.2,1.6,0.5,0.1,1.6,1.5,18.1,
Ron Harper,29,LAC,SG,80,77,37.1,6.8,15.0,.451,0.7,2.3,.280,6.1,12.7,.482,.472,3.8,5.0,.769,1.5,3.9,5.3,4.5,2.2,0.9,2.8,2.7,18.0,
Lionel Simmons,24,SAC,SF,69,68,36.3,6.8,15.3,.444,0.0,0.2,.091,6.8,15.1,.447,.444,4.3,5.3,.819,2.3,4.9,7.2,4.5,1.4,0.6,2.8,2.9,17.9,
Kevin Willis,30,ATL,PF,80,80,36.0,7.7,15.2,.506,0.1,0.4,.241,7.6,14.9,.512,.509,2.5,3.8,.653,4.2,8.7,12.9,2.1,0.9,0.5,2.7,3.3,17.9,
Shawn Kemp,23,SEA,PF,78,68,33.1,6.6,13.4,.492,0.0,0.1,.000,6.6,13.4,.494,.492,4.6,6.4,.712,3.7,7.0,10.7,2.0,1.5,1.9,2.8,4.2,17.8,"MVP-10,AS"
Isiah Thomas,31,DET,PG,79,79,37.0,6.7,15.9,.418,0.8,2.5,.308,5.9,13.4,.439,.442,3.5,4.8,.737,0.9,2.0,2.9,8.5,1.6,0.2,3.6,2.8,17.6,AS
John Starks,27,NYK,SG,80,51,31.0,6.4,15.0,.428,1.4,4.2,.321,5.1,10.8,.469,.473,3.3,4.1,.795,0.7,1.9,2.6,5.1,1.1,0.2,2.2,2.9,17.5,"DPOY-5,DEF2"
Pervis Ellison,25,WSB,C,49,48,34.7,7.0,13.4,.521,0.0,0.1,.000,7.0,13.3,.524,.521,3.5,4.9,.702,2.8,6.0,8.8,2.4,0.9,2.2,2.2,3.1,17.4,
Šarūnas Marčiulionis,28,GSW,SF,30,8,27.9,5.9,10.9,.543,0.1,0.5,.200,5.8,10.4,.559,.547,5.4,7.1,.761,1.3,1.9,3.2,3.5,1.7,0.1,2.5,3.1,17.4,
Sean Elliott,24,SAS,SF,70,70,37.2,6.4,13.1,.491,0.5,1.5,.356,5.9,11.6,.509,.511,3.8,4.8,.795,1.2,3.4,4.6,3.8,1.0,0.4,2.2,1.9,17.2,AS
Rony Seikaly,27,MIA,C,72,64,34.1,5.8,12.1,.480,0.0,0.1,.125,5.8,11.9,.484,.481,5.5,7.5,.735,3.6,8.2,11.8,1.4,0.5,1.2,2.8,3.6,17.1,
Reggie Williams,28,DEN,SF,79,79,34.5,6.8,14.8,.458,0.4,1.5,.270,6.4,13.2,.480,.473,3.0,3.7,.804,1.7,3.7,5.4,3.7,1.6,1.0,2.5,3.6,17.0,
Walt Williams,22,SAC,SF,59,26,28.4,6.1,13.9,.435,1.0,3.2,.319,5.0,10.7,.470,.472,3.8,5.1,.742,1.9,2.5,4.5,3.0,1.1,0.5,3.0,3.5,17.0,
Kenny Anderson,22,NJN,PG,55,55,36.5,6.7,15.5,.435,0.1,0.5,.280,6.6,15.0,.440,.439,3.3,4.2,.776,0.9,3.2,4.1,8.2,1.7,0.2,2.8,2.5,16.9,
Frank Brickowski,33,MIL,C,66,64,31.4,6.9,12.7,.545,0.1,0.4,.308,6.8,12.3,.553,.550,3.0,4.1,.728,1.8,4.3,6.1,3.0,1.2,0.7,3.1,3.6,16.9,
Blue Edwards,27,MIL,SF,82,81,33.3,6.8,13.2,.512,0.5,1.3,.349,6.3,11.9,.529,.529,2.9,3.7,.790,1.5,3.2,4.7,2.6,1.6,0.5,2.1,3.0,16.9,
Kendall Gill,24,CHH,SG,69,67,35.2,6.7,15.0,.449,0.2,0.9,.274,6.5,14.1,.460,.457,3.2,4.2,.772,1.7,3.2,4.9,3.9,1.4,0.5,2.5,2.8,16.9,
Dan Majerle,27,PHO,SG,82,82,39.0,6.2,13.4,.464,2.0,5.3,.381,4.2,8.0,.520,.541,2.5,3.2,.778,1.5,3.2,4.7,3.8,1.7,0.4,1.6,2.2,16.9,"DPOY-5,AS,DEF2"
Chuck Person,28,MIN,SF,78,75,38.3,6.9,16.0,.433,1.5,4.3,.355,5.4,11.7,.462,.481,1.4,2.2,.649,1.3,4.3,5.6,4.4,0.9,0.4,2.8,2.5,16.8,
Dale Ellis,32,SAS,SG,82,76,33.3,6.6,13.3,.499,1.5,3.6,.401,5.2,9.7,.536,.554,1.9,2.4,.797,1.0,2.8,3.8,1.3,1.0,0.2,1.4,2.2,16.7,
Wayman Tisdale,28,SAC,PF,76,75,30.0,7.2,14.1,.509,0.0,0.0,.000,7.2,14.0,.510,.509,2.3,3.0,.758,1.7,4.9,6.6,1.4,0.7,0.6,1.5,3.6,16.6,
Larry Nance,33,CLE,PF,77,77,35.8,6.9,12.6,.549,0.0,0.1,.000,6.9,12.6,.551,.549,2.6,3.2,.818,2.4,6.3,8.7,2.9,0.7,2.6,1.4,2.9,16.5,"AS,DEF2"
Billy Owens,23,GSW,PF,37,37,32.5,6.7,13.3,.501,0.0,0.3,.091,6.6,13.0,.510,.502,3.2,4.9,.639,2.9,4.2,7.1,3.9,0.9,0.8,2.9,2.8,16.5,
Jim Jackson,22,DAL,SF,28,28,33.5,6.6,16.6,.395,0.8,2.6,.288,5.8,14.0,.415,.417,2.4,3.3,.739,1.5,2.9,4.4,4.7,1.4,0.4,4.1,2.9,16.3,
Kevin Johnson,26,PHO,PG,49,47,33.5,5.8,11.5,.499,0.0,0.2,.125,5.7,11.4,.504,.500,4.6,5.6,.819,0.6,1.5,2.1,7.8,1.7,0.4,3.1,2.0,16.1,
Steve Smith,23,MIA,SG,48,43,33.5,5.8,12.9,.451,1.1,2.8,.402,4.7,10.1,.464,.494,3.2,4.1,.787,1.2,2.9,4.1,5.6,1.0,0.3,2.7,3.1,16.0,
Dennis Scott,24,ORL,SF,54,43,32.6,6.1,14.1,.431,2.0,5.0,.403,4.1,9.2,.446,.502,1.7,2.2,.786,0.7,2.7,3.4,2.5,1.1,0.3,1.9,2.4,15.9,
Richard Dumas,23,PHO,SF,48,32,27.5,6.3,12.0,.524,0.0,0.1,.333,6.3,11.9,.525,.525,3.2,4.5,.707,2.1,2.6,4.6,1.3,1.8,0.8,1.9,2.6,15.8,
Clarence Weatherspoon,22,PHI,SF,82,82,32.4,6.0,12.8,.469,0.0,0.0,.250,6.0,12.8,.470,.470,3.5,5.0,.713,2.2,5.0,7.2,1.8,1.0,0.8,2.1,2.3,15.6,
Scott Skiles,28,ORL,PG,78,78,39.6,5.3,11.4,.467,1.0,3.0,.340,4.3,8.4,.512,.512,3.7,4.2,.892,0.7,3.1,3.7,9.4,1.1,0.0,3.4,3.1,15.4,
Latrell Sprewell,22,GSW,SG,77,69,35.6,5.8,12.6,.464,0.9,2.6,.369,4.9,10.0,.488,.502,2.7,3.7,.746,1.0,2.5,3.5,3.8,1.6,0.7,2.6,2.2,15.4,
Dell Curry,28,CHH,SG,80,0,26.2,6.2,13.8,.452,1.2,3.0,.401,5.0,10.8,.466,.495,1.7,2.0,.866,0.6,2.9,3.6,2.3,1.1,0.3,1.6,1.9,15.3,6MOY-4
John Stockton,30,UTA,PG,82,82,34.9,5.3,11.0,.486,0.9,2.3,.385,4.5,8.7,.513,.526,3.6,4.5,.798,0.8,2.1,2.9,12.0,2.4,0.3,3.2,2.7,15.1,"MVP-10,AS,NBA2"
Sedale Threatt,31,LAL,PG,82,82,35.3,6.4,12.5,.508,0.2,0.6,.264,6.2,11.9,.521,.515,2.2,2.6,.823,0.6,2.8,3.3,6.9,1.7,0.1,2.1,3.0,15.1,
Micheal Williams,26,MIN,PG,76,76,35.0,4.6,10.4,.446,0.3,1.4,.243,4.3,9.0,.478,.463,5.5,6.1,.907,1.1,2.5,3.6,8.7,2.2,0.3,3.0,3.5,15.1,
Ken Norman,28,LAC,SF,76,71,32.6,6.6,12.8,.511,0.1,0.5,.263,6.4,12.3,.521,.516,1.7,2.9,.595,2.8,4.8,7.5,2.2,0.8,0.8,1.6,2.1,15.0,
James Worthy,31,LAL,SF,82,69,28.8,6.2,13.9,.447,0.4,1.4,.270,5.9,12.6,.466,.460,2.1,2.6,.810,0.9,2.1,3.0,3.4,1.1,0.3,1.7,1.1,14.9,
Michael Adams,30,WSB,PG,70,70,35.7,5.2,11.9,.439,1.0,3.0,.321,4.2,8.8,.480,.480,3.4,4.0,.856,0.7,2.7,3.4,7.5,1.4,0.1,2.5,2.1,14.8,
Terry Mills,25,DET,PF,81,46,27.0,6.1,13.2,.461,0.1,0.4,.278,6.0,12.8,.467,.465,2.5,3.1,.791,2.2,3.7,5.8,1.4,0.5,0.6,1.8,3.5,14.8,
LaPhonso Ellis,22,DEN,PF,82,82,33.5,5.9,11.7,.504,0.0,0.2,.154,5.9,11.5,.509,.505,2.9,3.9,.748,3.3,5.7,9.1,1.8,0.9,1.4,1.9,3.6,14.7,
Tom Gugliotta,23,WSB,PF,81,81,34.5,6.0,14.0,.426,0.5,1.7,.281,5.5,12.3,.446,.443,2.2,3.5,.644,2.7,6.9,9.6,3.8,1.7,0.4,2.8,2.4,14.7,
Spud Webb,29,SAC,PG,69,68,33.8,5.0,11.4,.433,0.5,2.0,.274,4.4,9.5,.466,.457,4.0,4.8,.851,0.6,2.2,2.8,7.0,1.5,0.1,2.8,2.6,14.5,
Mark Jackson,27,LAC,PG,82,81,38.0,5.6,11.5,.486,0.3,1.0,.268,5.3,10.5,.506,.497,2.9,3.7,.803,1.6,3.2,4.7,8.8,1.7,0.1,2.7,1.9,14.4,
Eddie Johnson,33,SEA,SF,82,0,22.8,5.6,12.1,.467,0.2,0.7,.304,5.4,11.4,.477,.476,2.9,3.1,.911,1.5,1.8,3.3,1.6,0.4,0.0,1.6,2.1,14.4,
Eric Murdock,24,MIL,PG,79,78,30.8,5.5,11.8,.468,0.4,1.5,.261,5.2,10.3,.498,.485,2.9,3.7,.780,1.2,2.4,3.6,7.6,2.2,0.1,2.6,2.2,14.4,
Rik Smits,26,IND,C,81,81,25.6,6.1,12.6,.486,0.0,0.0,,6.1,12.6,.486,.486,2.1,2.8,.732,1.6,3.8,5.3,1.5,0.3,0.9,1.8,3.5,14.3,
Chris Morris,27,NJN,SF,77,57,29.9,5.7,11.8,.481,0.2,1.0,.224,5.4,10.8,.504,.490,2.6,3.2,.794,2.9,2.9,5.9,1.4,1.9,0.7,1.5,2.2,14.1,
Stacey Augmon,24,ATL,SG,73,66,28.9,5.4,10.8,.501,0.0,0.1,.000,5.4,10.8,.504,.501,3.1,4.2,.739,1.9,2.0,3.9,2.3,1.2,0.2,2.2,1.9,14.0,
Grant Long,26,MIA,PF,76,62,35.9,5.2,11.1,.469,0.1,0.3,.231,5.1,10.8,.476,.472,3.4,4.5,.765,2.6,4.9,7.5,2.4,1.4,0.4,1.8,3.5,14.0,
Kevin Edwards,27,MIA,SG,40,30,28.4,5.4,11.6,.468,0.1,0.4,.294,5.3,11.1,.474,.473,3.0,3.5,.844,1.2,1.8,3.0,3.0,1.7,0.3,1.9,1.7,13.9,
Todd Day,23,MIL,SG,71,37,27.2,5.0,11.7,.432,0.8,2.6,.293,4.3,9.1,.472,.465,3.0,4.2,.717,2.0,2.1,4.1,1.6,1.1,0.7,1.7,3.1,13.8,
Vernon Maxwell,27,HOU,SG,71,68,31.7,4.9,12.1,.407,1.7,5.1,.332,3.2,7.0,.461,.477,2.3,3.2,.719,0.4,2.7,3.1,4.2,1.2,0.1,2.0,1.7,13.8,
Dikembe Mutombo,26,DEN,C,82,82,36.9,4.9,9.5,.510,0.0,0.0,,4.9,9.5,.510,.510,4.1,6.0,.681,4.2,8.9,13.0,1.8,0.5,3.5,2.6,3.5,13.8,
Byron Scott,31,LAL,SG,58,53,28.9,5.1,11.4,.449,0.8,2.3,.326,4.3,9.0,.481,.483,2.7,3.2,.848,0.5,1.8,2.3,2.7,0.9,0.2,1.2,1.7,13.7,
Rod Strickland,26,POR,SG,78,35,31.7,5.1,10.5,.485,0.1,0.4,.133,5.0,10.1,.499,.488,3.5,4.9,.717,1.5,2.8,4.3,7.2,1.7,0.3,2.6,2.0,13.7,
Xavier McDaniel,29,BOS,PF,82,27,27.0,5.6,11.3,.495,0.1,0.3,.273,5.5,11.0,.500,.498,2.3,2.9,.793,2.0,3.9,6.0,2.0,0.9,0.6,2.1,3.0,13.5,
Gary Payton,24,SEA,PG,82,78,31.1,5.8,11.7,.494,0.1,0.4,.206,5.7,11.3,.505,.498,1.8,2.4,.770,1.2,2.3,3.4,4.9,2.2,0.3,1.8,3.0,13.5,
Sean Rooks,23,DAL,C,72,68,29.0,5.1,10.4,.493,0.0,0.0,.000,5.1,10.3,.494,.493,3.3,5.4,.602,2.7,4.7,7.4,1.3,0.5,1.1,2.2,2.8,13.5,
Mookie Blaylock,25,ATL,PG,80,78,35.3,5.2,12.1,.429,1.5,3.9,.375,3.7,8.1,.456,.491,1.5,2.1,.728,1.1,2.4,3.5,8.4,2.5,0.3,2.3,2.0,13.4,
Derrick McKey,26,SEA,SF,77,68,31.7,5.0,10.1,.496,0.5,1.5,.357,4.5,8.7,.519,.522,2.9,3.9,.741,1.6,2.7,4.2,2.6,1.4,0.8,2.0,2.7,13.4,
Kevin Gamble,27,BOS,SF,82,58,31.0,5.6,11.0,.507,0.6,1.7,.374,5.0,9.4,.531,.535,1.5,1.8,.826,0.6,2.4,3.0,2.8,1.0,0.5,1.0,2.3,13.3,
Horace Grant,27,CHI,PF,77,77,35.6,5.5,10.8,.508,0.0,0.1,.200,5.5,10.7,.510,.508,2.3,3.6,.619,4.4,5.0,9.5,2.6,1.2,1.2,1.4,2.8,13.2,DEF2
Sam Perkins,31,2TM,PF,79,62,29.8,4.8,10.1,.477,0.3,0.9,.338,4.5,9.2,.490,.492,3.2,3.9,.820,2.1,4.6,6.6,2.0,0.8,1.0,1.4,2.8,13.1,
Antoine Carr,31,SAS,PF,71,46,27.4,5.3,9.9,.538,0.0,0.1,.000,5.3,9.9,.541,.538,2.5,3.2,.777,1.5,4.0,5.5,1.4,0.5,1.2,1.4,3.7,13.1,
Kenny Smith,27,HOU,PG,82,82,29.5,4.7,9.1,.520,1.2,2.7,.438,3.5,6.4,.554,.585,2.4,2.7,.878,0.3,1.6,2.0,5.4,1.0,0.1,2.0,1.3,13.0,
Cedric Ceballos,23,PHO,SF,74,46,21.7,5.1,8.9,.576,0.0,0.0,.000,5.1,8.9,.577,.576,2.5,3.5,.725,2.3,3.2,5.5,1.0,0.7,0.4,1.4,1.4,12.8,
Vlade Divac,24,LAL,C,82,69,30.8,4.8,10.0,.485,0.3,0.9,.280,4.6,9.1,.505,.498,2.9,4.2,.689,2.7,6.2,8.9,2.8,1.6,1.7,2.6,3.8,12.8,
A.C. Green,29,LAL,PF,82,55,34.4,4.6,8.6,.537,0.2,0.6,.348,4.4,8.0,.550,.548,3.4,4.6,.739,3.5,5.2,8.7,1.4,1.1,0.5,1.4,1.8,12.8,
Otis Thorpe,30,HOU,PF,72,69,32.7,5.3,9.6,.558,0.0,0.0,.000,5.3,9.6,.560,.558,2.1,3.6,.598,3.0,5.1,8.2,2.5,0.6,0.3,2.1,3.3,12.8,
Terry Davis,25,DAL,PF,75,74,32.8,5.2,11.5,.455,0.0,0.1,.250,5.2,11.4,.457,.457,2.2,3.7,.594,3.5,5.9,9.3,0.9,0.5,0.4,2.1,2.7,12.7,
Robert Parish,39,BOS,C,79,79,27.2,5.3,9.8,.535,0.0,0.0,,5.3,9.8,.535,.535,2.1,3.0,.689,3.1,6.3,9.4,0.8,0.7,1.4,1.5,2.5,12.6,
Rex Chapman,25,WSB,SG,60,23,21.7,4.8,10.0,.477,0.7,1.9,.371,4.1,8.1,.502,.512,2.2,2.7,.810,0.3,1.2,1.5,1.9,0.6,0.2,1.3,2.0,12.5,
Armen Gilliam,28,PHI,PF,80,26,21.8,4.5,9.7,.464,0.0,0.0,.000,4.5,9.7,.464,.464,3.4,4.1,.843,1.7,4.2,5.9,1.5,0.5,0.7,2.0,1.5,12.4,
Charles Smith,27,NYK,SF,81,68,26.8,4.4,9.4,.469,0.0,0.0,.000,4.4,9.4,.470,.469,3.5,4.5,.782,2.1,3.2,5.3,1.8,0.6,1.2,1.9,3.1,12.4,
B.J. Armstrong,25,CHI,PG,82,74,30.4,5.0,10.0,.499,0.8,1.7,.453,4.2,8.3,.508,.537,1.6,1.8,.861,0.3,1.5,1.8,4.0,0.8,0.1,1.0,2.1,12.3,
Tom Chambers,33,PHO,PF,73,0,23.6,4.4,9.8,.447,0.2,0.4,.393,4.2,9.4,.449,.455,3.3,3.9,.837,1.3,3.4,4.7,1.4,0.6,0.3,1.3,2.9,12.2,6MOY-5
Orlando Woolridge,33,2TM,SF,58,47,26.8,5.0,10.3,.482,0.0,0.2,.000,5.0,10.2,.490,.482,2.1,3.1,.678,1.5,1.7,3.2,2.0,0.5,0.5,1.4,2.1,12.0,
Johnny Newman,29,CHH,SF,64,27,23.0,4.4,8.3,.522,0.2,0.7,.267,4.2,7.6,.546,.534,3.0,3.8,.808,1.1,1.1,2.2,1.8,0.7,0.3,1.4,2.4,11.9,
Danny Ainge,33,PHO,SG,80,0,27.0,4.2,9.1,.462,1.9,4.7,.403,2.3,4.5,.522,.564,1.5,1.8,.848,0.6,2.1,2.7,3.3,0.9,0.1,1.4,2.2,11.8,6MOY-2
Tyrone Corbin,30,UTA,SF,82,58,31.2,4.7,9.3,.503,0.0,0.1,.000,4.7,9.3,.506,.503,2.2,2.7,.826,2.4,4.0,6.3,2.1,1.3,0.4,1.3,3.1,11.6,
Craig Ehlo,31,CLE,SG,82,73,31.2,4.7,9.6,.490,1.1,3.0,.381,3.6,6.6,.540,.550,1.0,1.5,.717,1.4,3.5,4.9,3.1,1.3,0.3,1.5,2.1,11.6,
Stanley Roberts,22,LAC,C,77,76,23.6,4.9,9.2,.527,0.0,0.0,,4.9,9.2,.527,.527,1.6,3.2,.488,2.4,3.9,6.2,0.8,0.4,1.8,1.6,4.3,11.3,
Victor Alexander,23,GSW,C,72,59,24.3,4.8,9.3,.516,0.1,0.3,.455,4.6,9.0,.518,.523,1.5,2.3,.685,1.8,4.0,5.8,1.3,0.5,0.7,1.7,3.0,11.2,
Gerald Wilkins,29,CLE,SF,80,35,26.0,4.5,10.0,.453,0.2,0.7,.276,4.3,9.2,.467,.463,1.9,2.3,.840,0.9,1.8,2.7,2.3,1.0,0.2,1.2,1.9,11.1,
Thomas Jordan,24,PHI,PF,4,0,26.5,4.5,10.3,.439,0.0,0.0,,4.5,10.3,.439,.439,2.0,4.3,.471,1.3,3.5,4.8,0.8,0.8,1.3,3.0,3.5,11.0,
Hot Rod Williams,30,CLE,C,67,13,30.7,3.9,8.4,.470,0.0,0.0,,3.9,8.4,.470,.470,3.2,4.4,.716,1.9,4.3,6.2,2.3,0.7,1.6,1.7,2.6,11.0,
