Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
Jim Pollard,32,MNL,SF,63,31.1,4.2,11.9,.354,2.4,3.0,.812,7.3,2.5,2.3,10.8,AS
Don Barksdale,31,BOS,SF,72,24.9,3.7,9.7,.382,3.1,4.7,.651,7.6,1.8,3.1,10.5,
Red Kerr,22,SYR,C,72,21.2,4.2,10.0,.419,2.1,3.1,.682,6.6,1.1,2.3,10.5,
Dick Schnittker,26,MNL,SF,72,25.0,3.1,8.1,.388,4.1,5.0,.823,4.8,1.6,3.2,10.4,
Earl Lloyd,26,SYR,SF,72,30.7,4.0,10.9,.365,2.2,2.9,.750,7.7,2.1,3.9,10.2,
Bob Harrison,27,MLH,PG,72,31.9,4.2,12.2,.342,1.8,2.6,.681,3.1,3.5,4.0,10.1,
Jack Nichols,28,BOS,PF,64,29.8,3.9,10.3,.380,2.2,2.8,.780,8.3,2.3,3.7,9.9,
Ken McBride,25,MLH,SG,12,20.8,4.0,12.3,.327,1.8,2.4,.724,2.6,1.2,2.6,9.8,
Frankie Brian,31,FTW,SG,71,19.5,3.3,8.8,.380,3.1,3.6,.851,1.8,2.0,1.9,9.7,
Connie Simmons,29,2TM,C,36,23.9,3.8,10.7,.357,2.0,3.2,.632,6.1,1.7,3.0,9.6,
Andy Phillip,32,FTW,PG,64,36.4,3.2,8.5,.371,3.3,4.8,.692,4.5,7.7,2.6,9.6,AS
Odie Spears,30,ROC,SF,71,26.6,3.2,8.2,.386,3.1,3.8,.812,4.2,2.1,3.5,9.5,
Dick McGuire,29,NYK,PG,71,32.5,3.2,8.2,.389,2.7,4.3,.644,4.5,7.6,2.0,9.1,AS
Jack McMahon,26,ROC,PG,72,25.1,3.5,10.0,.348,2.0,3.1,.636,2.9,3.4,2.5,9.0,
George King,26,SYR,PG,67,30.1,3.4,9.0,.377,2.1,3.4,.611,3.4,4.9,2.2,8.9,
Chuck Cooper,28,MLH,PF,70,25.0,2.8,8.1,.339,2.7,3.6,.751,5.5,2.2,3.0,8.2,
Tom Marshall,24,ROC,SF,72,18.6,3.1,7.0,.442,1.8,2.7,.675,3.6,1.5,1.4,8.0,
Dick Rosenthal,25,FTW,SF,67,21.0,2.9,7.8,.377,1.9,2.7,.718,4.5,2.3,2.7,7.8,
George Dempsey,25,PHW,SG,48,28.9,2.6,7.5,.353,2.0,2.9,.695,4.9,3.6,2.9,7.3,
Ken Murray,26,2TM,SG,66,24.1,2.8,8.1,.350,1.5,2.0,.760,2.7,3.4,1.9,7.2,
Billy Kenville,24,SYR,SG,70,19.7,2.5,6.9,.357,2.2,2.9,.766,3.5,2.1,1.9,7.1,
Bob Houbregs,22,3TM,C,64,20.7,2.3,6.0,.383,2.0,2.8,.709,4.6,1.3,2.8,6.6,
Bill Calhoun,27,MLH,SG,69,30.6,2.1,7.0,.300,2.4,3.4,.703,4.2,3.4,2.6,6.6,
Zeke Zawoluk,24,PHW,PF,67,16.7,2.1,5.6,.368,2.3,3.0,.779,3.8,1.3,2.2,6.4,
Bob Brannum,28,BOS,PF,71,22.9,2.5,6.5,.378,1.3,1.8,.709,6.9,1.8,3.3,6.2,
Larry Costello,23,PHW,PG,19,24.4,2.4,7.3,.331,1.4,1.7,.813,2.6,4.1,1.9,6.2,
Lew Hitch,25,2TM,PF,74,24.0,2.3,5.6,.400,1.6,2.3,.680,5.9,1.7,1.5,6.1,
Art Spoelstra,22,ROC,C,70,16.1,2.3,5.7,.398,1.5,2.2,.692,4.1,0.8,2.4,6.1,
Don Henriksen,25,2TM,,70,23.8,2.0,5.8,.342,2.0,2.8,.703,6.9,1.6,2.7,5.9,
Dick Farley,22,SYR,SG,69,16.1,2.0,5.1,.385,2.0,2.9,.677,2.4,1.6,2.1,5.9,
Alex Hannum,31,MLH,PF,53,20.5,2.4,6.8,.352,1.2,2.0,.570,4.6,2.0,3.9,5.9,
Monk Meineke,24,FTW,PF,68,15.1,2.0,5.4,.372,1.8,2.5,.700,3.6,0.9,2.3,5.8,
Bill Gabor,32,SYR,SG,3,15.7,2.3,7.3,.318,1.0,1.7,.600,1.7,3.7,2.0,5.7,
Rollen Hans,23,BLB,SG,13,13.7,2.3,5.2,.448,1.0,1.9,.520,1.2,2.0,1.5,5.6,
Jim Tucker,22,SYR,PF,20,14.4,2.0,5.8,.336,1.4,1.9,.711,4.9,0.6,2.5,5.3,
Paul Hoffman,29,3TM,,38,17.6,1.7,5.7,.301,1.7,2.4,.688,3.3,2.5,2.4,5.1,
Cal Christensen,27,ROC,SF,71,17.0,1.6,4.3,.374,1.7,2.9,.602,5.5,1.5,2.5,5.0,
Jackie Moore,22,3TM,SF,22,16.9,2.0,5.1,.381,1.0,2.0,.489,4.7,0.9,2.7,4.9,
Danny Finn,26,PHW,PG,43,19.1,1.8,6.2,.291,1.2,2.0,.616,3.7,3.6,2.7,4.8,
Ed Kalafat,22,MNL,PF,72,15.3,1.6,5.2,.315,1.5,2.3,.661,4.4,1.0,2.8,4.8,
Togo Palazzi,22,BOS,SG,53,9.5,1.9,4.8,.399,0.8,1.1,.750,2.8,0.6,1.1,4.7,
Jim Holstein,24,MNL,SF,62,15.8,1.7,5.3,.324,1.1,1.5,.713,3.3,0.9,1.7,4.5,
Red Morrison,22,BOS,C,71,17.3,1.7,4.0,.423,1.0,1.6,.626,6.4,1.2,3.1,4.4,
Pep Saul,30,MLH,SG,65,17.5,1.5,4.7,.317,1.5,1.9,.772,2.1,1.6,1.9,4.4,
Jack Turner,24,NYK,SF,65,14.2,1.7,4.7,.360,0.9,1.2,.789,2.4,1.2,1.2,4.3,
Gene Shue,23,2TM,PG,62,15.3,1.6,4.7,.346,1.0,1.3,.756,2.5,1.4,1.0,4.2,
Bob Peterson,23,NYK,PF,37,13.6,1.7,4.6,.367,0.8,1.2,.667,4.2,0.8,2.2,4.2,
Al Roges,24,2TM,,17,11.8,1.4,3.6,.377,0.9,1.4,.625,1.4,1.1,1.2,3.6,
Bob Carney,22,MNL,SG,19,12.8,1.3,3.4,.375,1.1,2.1,.525,2.4,0.8,1.9,3.6,
Bob Knight,25,NYK,,2,14.5,1.5,3.5,.429,0.5,0.5,1.000,0.5,4.0,3.0,3.5,
Fred Christ,24,NYK,,6,8.0,0.8,3.0,.278,1.7,1.8,.909,1.3,1.2,0.5,3.3,
Boris Nachamkin,21,ROC,,6,9.8,1.0,3.3,.300,1.3,2.2,.615,3.2,0.5,1.0,3.3,
Bert Cook,25,NYK,SG,37,11.5,1.1,3.6,.316,0.9,1.4,.680,1.9,0.9,1.1,3.2,
Fred Scolari,32,BOS,PG,59,10.5,1.3,4.2,.305,0.7,0.8,.796,1.3,1.6,1.3,3.2,
Don Anielak,24,NYK,,1,10.0,0.0,4.0,.000,3.0,4.0,.750,2.0,0.0,0.0,3.0,
Walt Davis,24,PHW,C,61,12.6,1.1,3.0,.385,0.6,0.8,.729,3.4,0.6,1.6,2.9,
Jim Neal,24,BLB,C,13,14.9,0.9,4.5,.203,1.1,1.6,.667,3.6,0.7,1.7,2.9,
Wally Osterkorn,26,SYR,SF,19,15.1,1.1,5.1,.206,0.8,1.7,.500,3.7,0.9,1.7,2.9,
Bobby Watson,24,2TM,PG,63,11.1,1.1,3.5,.323,0.5,0.7,.689,1.4,1.3,1.1,2.8,
Jim Fritsche,23,FTW,PF,16,9.4,1.0,3.0,.333,0.8,1.0,.813,2.0,0.3,1.8,2.8,
Don Sunderlage,25,MNL,SG,45,9.0,0.7,3.0,.248,1.1,1.6,.658,1.2,0.8,1.3,2.5,
Paul Walther,27,FTW,SG,68,12.1,0.8,2.4,.348,0.8,1.3,.614,2.3,1.9,1.7,2.4,
Chuck Grigsby,26,NYK,,7,6.4,1.0,2.7,.368,0.3,1.1,.250,1.6,1.0,1.3,2.3,
Al McGuire,26,BLB,PG,10,9.8,0.9,3.2,.281,0.5,0.7,.714,0.9,0.8,1.5,2.3,
Carl McNulty,24,MLH,SG,1,14.0,1.0,6.0,.167,0.0,0.0,,0.0,0.0,1.0,2.0,
George Ratkovicz,32,MLH,PF,9,11.3,0.3,2.1,.158,1.1,2.6,.435,1.9,1.4,1.7,1.8,
Phil Martin,26,MLH,SF,7,6.7,0.7,2.7,.263,0.3,0.3,1.000,1.4,0.9,1.0,1.7,
Fred Diute,26,MLH,SG,7,10.3,0.3,3.0,.095,1.0,1.7,.583,1.9,0.6,1.7,1.6,
Dan King,24,BLB,,12,8.6,0.6,1.8,.318,0.4,0.8,.500,2.1,0.3,0.4,1.6,
Ronnie MacGilvray,24,MLH,PG,6,9.5,0.3,2.0,.167,0.7,1.2,.571,1.5,1.8,0.8,1.3,
Tom Brennan,24,PHW,SF,11,4.7,0.5,1.0,.455,0.0,0.0,,0.5,0.2,0.5,0.9,
Herm Hedderick,25,NYK,,5,4.6,0.4,1.8,.222,0.0,0.2,.000,0.8,0.4,0.6,0.8,
Skippy Whitaker,24,BOS,PG,3,5.0,0.3,2.0,.167,0.0,0.0,,0.3,0.3,1.3,0.7,
Mike Kearns,25,PHW,PG,6,4.2,0.0,0.8,.000,0.2,0.7,.250,0.5,0.8,0.2,0.2,
