Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
Bernard King,28,NYK,SF,55,55,37.5,12.6,23.7,.530,0.0,0.2,.100,12.5,23.5,.534,.531,7.7,10.0,.772,2.1,3.7,5.8,3.7,1.3,0.3,3.7,3.5,32.9,"MVP-7,AS,NBA1"
Larry Bird,28,BOS,SF,80,77,39.5,11.5,22.0,.522,0.7,1.6,.427,10.8,20.4,.529,.538,5.0,5.7,.882,2.1,8.5,10.5,6.6,1.6,1.2,3.1,2.6,28.7,"MVP-1,AS,NBA1"
Michael Jordan,21,CHI,SG,82,82,38.3,10.2,19.8,.515,0.1,0.6,.173,10.1,19.2,.526,.518,7.7,9.1,.845,2.0,4.5,6.5,5.9,2.4,0.8,3.5,3.5,28.2,"MVP-6,ROY-1,AS,NBA2"
Purvis Short,27,GSW,SF,78,77,39.5,10.5,22.8,.460,0.6,1.9,.313,9.9,20.9,.474,.473,6.4,7.9,.817,2.0,3.1,5.1,3.0,1.5,0.3,3.1,3.3,28.0,MVP-20
Alex English,31,DEN,SF,81,81,36.1,11.6,22.4,.518,0.0,0.1,.200,11.6,22.3,.519,.518,4.7,5.7,.829,2.5,3.1,5.7,4.2,1.2,0.6,3.1,3.2,27.9,"MVP-12,AS"
Dominique Wilkins,25,ATL,SF,81,81,37.3,10.5,23.3,.451,0.3,1.0,.309,10.2,22.3,.457,.458,6.0,7.4,.806,2.8,4.1,6.9,2.5,1.7,0.7,2.8,2.1,27.4,MVP-17
Adrian Dantley,29,UTA,SF,55,46,35.8,9.3,17.5,.531,0.0,0.0,,9.3,17.5,.531,.531,8.0,9.9,.804,2.7,3.2,5.9,3.4,1.0,0.1,3.1,2.4,26.6,AS
Mark Aguirre,25,DAL,SF,80,79,33.7,9.9,19.6,.506,0.3,1.1,.318,9.6,18.6,.517,.515,5.5,7.3,.759,2.4,3.6,6.0,3.1,0.8,0.3,3.2,3.1,25.7,
Moses Malone,29,PHI,C,79,79,37.4,7.6,16.3,.469,0.0,0.0,.000,7.6,16.2,.470,.469,9.3,11.4,.815,4.9,8.2,13.1,1.6,0.8,1.6,3.6,2.7,24.6,"MVP-3,AS,NBA1"
Terry Cummings,23,MIL,PF,79,78,34.5,9.6,19.4,.495,0.0,0.0,.000,9.6,19.4,.496,.495,4.3,5.9,.741,3.1,6.0,9.1,2.9,1.5,0.8,2.4,3.3,23.6,"MVP-5,AS,NBA2"
Calvin Natt,28,DEN,PF,78,76,34.1,8.8,16.1,.546,0.0,0.0,.000,8.8,16.1,.547,.546,5.7,7.2,.793,2.7,5.1,7.8,3.1,1.0,0.4,2.4,2.3,23.3,"MVP-11,AS"
Eddie Johnson,25,KCK,SF,82,81,36.9,9.4,19.1,.491,0.2,0.7,.241,9.2,18.4,.500,.496,4.0,4.5,.871,1.8,3.1,5.0,3.3,1.0,0.3,2.7,2.9,22.9,
Orlando Woolridge,25,CHI,SF,77,76,36.6,8.8,15.9,.554,0.0,0.1,.000,8.8,15.8,.557,.554,5.3,6.8,.785,2.1,3.6,5.6,1.8,0.8,0.5,2.3,2.4,22.9,
Darrell Griffith,26,UTA,SG,78,78,35.6,9.3,20.4,.457,1.2,3.3,.358,8.2,17.1,.476,.486,2.8,3.8,.725,1.6,2.8,4.4,3.1,1.7,0.4,3.2,2.3,22.6,
World B. Free,31,CLE,SG,71,50,31.7,8.6,18.7,.459,1.0,2.7,.368,7.6,16.0,.474,.485,4.3,5.8,.749,0.9,2.1,3.0,4.5,1.1,0.2,2.0,2.3,22.5,MVP-20
Kiki Vandeweghe,26,POR,SF,72,69,34.8,8.6,16.1,.534,0.2,0.5,.333,8.4,15.6,.540,.538,5.1,5.7,.896,1.0,2.1,3.2,1.5,0.5,0.3,1.6,1.6,22.4,
Mike Mitchell,29,SAS,SF,82,82,34.8,9.5,19.0,.497,0.1,0.3,.217,9.4,18.7,.502,.499,3.3,4.2,.777,1.8,3.3,5.1,1.8,0.7,0.3,1.8,2.7,22.2,
Ralph Sampson,24,HOU,PF,82,82,37.6,9.2,18.3,.502,0.0,0.1,.000,9.2,18.2,.504,.502,3.7,5.5,.676,2.8,7.6,10.4,2.7,1.0,2.0,4.0,3.7,22.1,"MVP-10,AS,NBA2"
Derek Smith,23,LAC,SG,80,80,34.5,8.5,15.9,.537,0.0,0.2,.158,8.5,15.7,.542,.538,5.0,6.3,.794,2.2,3.2,5.3,2.7,1.0,0.7,2.9,4.0,22.1,
