Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
John Long,25,DET,SG,69,66,32.0,9.2,18.8,.492,0.0,0.2,.133,9.2,18.5,.496,.493,3.4,4.0,.865,1.4,2.3,3.7,2.1,0.9,0.4,2.4,2.5,21.9,
Kelly Tripucka,22,DET,SF,82,82,37.5,7.8,15.6,.496,0.1,0.3,.227,7.7,15.4,.501,.498,6.0,7.6,.797,2.7,2.7,5.4,3.3,1.1,0.2,3.4,2.9,21.6,"MVP-11,ROY-2,AS"
Kiki Vandeweghe,23,DEN,PF,82,78,33.8,8.6,15.4,.560,0.0,0.2,.077,8.6,15.2,.565,.561,4.2,4.9,.857,1.8,3.8,5.6,3.0,0.6,0.4,2.3,2.6,21.5,
Jay Vincent,22,DAL,PF,81,62,32.4,8.9,17.9,.497,0.0,0.0,.250,8.9,17.8,.497,.497,3.6,5.0,.716,2.2,4.7,7.0,2.2,1.1,0.3,2.4,3.8,21.4,"MVP-21,ROY-3"
Jamaal Wilkes,28,LAL,SF,82,82,35.4,9.1,17.3,.525,0.0,0.0,.000,9.1,17.2,.527,.525,3.0,4.1,.732,1.9,2.9,4.8,1.7,1.1,0.3,2.0,2.9,21.1,MVP-21
Mychal Thompson,27,POR,C,79,78,39.6,8.6,16.5,.523,0.0,0.0,,8.6,16.5,.523,.523,3.5,5.6,.628,3.3,8.4,11.7,4.0,0.9,1.4,3.1,2.9,20.8,MVP-21
Mike Mitchell,26,2TM,SF,84,83,36.5,9.0,17.6,.510,0.0,0.1,.000,9.0,17.5,.512,.510,2.6,3.6,.728,2.9,4.1,7.0,1.0,0.7,0.5,1.8,3.3,20.5,
Ray Williams,27,NJN,SG,82,69,33.3,7.8,16.9,.462,0.1,0.7,.167,7.7,16.2,.474,.465,4.7,5.7,.832,1.4,2.5,4.0,6.0,2.4,0.5,3.5,3.7,20.4,MVP-16
Robert Parish,28,BOS,C,80,78,31.7,8.4,15.4,.542,0.0,0.0,,8.4,15.4,.542,.542,3.2,4.4,.710,3.6,7.2,10.8,1.8,0.9,2.4,2.8,3.3,19.9,"MVP-4,AS,NBA2"
Darrell Griffith,23,UTA,SG,80,79,32.5,8.6,17.9,.482,0.2,0.7,.288,8.4,17.2,.489,.487,2.4,3.4,.697,1.6,2.2,3.8,2.3,1.2,0.4,2.4,2.7,19.8,
Sidney Moncrief,24,MIL,SG,80,80,37.3,7.0,13.3,.523,0.0,0.2,.071,6.9,13.1,.529,.524,5.9,7.2,.817,2.8,3.9,6.7,4.8,1.7,0.3,2.6,2.6,19.8,"MVP-7,AS,NBA2,DEF2"
Jack Sikma,26,SEA,C,82,82,37.2,7.1,14.8,.479,0.0,0.2,.154,7.1,14.6,.483,.480,5.5,6.4,.855,2.7,9.9,12.7,3.4,1.2,1.3,2.6,3.3,19.6,"MVP-9,AS,DEF2"
Dennis Johnson,27,PHO,SG,80,77,36.7,7.2,15.4,.470,0.1,0.5,.190,7.1,14.8,.480,.473,5.0,6.2,.806,1.8,3.4,5.1,4.6,1.3,0.7,2.9,3.2,19.5,"MVP-21,AS,DEF1"
Truck Robinson,30,PHO,PF,74,72,37.1,7.8,15.2,.513,0.0,0.0,1.000,7.8,15.2,.513,.514,3.4,5.0,.687,2.7,7.0,9.7,2.4,0.6,0.4,2.7,2.9,19.1,
Jim Paxson,24,POR,SG,82,82,33.6,8.1,15.3,.526,0.1,0.4,.229,8.0,14.9,.535,.529,2.7,3.5,.767,0.9,1.8,2.7,3.4,1.6,0.1,1.8,1.9,18.9,
Ron Brewer,26,2TM,SG,72,45,32.2,7.9,16.6,.477,0.1,0.4,.258,7.8,16.2,.482,.480,2.9,3.6,.812,0.8,1.5,2.2,2.6,1.1,0.4,1.7,2.1,18.8,
Greg Ballard,27,WSB,SF,79,79,37.3,7.9,16.5,.475,0.1,0.3,.409,7.7,16.3,.476,.479,3.0,3.6,.830,1.7,6.3,8.0,3.2,1.7,0.3,1.5,2.6,18.8,
Mark Aguirre,22,DAL,SF,51,20,28.8,7.5,16.1,.465,0.5,1.4,.352,7.0,14.7,.475,.480,3.3,4.8,.680,1.7,3.1,4.9,3.2,0.7,0.4,2.6,3.0,18.7,
Magic Johnson,22,LAL,SG,78,77,38.3,7.1,13.3,.537,0.1,0.4,.207,7.1,12.9,.546,.540,4.2,5.6,.760,3.2,6.4,9.6,9.5,2.7,0.4,3.7,2.9,18.6,"MVP-8,AS,NBA2"
Dan Roundfield,28,ATL,PF,61,58,36.3,7.0,14.9,.466,0.0,0.1,.200,6.9,14.8,.467,.466,4.7,6.1,.760,3.7,8.1,11.8,2.7,1.0,1.5,3.0,3.4,18.6,"MVP-11,AS,DEF1"
Cliff Robinson,21,2TM,PF,68,59,32.0,7.6,16.8,.453,0.0,0.1,.000,7.6,16.8,.455,.453,3.3,4.6,.709,2.6,6.4,9.0,1.8,1.3,1.5,2.2,3.3,18.5,
John Drew,27,ATL,SF,70,51,29.1,6.6,13.7,.486,0.1,0.2,.333,6.6,13.5,.488,.488,5.2,7.0,.741,2.4,2.9,5.4,1.4,0.9,0.0,2.5,3.6,18.5,
Artis Gilmore,32,CHI,C,82,82,34.1,6.7,10.2,.652,0.0,0.0,1.000,6.6,10.2,.652,.653,5.2,6.7,.768,2.7,7.5,10.2,1.7,0.6,2.7,2.8,3.5,18.5,AS
Reggie Theus,24,CHI,SG,82,82,34.6,6.8,14.6,.469,0.3,1.2,.250,6.5,13.3,.489,.479,4.4,5.5,.808,1.4,2.4,3.8,5.8,1.1,0.2,3.4,3.0,18.4,
Michael Ray Richardson,26,NYK,PG,82,79,37.1,7.5,16.4,.461,0.2,1.2,.188,7.3,15.1,.483,.468,2.6,3.7,.700,2.2,4.7,6.9,7.0,2.6,0.5,3.5,3.9,17.9,AS
Eddie Johnson,26,ATL,SG,68,57,34.0,6.7,14.9,.450,0.1,0.4,.233,6.6,14.4,.457,.454,4.3,5.7,.764,0.9,1.9,2.8,5.3,1.5,0.2,2.7,2.8,17.8,
Calvin Natt,25,POR,SF,75,71,34.7,6.9,11.9,.576,0.0,0.1,.250,6.8,11.8,.579,.577,3.9,5.2,.750,2.6,5.6,8.2,2.0,0.8,0.5,1.9,2.3,17.7,
Norm Nixon,26,LAL,PG,82,82,36.9,7.7,15.5,.493,0.0,0.1,.250,7.6,15.4,.495,.494,2.2,2.7,.808,0.5,1.7,2.1,8.0,1.6,0.1,2.9,3.2,17.6,AS
Tom Chambers,22,SDC,PF,81,58,33.1,6.8,13.0,.525,0.0,0.0,.000,6.8,13.0,.526,.525,3.5,5.7,.620,2.6,4.3,6.9,1.8,0.7,0.6,2.7,4.2,17.2,
Joe Barry Carroll,23,GSW,C,76,75,34.6,6.9,13.4,.519,0.0,0.0,.000,6.9,13.4,.519,.519,3.1,4.3,.728,2.8,5.6,8.3,0.8,0.8,1.7,2.7,3.5,17.0,
Johnny Davis,26,IND,SG,82,70,32.5,6.6,14.1,.467,0.1,0.3,.185,6.5,13.7,.473,.469,3.8,4.8,.799,0.9,1.3,2.2,4.2,0.9,0.1,2.3,2.1,17.0,
Isiah Thomas,20,DET,PG,72,72,33.8,6.3,14.8,.424,0.2,0.8,.288,6.1,14.0,.432,.432,4.2,6.0,.704,0.8,2.1,2.9,7.8,2.1,0.2,4.2,3.5,17.0,"MVP-17,AS"
James Edwards,26,CLE,C,77,75,33.0,6.9,13.4,.511,0.0,0.1,.000,6.9,13.4,.513,.511,3.0,4.4,.684,2.5,5.1,7.5,1.6,0.3,1.5,2.1,4.5,16.7,
Marques Johnson,25,MIL,SF,60,52,31.7,6.7,12.7,.532,0.0,0.1,.000,6.7,12.6,.534,.532,3.0,4.3,.700,2.6,3.5,6.1,3.6,1.0,0.6,2.4,2.4,16.5,MVP-17
Andrew Toney,24,PHI,SG,77,1,24.8,6.6,12.7,.522,0.3,0.8,.424,6.3,11.9,.528,.535,2.9,4.0,.742,0.6,1.2,1.7,3.7,0.8,0.2,2.8,3.5,16.5,
Elvin Hayes,36,HOU,PF,82,82,37.0,6.3,13.4,.472,0.0,0.1,.000,6.3,13.4,.474,.472,3.4,5.1,.664,3.3,5.9,9.1,1.8,0.8,1.3,2.5,3.5,16.1,
Kelvin Ransey,23,POR,PG,78,68,31.0,6.5,14.0,.460,0.0,0.5,.079,6.4,13.6,.474,.462,3.1,4.1,.761,0.5,1.9,2.4,7.1,1.2,0.1,2.9,2.2,16.1,
Brian Winters,29,MIL,SG,61,13,30.0,6.6,13.2,.501,0.6,1.5,.387,6.0,11.7,.516,.524,2.0,2.6,.788,0.8,2.0,2.8,4.1,0.9,0.1,1.9,3.1,15.9,
Maurice Lucas,29,NYK,PF,80,74,33.4,6.3,12.5,.504,0.0,0.0,.000,6.3,12.5,.506,.504,3.2,4.4,.725,3.4,7.9,11.3,2.2,0.9,0.9,2.2,3.9,15.8,
Mike Woodson,23,2TM,SG,83,74,28.1,6.5,12.9,.503,0.1,0.3,.280,6.4,12.6,.509,.507,2.7,3.4,.773,1.2,1.7,3.0,2.7,1.7,0.4,1.8,2.7,15.7,
Michael Brooks,23,SDC,SF,82,73,33.5,6.5,13.0,.504,0.0,0.1,.000,6.5,12.9,.507,.504,2.5,3.3,.757,2.5,5.1,7.6,2.9,1.4,0.5,2.4,3.5,15.6,
Buck Williams,21,NJN,PF,82,82,34.5,6.3,10.7,.582,0.0,0.0,.000,6.3,10.7,.583,.582,3.0,4.7,.624,4.2,8.0,12.3,1.3,1.0,1.0,2.9,3.5,15.5,"MVP-21,ROY-1,AS"
Alvan Adams,27,PHO,C,79,75,30.3,6.4,13.0,.494,0.0,0.0,.000,6.4,13.0,.494,.494,2.3,2.9,.781,1.7,5.7,7.4,4.5,1.4,1.0,2.5,3.4,15.1,
Lonnie Shelton,26,SEA,PF,81,81,32.9,6.3,12.9,.486,0.0,0.1,.000,6.3,12.8,.489,.486,2.3,3.0,.783,2.0,4.3,6.3,3.1,1.2,0.5,2.5,3.9,14.9,"AS,DEF2"
David Thompson,27,DEN,SG,61,5,20.4,5.1,10.6,.486,0.1,0.2,.286,5.1,10.3,.490,.489,4.5,5.6,.814,0.9,1.5,2.4,1.9,0.6,0.5,2.3,2.4,14.9,
Rickey Green,27,UTA,PG,81,73,34.8,6.2,12.5,.493,0.0,0.1,.000,6.2,12.4,.497,.493,2.5,3.3,.765,1.0,2.0,3.0,7.8,2.3,0.1,2.4,2.3,14.8,
Cedric Maxwell,26,BOS,SF,78,73,33.2,5.1,9.3,.548,0.0,0.0,.000,5.1,9.2,.551,.548,4.6,6.1,.747,2.8,3.6,6.4,2.3,1.0,0.6,2.2,3.4,14.8,
Dave Greenwood,24,CHI,PF,82,82,35.5,5.9,12.4,.473,0.0,0.0,.000,5.9,12.3,.475,.473,2.9,3.5,.825,2.3,7.2,9.6,3.2,0.9,1.1,2.2,3.6,14.6,
Bill Cartwright,24,NYK,C,72,50,28.6,5.4,9.6,.562,0.0,0.0,,5.4,9.6,.562,.562,3.6,4.7,.763,1.6,4.2,5.8,1.2,0.7,0.9,2.3,2.9,14.4,
Walter Davis,27,PHO,SF,55,12,21.5,6.4,12.2,.523,0.1,0.3,.188,6.3,11.9,.531,.525,1.7,2.0,.820,0.4,1.5,1.9,2.9,0.8,0.1,2.0,1.9,14.4,
Bobby Jones,30,PHI,PF,76,73,28.7,5.5,9.7,.564,0.0,0.0,.000,5.5,9.7,.567,.564,3.5,4.4,.790,1.4,3.7,5.2,2.5,1.3,1.5,1.9,2.8,14.4,"AS,DEF1"
Jeff Ruland,23,WSB,C,82,0,27.0,5.1,9.1,.561,0.0,0.0,.333,5.1,9.1,.562,.561,4.2,5.5,.752,3.1,6.2,9.3,1.6,0.5,0.7,2.9,3.9,14.4,
Purvis Short,24,GSW,SF,76,8,23.4,6.0,12.3,.488,0.1,0.4,.214,5.9,11.9,.496,.491,2.3,2.9,.801,1.6,1.9,3.5,2.8,0.9,0.1,1.6,2.9,14.4,
Mitch Kupchak,27,LAL,PF,26,26,31.6,5.9,10.3,.573,0.0,0.0,,5.9,10.3,.573,.573,2.5,3.8,.663,2.5,5.6,8.1,1.3,0.5,0.4,1.7,3.1,14.3,
Otis Birdsong,26,NJN,SG,37,22,27.7,6.1,13.0,.469,0.0,0.3,.000,6.1,12.7,.479,.469,2.0,3.4,.583,0.8,1.8,2.6,3.4,0.8,0.1,1.7,2.0,14.2,
Kyle Macy,24,PHO,PG,82,72,34.7,5.9,11.5,.514,0.5,1.2,.390,5.5,10.3,.529,.535,1.9,2.1,.899,1.0,2.2,3.2,4.7,1.7,0.1,1.5,2.3,14.2,
Campy Russell,30,NYK,SF,77,63,30.6,5.3,11.1,.478,0.3,0.7,.439,5.0,10.4,.481,.492,3.0,3.8,.776,1.1,1.9,3.1,3.7,1.0,0.2,2.5,2.9,13.9,
Sly Williams,24,NYK,SF,60,27,25.4,5.8,10.5,.556,0.0,0.2,.222,5.8,10.3,.561,.557,2.2,2.9,.757,1.7,2.1,3.8,2.4,1.3,0.3,1.9,2.6,13.9,
Mark Olberding,25,SAS,PF,68,63,30.9,4.9,10.4,.472,0.0,0.2,.167,4.9,10.2,.478,.474,4.0,5.0,.808,1.7,4.7,6.5,3.0,0.8,0.4,2.0,3.7,13.8,
Jerome Whitehead,25,SDC,C,72,63,30.8,5.6,10.1,.559,0.0,0.0,,5.6,10.1,.559,.559,2.6,3.3,.763,3.2,6.0,9.2,1.4,0.7,0.6,2.0,4.0,13.8,
Kevin McHale,24,BOS,PF,82,33,28.4,5.7,10.7,.531,0.0,0.0,,5.7,10.7,.531,.531,2.3,3.0,.754,2.3,4.5,6.8,1.1,0.4,2.3,1.7,3.2,13.6,
Bob Lanier,33,MIL,C,74,72,26.8,5.5,9.9,.558,0.0,0.0,.000,5.5,9.8,.560,.558,2.5,3.3,.752,1.2,4.0,5.2,3.0,1.0,0.8,2.2,2.9,13.5,AS
Robert Reid,26,HOU,SF,77,75,37.8,5.7,12.4,.456,0.0,0.1,.100,5.7,12.3,.460,.457,2.1,2.8,.748,2.3,4.4,6.6,4.1,1.5,0.6,2.0,3.9,13.4,
Rolando Blackman,22,DAL,SG,82,16,24.1,5.4,10.4,.513,0.0,0.0,.250,5.3,10.4,.515,.514,2.6,3.4,.768,1.2,1.9,3.1,1.3,0.6,0.4,1.4,1.5,13.3,
Kevin Grevey,28,WSB,SG,71,62,30.5,5.3,12.1,.439,0.4,1.2,.341,4.9,10.9,.449,.455,2.3,2.7,.855,0.8,1.9,2.7,2.1,0.6,0.3,1.4,2.1,13.3,
Spencer Haywood,32,WSB,PF,76,63,27.4,5.2,10.9,.476,0.0,0.0,.000,5.2,10.9,.478,.476,2.9,3.4,.842,1.9,3.7,5.6,0.8,0.6,0.9,2.3,3.3,13.3,
Quinn Buckner,27,MIL,PG,70,70,30.8,5.7,11.7,.482,0.1,0.2,.267,5.6,11.5,.486,.484,1.6,2.4,.655,1.1,2.5,3.6,4.7,2.5,0.0,2.6,3.1,12.9,DEF2
Mickey Johnson,29,MIL,PF,76,71,25.4,4.9,10.0,.491,0.0,0.1,.143,4.9,9.9,.495,.492,3.1,3.8,.801,1.8,4.2,6.0,2.8,0.9,0.6,2.5,3.2,12.9,
Steve Johnson,24,KCK,C,78,50,22.3,5.1,8.3,.613,0.0,0.0,,5.1,8.3,.613,.613,2.7,4.2,.642,1.9,3.9,5.9,1.2,0.5,1.1,2.5,4.8,12.8,
Ernie Grunfeld,26,KCK,SG,81,11,23.4,5.2,10.1,.511,0.0,0.2,.143,5.2,10.0,.517,.512,2.3,2.8,.821,0.7,1.6,2.2,3.4,0.9,0.5,1.8,2.4,12.7,
Tiny Archibald,33,BOS,PG,68,51,31.9,4.5,9.6,.472,0.1,0.2,.375,4.4,9.4,.475,.477,3.5,4.6,.747,0.4,1.3,1.7,8.0,0.8,0.0,2.6,1.9,12.6,AS
Kent Benson,27,DET,C,75,72,32.9,5.4,10.7,.505,0.0,0.1,.273,5.4,10.5,.508,.507,1.7,2.1,.804,2.9,5.8,8.7,2.1,0.9,1.3,2.1,2.9,12.5,
Junior Bridgeman,28,MIL,SF,41,4,22.5,5.1,10.6,.483,0.1,0.2,.444,5.0,10.3,.483,.487,2.2,2.5,.864,0.9,2.1,3.0,2.7,0.7,0.1,1.6,2.2,12.5,
Swen Nater,32,SDC,C,21,7,27.4,4.8,8.3,.577,0.0,0.0,1.000,4.8,8.3,.575,.580,2.8,3.8,.747,2.2,7.0,9.1,1.4,0.3,0.4,2.3,3.0,12.5,
Billy Knight,29,IND,SF,81,19,22.3,4.7,9.4,.495,0.1,0.4,.281,4.6,9.0,.504,.501,2.9,3.5,.826,1.2,2.0,3.2,1.5,0.8,0.2,1.7,1.6,12.3,
Rick Mahorn,23,WSB,PF,80,80,33.3,5.2,10.2,.507,0.0,0.0,.000,5.2,10.2,.509,.507,1.9,2.9,.632,1.9,6.9,8.8,1.9,0.7,1.7,2.0,4.4,12.2,
Kenny Carr,26,2TM,PF,74,48,26.0,4.7,9.4,.503,0.0,0.1,.100,4.7,9.2,.509,.504,2.7,4.1,.656,2.3,4.9,7.2,1.2,0.9,0.3,2.1,3.4,12.1,
Brad Davis,26,DAL,PG,82,82,31.9,4.8,9.4,.515,0.2,0.6,.286,4.7,8.8,.530,.524,2.3,2.8,.804,0.4,2.3,2.8,6.2,0.9,0.1,1.9,2.7,12.1,
Albert King,22,NJN,SF,76,52,22.3,5.1,10.7,.482,0.0,0.2,.231,5.1,10.5,.486,.483,1.8,2.3,.778,1.4,2.7,4.1,1.9,0.8,0.5,2.4,3.4,12.1,
Reggie King,24,KCK,SF,80,76,32.6,4.8,9.4,.509,0.0,0.0,,4.8,9.4,.509,.509,2.5,3.6,.705,2.0,4.5,6.5,2.2,1.1,0.4,1.9,2.8,12.1,
Freeman Williams,25,2TM,SG,60,10,16.6,4.6,10.4,.443,0.5,1.6,.298,4.1,8.8,.469,.465,2.3,2.8,.843,0.4,0.7,1.0,1.4,0.5,0.0,1.8,1.7,12.0,
Dave Robisch,32,DEN,C,12,0,21.4,4.0,8.8,.453,0.0,0.0,,4.0,8.8,.453,.453,4.0,4.6,.873,1.2,4.1,5.3,2.7,0.3,0.3,1.1,2.4,12.0,
Michael Cooper,25,LAL,SG,76,14,28.9,5.0,9.8,.517,0.0,0.2,.118,5.0,9.5,.526,.518,1.8,2.3,.813,1.1,2.4,3.5,3.0,1.6,0.8,2.0,2.8,11.9,"MVP-17,DEF1"
Joe Bryant,27,SDC,SF,75,49,26.5,4.5,9.3,.486,0.1,0.4,.267,4.4,8.9,.496,.492,2.6,3.3,.785,1.1,2.6,3.7,2.5,1.0,0.4,2.4,3.3,11.8,
Ricky Sobers,29,CHI,SG,80,6,24.2,4.5,10.0,.453,0.2,1.0,.250,4.3,9.1,.474,.465,2.4,3.2,.768,0.5,1.3,1.8,3.8,0.9,0.2,2.7,3.0,11.8,
Paul Westphal,31,NYK,SG,18,12,25.1,4.8,10.8,.443,0.1,0.4,.250,4.7,10.3,.452,.448,2.0,2.6,.766,0.5,0.7,1.2,5.6,1.1,0.4,2.6,3.4,11.7,
Ronnie Lester,23,CHI,PG,75,74,30.0,4.4,8.8,.501,0.1,0.1,.500,4.3,8.7,.501,.504,2.8,3.4,.813,1.0,1.8,2.8,4.8,1.1,0.2,2.5,2.1,11.6,
Phil Smith,29,2TM,SG,74,41,27.6,4.6,10.3,.447,0.1,0.4,.185,4.5,9.9,.456,.450,2.2,3.0,.731,0.7,1.8,2.5,4.1,0.9,0.4,2.1,2.9,11.5,
Louis Orr,23,IND,SF,80,41,24.4,4.5,9.0,.497,0.0,0.1,.125,4.5,8.9,.501,.497,2.5,3.2,.799,1.6,2.6,4.1,1.7,0.7,0.3,1.7,2.3,11.5,
Herb Williams,23,IND,C,82,75,27.8,5.0,10.4,.477,0.0,0.1,.286,4.9,10.3,.478,.478,1.5,2.3,.670,2.1,5.2,7.4,1.7,0.6,2.2,1.7,2.4,11.5,
Mike O'Koren,23,NJN,SF,80,32,25.2,4.8,9.7,.492,0.1,0.3,.348,4.7,9.4,.497,.497,1.7,2.4,.714,1.4,2.4,3.8,2.4,1.0,0.2,1.8,2.2,11.4,
Lowes Moore,24,CLE,PG,4,0,17.5,4.8,9.5,.500,0.3,1.3,.200,4.5,8.3,.545,.513,1.5,2.0,.750,0.3,0.8,1.0,3.8,1.5,0.3,1.3,3.8,11.3,
Fred Brown,33,SEA,SG,82,2,21.8,4.8,10.5,.455,0.3,0.9,.325,4.5,9.6,.468,.470,1.4,1.6,.860,0.5,1.2,1.7,2.9,0.8,0.0,1.2,1.4,11.2,
Maurice Cheeks,25,PHI,PG,79,79,31.6,4.5,8.6,.521,0.1,0.3,.273,4.4,8.3,.529,.525,2.2,2.8,.777,0.6,2.5,3.1,8.4,2.6,0.4,2.3,3.1,11.2,
James Silas,32,CLE,SG,67,34,21.6,3.7,8.6,.438,0.0,0.1,.000,3.7,8.5,.442,.438,3.7,4.3,.860,0.4,1.2,1.6,3.3,0.6,0.1,1.6,1.6,11.2,
Billy Ray Bates,25,POR,SG,75,0,16.4,4.4,9.2,.473,0.2,0.5,.293,4.2,8.7,.484,.481,2.2,2.8,.787,0.7,0.7,1.4,1.5,0.5,0.1,1.2,1.3,11.1,
Darwin Cook,23,NJN,PG,82,17,25.5,4.7,9.8,.482,0.1,0.4,.226,4.6,9.4,.492,.486,1.4,2.0,.728,0.6,1.3,1.9,3.9,1.8,0.3,2.1,2.4,11.0,
Darryl Dawkins,25,PHI,C,48,36,23.4,4.3,7.6,.564,0.0,0.0,.000,4.3,7.6,.567,.564,2.4,3.4,.695,1.4,4.9,6.4,1.1,0.4,1.1,2.0,4.0,11.0,
Lionel Hollins,28,PHI,PG,81,81,27.9,4.7,9.8,.477,0.0,0.2,.125,4.7,9.6,.484,.478,1.6,2.3,.702,0.4,1.9,2.3,3.9,1.3,0.2,1.8,2.4,11.0,
Bob Wilkerson,27,CLE,SF,65,38,27.8,4.4,10.4,.418,0.0,0.3,.167,4.3,10.2,.425,.420,2.2,2.8,.784,0.9,2.9,3.8,3.6,1.4,0.4,2.1,2.9,11.0,
Reggie Johnson,24,3TM,PF,75,48,25.4,4.7,8.8,.530,0.0,0.0,.000,4.7,8.8,.531,.530,1.6,2.1,.756,1.9,4.1,6.0,1.0,0.4,0.8,1.3,3.4,10.9,
Allen Leavell,24,HOU,PG,79,61,27.2,4.7,10.0,.467,0.1,0.4,.290,4.6,9.6,.474,.472,1.5,1.7,.852,0.6,1.5,2.1,5.8,1.9,0.2,1.9,2.3,10.9,
Scott Wedman,29,CLE,SF,54,39,30.3,4.8,10.9,.441,0.1,0.4,.217,4.7,10.5,.451,.446,1.2,1.7,.733,2.4,3.3,5.6,2.5,1.4,0.3,1.4,3.5,10.9,
Charlie Criss,33,2TM,PG,55,20,25.3,4.0,9.1,.446,0.2,0.5,.345,3.9,8.5,.452,.456,2.6,2.9,.887,0.2,1.3,1.5,3.4,0.8,0.1,1.5,1.7,10.8,
Larry Drew,23,KCK,PG,81,19,24.4,4.4,9.3,.473,0.1,0.3,.296,4.3,9.0,.479,.478,1.9,2.3,.794,0.4,1.5,1.8,5.2,1.4,0.0,2.1,1.9,10.8,
Billy McKinney,26,DEN,PG,81,27,24.2,4.6,8.6,.528,0.0,0.2,.000,4.6,8.4,.541,.528,1.7,2.1,.806,0.4,1.4,1.8,4.2,0.9,0.2,1.4,2.3,10.8,
Brian Taylor,30,SDC,PG,41,40,31.1,4.0,8.0,.503,0.6,1.5,.365,3.5,6.5,.536,.538,2.2,2.7,.818,0.6,1.7,2.3,5.6,1.1,0.2,2.0,2.8,10.8,
Frank Johnson,23,WSB,PG,79,29,25.7,4.3,10.3,.414,0.2,1.0,.215,4.0,9.3,.435,.424,1.9,2.6,.750,0.4,1.4,1.9,4.8,1.0,0.1,2.0,2.5,10.7,
Tom Owens,32,IND,PF,74,40,21.6,4.0,8.6,.470,0.0,0.0,.500,4.0,8.6,.470,.471,2.4,3.1,.801,1.9,3.1,5.0,1.7,0.6,0.5,1.9,3.5,10.5,
Rory Sparrow,23,ATL,PG,82,82,31.8,4.5,8.9,.501,0.0,0.2,.067,4.5,8.7,.510,.502,1.5,1.8,.838,0.6,2.1,2.7,5.2,1.1,0.2,1.8,2.9,10.5,
Geoff Huston,24,CLE,PG,78,43,30.9,4.2,8.6,.484,0.0,0.1,.300,4.1,8.5,.486,.486,2.0,2.6,.765,0.7,1.2,1.9,7.6,0.9,0.1,2.2,2.2,10.3,
Mike Bantom,30,2TM,SF,82,38,24.6,4.1,8.7,.469,0.0,0.1,.333,4.0,8.6,.470,.471,2.0,3.3,.629,2.1,3.2,5.4,1.4,0.8,0.7,1.8,3.3,10.2,
