Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
Dave DeBusschere,27,DET,SF,80,39.1,7.2,16.2,.442,3.6,5.4,.664,13.5,2.3,3.8,17.9,AS
Chet Walker,27,PHI,SF,82,32.0,6.6,14.3,.460,4.7,6.5,.726,7.4,1.9,3.1,17.9,
Cazzie Russell,23,NYK,SF,82,28.0,6.7,14.5,.462,3.4,4.3,.808,4.6,2.4,2.7,16.9,
Walt Bellamy,28,NYK,C,82,32.9,6.2,11.5,.541,4.3,6.5,.662,11.7,2.0,3.2,16.7,
Jim King,26,SFW,PG,54,32.3,6.3,14.8,.425,4.0,5.0,.810,4.5,4.2,3.2,16.6,AS
Joe Caldwell,26,STL,SF,79,33.4,7.1,15.4,.463,2.1,3.7,.569,4.3,3.0,2.6,16.4,
Connie Dierking,31,CIN,C,81,32.6,6.7,14.4,.467,2.9,3.8,.765,9.5,2.4,3.9,16.4,
Ray Scott,29,BAL,PF,81,36.1,6.0,14.7,.412,4.3,5.5,.779,13.7,2.1,3.1,16.4,
Kevin Loughery,27,BAL,PG,77,29.8,5.9,14.6,.406,4.0,5.1,.778,3.2,3.3,3.9,15.9,
Flynn Robinson,26,2TM,PG,75,27.3,5.9,13.5,.440,3.8,4.7,.821,3.6,2.9,2.5,15.7,
Bill Bridges,28,STL,PF,82,39.0,5.7,12.3,.462,4.2,5.9,.717,13.4,3.1,4.5,15.6,AS
Adrian Smith,31,CIN,SG,82,33.9,5.9,12.6,.464,3.9,4.7,.829,2.3,3.3,3.2,15.6,
Rod Thorn,26,SEA,SG,66,25.3,5.7,12.7,.451,3.8,5.2,.737,4.0,3.5,1.8,15.2,
Tom Meschery,29,SEA,SF,82,34.8,5.8,12.3,.469,3.0,4.2,.707,10.2,2.4,3.9,14.5,
Don Ohl,31,2TM,PG,70,27.4,5.6,12.7,.441,2.8,3.6,.776,2.5,2.2,2.6,14.0,
Gail Goodrich,24,LAL,SG,79,26.0,5.0,10.3,.486,3.8,5.0,.770,2.5,2.6,2.9,13.8,
Jack Marin,23,BAL,SF,82,24.8,5.2,11.4,.460,3.0,3.8,.796,5.8,1.3,3.0,13.5,
Dave Gambee,30,SDR,PF,80,21.9,4.7,10.7,.440,4.0,4.7,.847,5.8,1.2,3.2,13.4,
Paul Silas,24,STL,PF,82,32.3,4.9,10.6,.458,3.6,5.2,.705,11.7,2.0,3.0,13.4,
Jerry Sloan,25,CHI,SG,77,31.9,4.8,12.5,.385,3.8,5.0,.749,7.7,3.0,3.8,13.3,
Terry Dischinger,27,DET,SF,78,24.8,5.1,10.2,.494,3.0,4.0,.762,6.2,1.5,3.2,13.1,
Al Tucker,24,SEA,PF,81,29.2,5.4,12.2,.442,2.3,3.2,.707,7.5,1.4,3.2,13.1,
Wali Jones,25,PHI,PG,77,26.7,5.4,13.5,.397,2.1,2.6,.787,2.8,3.2,2.9,12.8,
McCoy McLemore,25,CHI,SF,76,27.6,4.9,12.4,.398,2.8,3.6,.779,5.7,1.7,2.9,12.7,
Lou Hudson,23,STL,SG,46,21.0,4.9,10.9,.454,2.6,3.6,.732,4.2,1.4,2.5,12.5,
Bill Russell,33,BOS,C,78,37.9,4.7,11.0,.425,3.2,5.9,.537,18.6,4.6,3.1,12.5,"AS,NBA2"
Jim Washington,24,CHI,C,82,30.8,5.1,11.2,.457,2.3,3.3,.682,10.1,1.4,2.8,12.5,
Leroy Ellis,27,BAL,C,78,34.9,4.9,10.3,.475,2.7,3.7,.724,11.1,2.0,3.3,12.4,
John Tresvant,28,2TM,PF,85,29.1,4.7,10.2,.457,2.9,4.5,.651,8.3,1.9,4.0,12.3,
Keith Erickson,23,CHI,SF,78,28.9,4.8,12.1,.401,2.5,3.3,.755,5.4,3.4,3.5,12.2,
Larry Siegfried,28,BOS,PG,62,31.2,4.2,10.1,.415,3.8,4.4,.868,3.5,4.7,3.1,12.2,
Jon McGlocklin,24,SDR,SG,65,28.9,4.9,11.6,.417,2.4,2.8,.867,3.1,2.7,1.8,12.1,
Clyde Lee,23,SFW,C,82,32.9,4.5,10.9,.417,2.8,4.1,.684,13.9,1.6,4.0,11.9,AS
Luke Jackson,26,PHI,PF,82,31.3,4.9,11.3,.433,2.0,2.8,.719,10.6,1.7,3.5,11.8,
Mel Counts,26,LAL,PF,82,21.2,4.7,9.9,.475,2.3,3.1,.748,8.9,1.7,3.8,11.7,
Hank Finkel,25,SDR,C,53,21.1,4.6,9.3,.492,2.5,3.6,.686,7.1,1.4,3.3,11.6,
Tom Hawkins,31,LAL,PF,78,31.6,5.0,10.0,.499,1.6,2.9,.546,5.9,1.5,3.7,11.6,
Toby Kimball,25,SDR,PF,81,31.1,4.4,11.0,.396,2.2,3.8,.592,11.7,1.8,3.4,11.0,
Dick Van Arsdale,24,NYK,SG,78,30.1,4.1,9.3,.436,2.9,4.3,.670,5.4,2.9,2.9,11.0,
Tom Sanders,29,BOS,SF,78,25.4,3.8,8.9,.428,2.6,3.3,.784,5.8,1.3,3.8,10.2,
Don Nelson,27,BOS,SF,82,18.3,3.8,7.7,.494,2.4,3.3,.728,5.3,1.3,2.2,10.0,
Johnny Green,34,2TM,PF,77,18.7,4.0,8.8,.459,1.8,3.8,.471,7.1,1.0,2.1,9.9,
John Barnhill,29,SDR,PG,75,25.1,3.9,9.3,.421,2.1,3.1,.658,2.3,3.5,1.9,9.9,
Al Attles,31,SFW,PG,67,29.7,3.8,8.1,.467,2.2,3.2,.694,4.1,5.8,4.2,9.8,
Bob Weiss,25,SEA,PG,82,19.7,3.6,8.4,.430,2.6,3.1,.839,1.8,4.2,1.7,9.8,
Tommy Kron,24,SEA,SG,76,23.6,3.6,9.2,.396,2.4,3.1,.790,4.7,3.7,3.0,9.7,
Jim Barnett,23,SDR,SG,47,22.7,3.8,9.7,.393,1.8,2.5,.712,3.3,2.9,2.1,9.4,
Barry Clemens,24,CHI,SF,78,20.9,3.9,8.6,.449,1.6,2.2,.724,4.8,1.3,2.9,9.3,
Darrall Imhoff,29,LAL,C,82,27.7,3.6,7.5,.478,2.2,3.5,.619,10.9,2.5,3.2,9.3,
Len Chappell,27,2TM,C,67,15.9,3.5,6.8,.513,2.1,2.9,.711,5.4,0.8,1.8,9.1,
Walt Frazier,22,NYK,PG,74,21.5,3.5,7.7,.451,2.1,3.2,.655,4.2,4.1,2.7,9.0,
Clem Haskins,24,CHI,PG,76,19.4,3.6,8.6,.420,1.8,2.7,.658,3.0,2.2,2.3,8.9,
Bob Warlick,26,SFW,SG,69,19.1,3.7,8.8,.421,1.4,2.5,.567,3.8,2.3,2.4,8.9,
Jimmy Walker,23,DET,SG,81,19.6,3.6,9.0,.394,1.7,2.2,.766,1.7,2.8,2.5,8.8,
Dick Snyder,23,STL,SG,75,21.6,3.4,8.2,.419,1.7,2.2,.772,2.6,2.2,2.9,8.6,
Freddie Crawford,26,2TM,SG,69,17.1,3.2,7.3,.442,1.6,2.6,.620,2.8,2.0,2.5,8.1,
Art Williams,28,SDR,PG,79,22.0,3.4,9.1,.369,1.4,2.1,.685,3.6,4.9,2.6,8.1,
Bill Bradley,24,NYK,SF,45,19.4,3.2,7.6,.416,1.7,2.3,.731,2.5,3.0,3.1,8.0,ROY-2
Tom Van Arsdale,24,2TM,SF,77,19.7,2.7,7.1,.387,2.4,3.3,.746,2.9,2.0,2.6,7.9,
Pat Riley,22,SDR,SG,80,15.8,3.1,8.3,.379,1.6,2.5,.634,2.2,1.7,2.6,7.9,
Howard Komives,26,NYK,PG,78,21.3,3.0,8.1,.369,1.7,2.1,.820,2.2,3.2,2.2,7.7,
Erwin Mueller,23,2TM,PF,74,24.2,3.0,6.6,.456,1.4,2.5,.578,5.3,2.1,2.2,7.5,
Joe Strawder,27,DET,C,73,27.8,2.8,6.2,.452,1.9,2.9,.647,9.4,1.2,4.3,7.5,
Jim Barnes,26,2TM,PF,79,18.0,2.8,6.3,.443,1.7,2.4,.696,5.3,0.7,3.3,7.3,
Dorie Murrey,24,SEA,PF,81,18.4,2.6,6.0,.436,2.1,3.0,.689,7.4,0.8,3.4,7.3,
Larry Costello,36,PHI,PG,28,17.6,2.4,5.3,.453,2.4,2.9,.827,1.8,2.4,2.2,7.2,
Johnny Egan,29,BAL,PG,67,13.9,2.4,6.2,.393,2.1,2.7,.776,1.7,2.0,1.9,7.0,
Walt Wesley,23,CIN,C,66,13.9,2.8,6.1,.465,1.2,2.3,.500,4.3,0.5,2.5,6.8,
Bob Love,25,CIN,SF,72,14.8,2.7,6.3,.424,1.1,1.6,.684,2.9,0.8,2.0,6.4,
Wayne Embry,30,BOS,C,78,13.9,2.5,6.2,.400,1.4,2.4,.589,4.1,0.7,2.2,6.3,
Phil Jackson,22,NYK,PF,75,14.6,2.4,6.1,.400,1.3,2.2,.589,4.5,0.7,2.8,6.2,
Matt Guokas,23,PHI,SG,82,19.7,2.3,4.8,.483,1.4,1.9,.776,2.3,2.3,2.1,6.1,
George Wilson,25,SEA,C,77,16.1,2.3,6.5,.359,1.4,2.0,.703,6.1,0.7,2.8,6.1,
Mal Graham,22,BOS,PG,48,16.4,2.4,5.7,.430,1.2,1.8,.636,2.0,1.3,2.6,6.0,
Bob Ferry,30,BAL,C,59,14.3,2.2,5.3,.412,1.2,2.0,.624,3.2,1.0,1.6,5.6,
Nick Jones,22,SDR,PG,42,14.4,2.0,5.5,.371,1.3,1.6,.797,1.6,2.1,2.0,5.4,
Guy Rodgers,32,2TM,PG,79,19.6,1.9,5.4,.347,1.4,1.7,.805,1.9,4.8,2.1,5.1,
Bill Dinwiddie,24,CIN,SF,67,13.0,2.1,5.3,.394,0.9,1.5,.608,3.5,0.5,1.8,5.1,
Joe Ellis,23,SFW,SF,51,12.2,2.2,5.9,.368,0.6,1.0,.640,3.8,0.7,1.6,5.0,
Reggie Harding,25,CHI,C,14,21.8,1.7,5.1,.338,1.2,2.4,.515,6.7,1.3,2.5,4.6,
Bill Melchionni,23,PHI,PG,71,10.7,2.1,4.7,.435,0.5,0.7,.702,1.5,1.5,1.1,4.6,
Bobby Lewis,22,SFW,SG,41,8.3,1.4,3.7,.391,1.5,1.9,.772,1.4,1.0,1.0,4.4,
Johnny Jones,24,BOS,SF,51,9.3,1.7,5.0,.340,0.8,1.3,.618,2.2,0.5,1.2,4.2,
Tom Thacker,28,BOS,SG,65,12.0,1.8,4.2,.419,0.7,1.3,.512,2.5,1.1,2.5,4.2,
Stan McKenzie,23,BAL,SG,50,13.1,1.5,3.6,.401,1.2,1.8,.659,2.4,0.5,2.0,4.1,
Bill Turner,23,SFW,SF,42,11.5,1.6,3.7,.433,0.9,1.4,.600,3.7,0.4,1.8,4.1,
Ed Manning,24,BAL,PF,71,13.4,1.6,3.6,.432,0.8,1.4,.606,5.3,0.5,2.2,4.0,
Bud Olsen,27,SEA,PF,73,12.3,1.8,3.9,.456,0.2,0.8,.274,2.8,1.0,1.9,3.8,
Em Bryant,29,NYK,PG,77,12.6,1.5,3.8,.385,0.8,1.1,.686,1.7,1.7,2.2,3.7,
John Wetzel,23,LAL,SF,38,11.4,1.4,3.1,.437,0.9,1.2,.761,2.2,1.3,1.4,3.7,
Ken Wilburn,23,CHI,SF,3,8.7,1.7,3.0,.556,0.3,1.3,.250,3.3,0.7,1.3,3.7,
Jim Fox,24,2TM,C,55,11.3,1.2,2.9,.410,1.2,2.0,.611,4.2,0.5,1.5,3.6,
Paul Long,23,DET,SG,16,5.8,1.4,3.2,.451,0.7,0.9,.733,0.9,0.8,0.8,3.6,
Jim Reid,22,PHI,,6,8.7,1.7,3.3,.500,0.2,0.8,.200,1.8,0.5,1.0,3.5,
Bud Acton,26,SDR,SF,23,8.5,1.3,3.2,.392,0.8,1.3,.655,2.0,0.5,1.5,3.3,
George Lee,31,SFW,,10,10.6,0.8,3.5,.229,1.7,2.4,.708,2.7,0.4,1.6,3.3,
Henry Akin,23,SEA,C,36,7.2,1.3,3.8,.336,0.6,0.9,.645,1.6,0.4,1.3,3.1,
George Carter,24,DET,SF,1,5.0,1.0,2.0,.500,1.0,1.0,1.000,0.0,1.0,0.0,3.0,
Gene Tormohlen,30,STL,C,77,9.3,1.3,3.4,.374,0.4,0.7,.589,2.9,0.9,1.2,3.0,
Jim Davis,26,STL,C,50,7.9,1.2,2.8,.439,0.5,1.3,.391,2.5,0.3,1.7,2.9,
Tom Workman,23,2TM,,20,4.8,1.0,2.0,.475,0.9,1.2,.783,1.3,0.2,0.9,2.8,
Dennis Hamilton,23,LAL,PF,44,8.6,1.2,2.5,.500,0.3,0.3,1.000,1.6,0.7,1.0,2.8,
George Lehmann,26,STL,PG,55,9.0,1.1,3.1,.343,0.6,0.8,.814,0.8,1.7,1.0,2.8,
Nate Bowman,24,NYK,C,42,6.5,1.2,3.2,.388,0.2,0.4,.667,2.7,0.5,1.6,2.7,
Dave Schellhase,23,CHI,PG,42,7.2,1.1,3.3,.341,0.5,0.9,.526,1.1,0.9,1.0,2.7,
Neil Johnson,24,NYK,PF,43,6.7,1.0,2.5,.415,0.5,1.1,.479,1.7,0.8,1.5,2.6,
Tyrone Britt,23,SDR,SG,11,7.6,1.2,3.1,.382,0.2,0.3,.667,1.4,1.1,0.9,2.5,
Plummer Lott,22,SEA,SF,44,10.9,1.0,3.4,.311,0.4,0.7,.613,2.1,0.8,1.5,2.5,
Jay Miller,24,STL,SF,8,6.5,1.0,3.9,.258,0.5,0.9,.571,0.9,0.1,1.4,2.5,
Gary Gray,22,CIN,SG,44,6.3,1.1,3.0,.366,0.2,0.2,.700,0.5,0.6,1.1,2.4,
Jim Ware,23,SDR,PF,30,7.6,0.8,3.2,.258,0.8,1.1,.676,2.6,0.2,0.9,2.4,
Ron Filipek,23,PHI,,19,3.8,0.9,2.5,.383,0.4,0.7,.500,1.3,0.4,0.6,2.3,
Dave Lattin,24,SFW,PF,44,5.8,0.8,2.3,.363,0.5,0.8,.697,2.4,0.3,2.1,2.2,
Sonny Dove,22,DET,PF,28,5.8,0.8,2.7,.293,0.4,0.9,.462,1.9,0.4,1.0,2.0,
George Patterson,28,DET,C,59,9.5,0.7,2.3,.331,0.5,0.6,.842,2.7,0.9,1.4,2.0,
Craig Spitzer,22,CHI,C,10,4.4,0.8,2.1,.381,0.2,0.3,.667,2.4,0.0,0.4,1.8,
Cliff Anderson,23,LAL,SG,18,5.2,0.4,1.6,.241,0.7,1.6,.429,0.6,0.9,1.0,1.4,
Jim Burns,22,CHI,SG,3,3.7,0.7,2.3,.286,0.0,0.0,,0.7,0.3,0.3,1.3,
Rick Weitzman,21,BOS,SG,25,3.0,0.5,1.8,.261,0.4,0.5,.692,0.4,0.3,0.3,1.3,
Roland West,23,BAL,,4,3.5,0.5,1.3,.400,0.0,0.0,,1.3,0.0,0.8,1.0,
Jim Caldwell,25,NYK,C,2,3.5,0.0,0.5,.000,0.0,0.0,,0.5,0.5,0.5,0.0,
Al Jackson,24,CIN,,2,8.5,0.0,1.5,.000,0.0,0.0,,0.0,0.5,3.0,0.0,
