Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
Jay Vincent,23,DAL,PF,81,73,33.7,7.7,15.7,.489,0.0,0.0,.000,7.7,15.7,.490,.489,3.3,4.2,.784,2.7,4.6,7.3,2.6,0.9,0.6,2.3,3.6,18.7,
Jack Sikma,27,SEA,C,75,71,34.2,6.5,13.9,.464,0.0,0.1,.000,6.5,13.8,.468,.464,5.3,6.4,.837,2.8,8.6,11.4,3.1,1.2,0.9,2.5,3.5,18.2,"MVP-11,AS"
Mike Woodson,24,KCK,SG,81,3,30.0,7.2,14.2,.506,0.1,0.4,.212,7.1,13.8,.515,.509,3.7,4.7,.790,1.0,2.0,3.1,3.1,1.7,0.7,2.1,2.5,18.2,
Greg Ballard,28,WSB,SF,78,78,36.4,7.7,16.3,.473,0.2,0.5,.351,7.6,15.9,.477,.478,2.3,3.0,.781,1.6,4.9,6.5,3.4,1.7,0.3,2.0,2.3,18.0,
Artis Gilmore,33,SAS,C,82,82,34.1,6.8,10.8,.626,0.0,0.1,.000,6.8,10.8,.630,.626,4.5,6.0,.740,3.6,8.4,12.0,1.5,0.5,2.3,3.1,3.3,18.0,"MVP-8,AS"
Cliff Robinson,22,CLE,PF,77,75,33.8,7.6,16.0,.477,0.0,0.1,.000,7.6,15.9,.479,.477,2.8,3.9,.708,2.5,8.6,11.1,1.9,0.8,0.8,2.9,3.5,18.0,
Rolando Blackman,23,DAL,SG,75,62,31.3,6.8,13.9,.492,0.0,0.2,.200,6.8,13.7,.497,.494,4.0,5.1,.780,1.4,2.5,3.9,2.5,0.5,0.4,1.6,1.5,17.7,
Tom Chambers,23,SDC,PF,79,79,33.7,6.6,13.9,.472,0.0,0.1,.000,6.6,13.8,.476,.472,4.5,6.2,.723,2.8,3.8,6.6,2.4,1.0,0.7,3.0,4.2,17.6,
Dominique Wilkins,23,ATL,SF,82,82,32.9,7.3,14.9,.493,0.0,0.1,.182,7.3,14.7,.495,.493,2.8,4.1,.682,2.8,3.1,5.8,1.6,1.0,0.8,2.2,2.6,17.5,
Billy Knight,30,IND,SG,80,54,28.3,6.4,12.3,.520,0.0,0.2,.158,6.4,12.1,.527,.522,4.3,5.1,.841,1.9,2.2,4.1,2.4,0.8,0.1,2.4,1.8,17.1,
Albert King,23,NJN,SF,79,75,31.0,7.4,15.5,.475,0.1,0.3,.261,7.3,15.2,.479,.477,2.2,2.9,.775,2.0,3.8,5.8,3.7,1.2,0.5,3.1,3.5,17.0,
Buck Williams,22,NJN,PF,82,82,36.1,6.5,11.1,.588,0.0,0.0,.000,6.5,11.1,.590,.588,4.0,6.4,.620,4.5,8.1,12.5,1.5,1.1,1.3,3.0,3.3,17.0,"MVP-7,AS,NBA2"
Herb Williams,24,IND,C,78,74,32.2,7.4,14.9,.499,0.0,0.1,.000,7.4,14.8,.502,.499,2.0,2.8,.705,1.9,5.5,7.5,3.4,0.7,2.2,2.9,2.9,16.9,
Magic Johnson,23,LAL,SG,79,79,36.8,6.5,11.8,.548,0.0,0.3,.000,6.5,11.5,.560,.548,3.8,4.8,.800,2.7,5.9,8.6,10.5,2.2,0.6,3.8,2.5,16.8,"MVP-3,AS,NBA1"
Larry Nance,23,PHO,PF,82,82,35.5,7.2,13.0,.550,0.0,0.0,.333,7.2,13.0,.551,.551,2.4,3.5,.672,2.9,5.7,8.7,2.4,1.2,2.6,2.3,3.1,16.7,
Maurice Lucas,30,PHO,PF,77,71,33.6,6.4,13.6,.474,0.0,0.0,.333,6.4,13.5,.474,.474,3.6,4.6,.781,2.6,7.8,10.4,2.8,0.7,0.6,2.9,3.6,16.5,"MVP-14,AS"
Orlando Woolridge,23,CHI,SF,57,38,28.5,6.3,10.9,.580,0.0,0.1,.000,6.3,10.9,.583,.580,3.8,6.0,.638,2.1,3.1,5.2,1.7,0.7,0.8,2.8,3.1,16.5,
David Thompson,28,SEA,SG,75,64,28.7,5.9,12.3,.481,0.0,0.1,.200,5.9,12.2,.484,.482,4.0,5.1,.784,1.3,2.3,3.6,3.0,0.6,0.4,2.2,1.9,15.9,AS
Vinnie Johnson,26,DET,SG,82,51,30.6,6.3,12.4,.513,0.1,0.5,.275,6.2,11.9,.523,.519,3.0,3.8,.778,2.0,2.3,4.3,3.7,1.1,0.6,1.9,3.2,15.8,
Bill Cartwright,25,NYK,C,82,82,30.1,5.5,9.8,.566,0.0,0.0,,5.5,9.8,.566,.566,4.6,6.2,.744,2.3,4.9,7.2,1.7,0.5,1.5,2.5,3.8,15.7,
Ricky Sobers,30,WSB,SG,41,39,35.1,5.7,13.0,.438,0.6,1.3,.418,5.1,11.7,.441,.460,3.8,4.5,.832,0.9,1.6,2.5,5.3,1.5,0.3,3.6,3.9,15.7,
Mychal Thompson,28,POR,PF,80,80,37.7,6.3,12.9,.489,0.0,0.0,.000,6.3,12.9,.489,.489,3.1,5.0,.621,2.3,7.1,9.4,4.8,0.9,1.4,3.5,2.7,15.7,
Ray Williams,28,KCK,PG,72,68,30.1,5.8,14.8,.392,0.2,1.0,.203,5.6,13.8,.406,.399,3.6,4.6,.769,1.3,3.3,4.5,7.9,1.7,0.4,4.7,3.4,15.4,
Otis Birdsong,27,NJN,SG,62,54,30.4,6.9,13.5,.511,0.0,0.1,.333,6.8,13.4,.512,.512,1.3,2.3,.566,0.9,1.6,2.4,3.9,1.4,0.3,1.8,2.5,15.1,
Quintin Dailey,22,CHI,SG,76,32,27.4,6.2,13.3,.466,0.1,0.3,.200,6.1,12.9,.473,.469,2.7,3.7,.730,1.1,2.3,3.4,3.7,0.9,0.1,2.7,3.3,15.1,
Norm Nixon,27,LAL,PG,79,79,34.3,6.7,14.2,.475,0.0,0.2,.000,6.7,14.1,.480,.475,1.6,2.1,.744,0.8,1.8,2.6,7.2,1.3,0.1,3.0,2.2,15.1,MVP-22
Bob McAdoo,31,LAL,C,47,1,21.7,6.2,12.0,.520,0.0,0.0,.000,6.2,11.9,.520,.520,2.5,3.5,.730,1.6,3.6,5.3,0.8,0.9,0.9,1.4,3.3,15.0,
Gene Banks,23,SAS,PF,81,81,33.6,6.2,11.3,.550,0.0,0.1,.000,6.2,11.3,.553,.550,2.4,3.4,.705,2.7,4.8,7.6,3.4,1.0,0.3,2.1,2.8,14.9,
Allen Leavell,25,HOU,PG,79,76,32.9,5.6,13.4,.415,0.5,2.2,.240,5.0,11.2,.449,.434,3.1,3.8,.832,0.8,1.7,2.5,6.7,2.1,0.2,2.5,2.7,14.8,
Junior Bridgeman,29,MIL,SF,70,5,26.5,6.0,12.2,.492,0.0,0.2,.077,6.0,12.0,.498,.492,2.3,2.8,.837,0.6,2.9,3.5,3.0,0.6,0.1,1.7,2.2,14.4,
Rickey Green,28,UTA,PG,78,78,35.7,5.9,12.1,.493,0.0,0.2,.154,5.9,11.9,.497,.494,2.4,3.0,.797,0.8,2.1,2.9,8.9,2.8,0.1,2.8,2.0,14.3,
Alvan Adams,28,PHO,C,80,75,30.6,6.0,12.3,.486,0.0,0.0,.333,6.0,12.2,.487,.487,2.3,2.7,.829,2.0,4.8,6.9,4.7,1.4,0.9,3.0,3.6,14.2,
Dennis Johnson,28,PHO,PG,77,74,33.1,5.2,11.2,.462,0.1,0.4,.161,5.1,10.8,.473,.465,3.8,4.8,.791,1.2,3.2,4.4,5.0,1.3,0.5,2.6,2.6,14.2,DEF1
Mickey Johnson,30,3TM,PF,78,16,26.3,5.0,11.8,.425,0.0,0.5,.083,5.0,11.3,.438,.426,4.0,4.9,.821,2.1,4.2,6.3,3.3,1.1,0.6,3.1,3.7,14.1,
Kevin McHale,25,BOS,PF,82,13,28.6,5.9,10.9,.541,0.0,0.0,.000,5.9,10.9,.541,.541,2.4,3.3,.717,2.6,4.1,6.7,1.3,0.4,2.3,1.9,2.9,14.1,DEF2
Bill Walton,30,SDC,C,33,32,33.3,6.1,11.5,.528,0.0,0.0,,6.1,11.5,.528,.528,2.0,3.5,.556,2.3,7.5,9.8,3.6,1.0,3.6,3.2,3.4,14.1,
Dave Corzine,26,CHI,C,82,71,30.4,5.6,11.2,.497,0.0,0.0,.000,5.6,11.2,.498,.497,2.8,3.9,.720,3.0,5.8,8.7,1.9,0.6,1.3,2.8,3.0,14.0,
Bill Laimbeer,25,DET,C,82,82,35.0,5.3,10.7,.497,0.0,0.2,.154,5.3,10.5,.502,.498,3.0,3.8,.790,3.4,8.7,12.1,3.2,0.6,1.4,2.1,3.9,13.6,AS
Lionel Hollins,29,SDC,PG,56,54,32.9,5.6,12.8,.437,0.1,0.4,.143,5.5,12.4,.445,.439,2.3,3.2,.721,0.5,1.8,2.3,6.7,2.0,0.3,3.5,2.8,13.5,
James Worthy,21,LAL,SF,77,1,25.6,5.8,10.0,.579,0.0,0.1,.250,5.8,10.0,.581,.580,1.8,2.9,.624,2.0,3.1,5.2,1.7,1.2,0.8,2.3,2.9,13.4,ROY-3
James Bailey,25,2TM,PF,75,39,23.5,5.1,10.3,.497,0.0,0.0,.000,5.1,10.3,.498,.497,3.0,4.3,.702,2.3,4.0,6.3,0.9,0.6,0.8,2.6,3.6,13.3,
Darwin Cook,24,NJN,PG,82,47,32.0,5.4,12.0,.449,0.1,0.5,.211,5.3,11.6,.459,.453,2.3,3.0,.769,0.9,2.0,2.9,5.5,2.4,0.6,2.9,2.6,13.2,
Johnny Davis,27,ATL,SG,53,33,27.6,4.9,10.7,.455,0.1,0.3,.278,4.8,10.4,.461,.459,3.1,3.9,.796,0.7,1.7,2.4,5.9,0.8,0.1,2.2,1.9,12.9,
Elvin Hayes,37,HOU,PF,81,43,28.4,5.2,11.0,.476,0.0,0.0,.500,5.2,10.9,.476,.478,2.4,3.5,.683,2.5,5.1,7.6,2.0,0.6,1.0,2.5,2.9,12.9,
Calvin Murphy,34,HOU,PG,64,0,22.2,5.3,11.8,.447,0.1,0.2,.286,5.2,11.6,.450,.450,2.2,2.3,.920,0.5,0.6,1.2,2.5,0.9,0.1,1.4,2.5,12.8,
Michael Ray Richardson,27,2TM,PG,64,51,32.4,5.4,12.7,.425,0.1,0.8,.157,5.3,11.9,.442,.429,1.7,2.5,.650,1.8,2.8,4.6,6.8,2.8,0.4,3.8,3.8,12.6,
Maurice Cheeks,26,PHI,PG,79,79,31.2,5.1,9.4,.542,0.0,0.1,.167,5.1,9.4,.545,.543,2.3,3.0,.754,0.7,2.0,2.6,6.9,2.3,0.4,2.3,2.3,12.5,"DPOY-3,AS,DEF1"
Pat Cummings,26,DAL,C,81,71,28.6,5.3,10.8,.493,0.0,0.0,.000,5.3,10.8,.494,.493,1.8,2.4,.755,2.8,5.5,8.2,1.8,0.7,0.4,2.0,3.7,12.5,
Frank Johnson,24,WSB,PG,68,65,34.2,4.7,11.6,.408,0.2,0.9,.230,4.5,10.7,.423,.417,2.9,3.8,.751,0.7,1.9,2.6,8.1,1.6,0.1,3.5,2.5,12.5,
Darnell Valentine,23,POR,PG,47,36,27.6,4.4,9.8,.454,0.0,0.0,.000,4.4,9.8,.455,.454,3.6,4.5,.793,0.7,1.8,2.5,6.2,2.1,0.1,2.8,3.0,12.5,
Lonnie Shelton,27,SEA,PF,82,79,31.4,5.3,11.2,.478,0.0,0.1,.167,5.3,11.1,.480,.478,1.7,2.3,.754,1.9,4.1,6.0,2.9,0.9,0.9,2.1,3.8,12.4,
Michael Brooks,24,SDC,SF,82,26,30.0,4.9,10.1,.484,0.1,0.2,.333,4.8,9.9,.487,.487,2.4,3.4,.697,2.9,3.4,6.4,3.2,1.4,0.5,2.2,3.6,12.2,
Geoff Huston,25,CLE,PG,80,79,34.0,5.0,10.4,.482,0.1,0.2,.333,5.0,10.3,.484,.484,2.1,3.1,.686,0.5,1.5,2.0,6.1,0.9,0.1,2.4,2.7,12.2,
Johnny Moore,24,SAS,PG,77,73,33.1,5.1,10.9,.468,0.1,0.3,.227,5.1,10.6,.475,.471,1.9,2.6,.744,0.8,2.8,3.6,9.8,2.5,0.4,2.9,3.2,12.2,
Terry Tyler,26,DET,SF,82,56,31.0,5.1,10.7,.478,0.0,0.2,.133,5.1,10.5,.484,.480,1.8,2.4,.745,2.2,4.4,6.6,1.9,1.3,2.0,1.5,2.7,12.1,
Kenny Carr,27,POR,PF,82,26,28.4,4.4,8.7,.505,0.0,0.1,.333,4.4,8.7,.506,.506,3.1,4.5,.697,2.2,5.0,7.2,1.4,0.8,0.5,2.3,3.7,12.0,
Darryl Dawkins,26,NJN,C,81,81,25.8,5.0,8.3,.599,0.0,0.0,,5.0,8.3,.599,.599,2.0,3.2,.646,1.6,3.6,5.2,1.4,0.8,1.9,3.5,4.7,12.0,
Cedric Maxwell,27,BOS,SF,79,71,28.5,4.2,8.4,.499,0.0,0.0,.000,4.2,8.4,.500,.499,3.5,4.4,.812,2.3,3.0,5.3,2.4,0.8,0.5,2.1,2.6,11.9,
Sly Williams,25,NYK,PF,68,6,20.4,4.6,9.5,.485,0.0,0.3,.105,4.6,9.2,.497,.487,2.6,3.8,.680,1.4,2.9,4.3,2.0,1.1,0.0,2.0,2.4,11.9,
Don Collins,24,WSB,SF,65,21,24.2,5.1,9.8,.523,0.0,0.1,.000,5.1,9.7,.528,.523,1.6,2.1,.743,1.8,1.4,3.2,2.0,1.3,0.5,2.2,2.6,11.8,
Steve Johnson,25,KCK,C,79,21,19.5,4.7,7.5,.624,0.0,0.0,,4.7,7.5,.624,.624,2.4,4.1,.574,1.8,3.3,5.0,1.2,0.5,1.1,2.3,4.1,11.7,
Rory Sparrow,24,2TM,PG,81,58,30.0,4.8,10.0,.484,0.1,0.3,.227,4.8,9.7,.491,.487,1.8,2.5,.739,0.8,2.1,2.8,4.9,1.3,0.1,2.4,3.1,11.6,
Brad Davis,27,DAL,PG,79,78,29.4,4.5,7.9,.572,0.1,0.5,.256,4.4,7.4,.595,.580,2.4,2.8,.845,0.4,2.1,2.5,7.2,1.0,0.1,1.8,2.2,11.6,
George Johnson,26,IND,SF,82,64,28.0,5.0,10.5,.477,0.1,0.5,.184,4.9,10.0,.490,.481,1.5,2.1,.733,2.1,4.5,6.6,2.7,0.9,0.6,3.0,3.4,11.6,
Jeff Wilkins,27,UTA,C,81,34,28.5,4.8,10.1,.477,0.0,0.0,.000,4.8,10.0,.478,.477,1.9,2.5,.780,1.9,5.5,7.4,1.6,0.5,0.5,2.3,3.1,11.5,
Ron Brewer,27,2TM,SG,74,52,26.5,4.6,10.9,.426,0.1,0.2,.389,4.6,10.7,.427,.431,1.9,2.3,.835,0.8,1.1,1.9,1.3,1.2,0.3,1.3,1.7,11.3,
Scott Wedman,30,2TM,SF,75,35,23.9,5.0,10.5,.475,0.1,0.4,.313,4.9,10.1,.481,.481,1.1,1.4,.794,1.3,2.5,3.8,1.6,0.6,0.2,1.7,3.0,11.2,
Danny Schayes,23,2TM,C,82,50,27.9,4.2,9.1,.457,0.0,0.0,.000,4.2,9.1,.457,.457,2.8,3.6,.773,2.4,5.3,7.7,2.5,0.7,1.2,3.1,4.0,11.1,
Kelvin Ransey,24,DAL,PG,76,4,21.1,4.5,9.8,.460,0.0,0.2,.125,4.5,9.6,.467,.461,2.0,2.6,.764,0.6,1.4,1.9,3.7,0.8,0.1,1.7,1.4,11.1,
Rick Mahorn,24,WSB,PF,82,82,36.9,4.6,9.4,.490,0.0,0.0,.000,4.6,9.3,.492,.490,1.8,3.1,.575,2.1,7.4,9.5,1.4,1.0,1.8,2.1,4.1,11.0,
Ben Poquette,27,UTA,PF,75,50,31.1,4.4,9.3,.472,0.0,0.1,.200,4.4,9.2,.474,.473,2.2,2.9,.751,2.1,4.9,6.9,2.2,0.9,1.5,1.3,3.5,11.0,
Al Wood,24,SDC,SF,76,47,24.0,4.5,9.7,.464,0.2,0.7,.300,4.3,9.1,.475,.474,1.6,2.1,.770,1.3,1.8,3.1,1.8,0.7,0.5,1.5,2.5,10.9,
Bob Lanier,34,MIL,C,39,35,25.1,4.2,8.5,.491,0.0,0.0,.000,4.2,8.5,.492,.491,2.3,3.4,.684,1.5,3.6,5.1,2.7,0.9,0.6,2.1,3.2,10.7,
Brian Winters,30,MIL,SG,57,12,23.9,4.5,10.3,.434,0.4,1.2,.324,4.1,9.1,.449,.453,1.3,1.5,.859,0.6,1.3,1.9,2.7,0.8,0.1,1.4,2.3,10.6,
James Edwards,27,2TM,C,31,9,21.5,4.1,8.5,.487,0.0,0.0,,4.1,8.5,.487,.487,2.2,3.5,.639,1.8,3.2,5.0,1.3,0.4,0.6,1.6,3.5,10.5,
Tiny Archibald,34,BOS,PG,66,19,27.4,3.6,8.4,.425,0.1,0.4,.208,3.5,8.0,.435,.429,3.3,4.5,.743,0.4,1.0,1.4,6.2,0.6,0.1,2.5,1.7,10.5,
Butch Carter,24,IND,SG,81,28,21.2,4.4,8.7,.501,0.2,0.6,.333,4.2,8.1,.515,.513,1.5,1.9,.805,0.8,1.1,1.9,2.4,1.0,0.2,1.5,2.6,10.5,
John Long,26,DET,SG,70,30,21.2,4.5,9.9,.451,0.0,0.1,.286,4.4,9.8,.453,.452,1.6,2.1,.760,0.8,1.8,2.6,1.5,0.6,0.2,2.1,1.9,10.5,
Terry Teagle,22,HOU,SG,73,44,23.4,4.5,10.6,.428,0.1,0.4,.345,4.4,10.2,.431,.434,1.2,1.7,.696,1.0,1.6,2.7,2.1,0.7,0.2,1.9,2.3,10.4,
Rod Higgins,23,CHI,SF,82,42,26.8,3.8,8.5,.448,0.2,0.5,.317,3.7,8.0,.457,.458,2.5,3.2,.792,1.9,2.5,4.5,2.1,0.8,0.8,1.5,3.0,10.3,
Fred Brown,34,SEA,PG,80,1,17.9,4.6,8.9,.520,0.2,0.4,.438,4.5,8.5,.523,.529,0.7,0.9,.806,0.4,0.8,1.2,3.0,0.7,0.2,1.4,1.2,10.2,
Joe Bryant,28,HOU,SF,81,56,25.4,4.2,9.5,.448,0.1,0.4,.222,4.1,9.0,.459,.453,1.4,2.0,.703,1.1,2.3,3.4,2.3,1.0,0.4,2.2,3.2,10.0,
Dave Greenwood,25,CHI,PF,79,61,29.8,3.9,8.7,.455,0.0,0.1,.000,3.9,8.6,.457,.455,2.1,2.9,.708,2.7,6.9,9.7,1.9,0.7,1.1,1.9,3.3,10.0,
Paul Westphal,32,NYK,SG,80,59,24.7,4.0,8.7,.459,0.2,0.6,.292,3.8,8.1,.471,.469,1.9,2.3,.804,0.2,1.2,1.4,5.5,1.1,0.2,2.5,2.3,10.0,
Danny Ainge,23,BOS,SG,80,76,25.6,4.5,9.0,.496,0.1,0.4,.172,4.4,8.6,.509,.499,0.9,1.2,.742,1.0,1.6,2.7,3.1,1.4,0.1,1.2,3.2,9.9,
Kent Benson,28,DET,C,21,15,28.5,4.0,8.7,.467,0.0,0.0,.000,4.0,8.6,.470,.467,1.8,2.4,.760,2.5,4.9,7.4,2.3,0.7,0.8,1.7,2.9,9.9,
Craig Hodges,22,SDC,SG,76,48,26.6,4.2,9.3,.452,0.3,1.2,.222,3.9,8.1,.485,.466,1.2,1.7,.723,0.7,0.9,1.6,3.6,1.1,0.1,2.1,2.5,9.9,
Kyle Macy,25,PHO,PG,82,9,22.4,4.0,7.7,.517,0.3,0.9,.303,3.7,6.8,.547,.535,1.6,1.8,.872,0.5,1.5,2.0,3.4,0.8,0.1,1.1,1.6,9.9,
