Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
Don Kojis,31,SDR,SF,56,28.2,6.0,13.5,.447,3.2,4.3,.751,6.9,1.4,2.4,15.3,
Bob Boozer,32,SEA,PF,82,31.1,6.0,12.3,.491,3.2,3.9,.822,8.7,1.3,2.9,15.2,
Jerry Lucas,29,2TM,PF,67,36.1,6.0,11.9,.507,3.0,3.8,.784,14.2,2.6,2.4,15.1,
Dick Barnett,33,NYK,SG,82,33.8,6.0,12.7,.475,2.8,4.0,.714,2.7,3.6,2.7,14.9,
Jim Barnett,25,SDR,SG,80,26.3,5.6,12.5,.451,3.6,4.6,.790,3.8,3.6,2.8,14.9,
Bill Bridges,30,ATL,PF,82,39.9,5.4,11.4,.475,4.0,5.5,.734,14.4,4.2,3.6,14.8,"MVP-8,AS,DEF2"
Fred Foster,23,CIN,SF,74,28.1,6.2,13.9,.449,2.4,3.3,.724,4.2,1.4,2.8,14.8,
Ron Williams,25,SFW,PG,80,30.4,5.7,13.1,.432,3.5,4.2,.822,2.4,5.3,3.6,14.8,
Dave DeBusschere,29,NYK,PF,79,33.3,6.2,13.7,.451,2.2,3.2,.688,10.0,2.5,3.1,14.6,"AS,DEF1"
John Block,25,SDR,PF,82,26.2,5.5,12.5,.442,3.5,4.5,.782,7.4,1.7,3.4,14.5,
Bill Bradley,26,NYK,SF,67,31.3,6.2,13.4,.460,2.2,2.6,.824,3.6,4.0,3.3,14.5,
Stu Lantz,23,SDR,PG,82,30.1,5.5,12.5,.443,3.4,4.4,.770,3.1,3.5,2.9,14.5,
Jim Davis,28,ATL,C,82,32.0,5.3,11.5,.464,2.9,3.9,.755,9.7,2.9,4.1,13.6,
Darrall Imhoff,31,PHI,C,79,31.3,5.4,10.1,.540,2.7,4.2,.650,9.5,2.7,3.7,13.6,
Dick Snyder,25,2TM,,82,29.7,5.6,10.5,.528,2.1,2.5,.813,3.9,4.2,3.4,13.2,
Bob Dandridge,22,MIL,SF,81,30.4,5.4,11.0,.485,2.5,3.3,.754,7.7,3.6,3.4,13.2,
Eddie Miles,29,2TM,SG,47,27.6,5.1,11.5,.440,2.8,3.7,.760,3.8,1.8,2.3,13.0,
Jim Fox,26,PHO,C,81,25.2,5.1,9.7,.524,2.7,3.5,.770,7.0,1.1,3.2,12.9,
Paul Silas,26,PHO,PF,78,36.4,4.8,10.3,.464,3.2,5.3,.607,11.7,2.7,3.4,12.8,
Jim Washington,26,PHI,PF,79,31.1,5.1,10.7,.476,2.6,3.5,.747,9.3,1.3,3.3,12.7,
Mel Counts,28,LAL,C,81,27.1,5.4,12.6,.427,1.9,2.5,.776,8.4,2.0,3.8,12.6,
Bailey Howell,33,BOS,PF,82,25.3,4.9,11.4,.429,2.9,3.8,.763,6.7,1.5,3.2,12.6,
Larry Siegfried,30,BOS,PG,78,26.7,4.9,11.6,.424,2.8,3.3,.856,2.7,3.8,2.4,12.6,
Tom Meschery,31,SEA,SF,80,28.7,4.9,10.2,.482,2.5,3.1,.790,8.3,2.0,4.0,12.3,
Jo Jo White,23,BOS,PG,60,22.1,5.2,11.4,.452,1.9,2.3,.822,2.8,2.4,2.2,12.2,
Mike Davis,23,BAL,SG,56,23.8,4.6,10.5,.444,2.7,3.4,.776,2.3,2.0,3.1,11.9,
Otto Moore,23,DET,C,81,31.1,4.7,9.9,.476,2.4,3.8,.636,11.1,1.3,2.9,11.9,MVP-16
Wali Jones,27,PHI,PG,78,22.3,4.7,10.9,.430,2.4,2.9,.841,2.2,3.5,2.7,11.8,
Walt Bellamy,30,2TM,C,79,25.7,4.4,8.5,.523,2.7,4.7,.576,8.9,1.8,3.3,11.6,MVP-12
Dick Garrett,23,LAL,SG,73,31.8,4.8,11.2,.434,1.9,2.2,.852,3.2,2.5,3.2,11.6,
Cazzie Russell,25,NYK,SF,78,20.0,4.9,9.9,.498,1.6,2.1,.775,3.0,1.7,1.8,11.5,
Tom Sanders,31,BOS,SF,57,28.4,4.3,9.7,.443,2.8,3.2,.880,5.5,1.6,3.5,11.5,
Bob Weiss,27,CHI,PG,82,31.0,4.5,10.4,.427,2.6,3.1,.842,2.8,5.8,2.5,11.5,
Terry Dischinger,29,DET,SF,75,23.4,4.6,8.7,.526,2.3,3.2,.722,4.9,1.4,2.8,11.4,
Howard Komives,28,DET,PG,82,29.5,4.4,10.7,.413,2.3,2.9,.812,2.4,3.8,3.0,11.2,
Clyde Lee,25,SFW,C,82,32.2,4.4,10.0,.440,2.2,3.7,.593,11.3,1.0,3.2,11.0,
John Tresvant,30,2TM,PF,69,21.7,3.8,8.6,.444,3.0,4.1,.725,6.2,1.6,3.0,10.6,
Tom Boerwinkle,24,CHI,C,81,28.8,4.3,9.6,.449,1.9,2.8,.664,12.5,2.8,3.1,10.4,
Erwin Mueller,25,2TM,PF,78,30.2,3.8,8.3,.464,2.4,3.4,.719,6.2,2.6,2.5,10.1,
Lucius Allen,22,SEA,PG,81,22.4,3.8,8.5,.442,2.2,3.1,.731,2.6,4.2,2.5,9.8,
Greg Smith,23,MIL,PF,82,28.9,4.1,8.1,.511,1.5,2.1,.718,8.7,1.9,3.7,9.8,
Hank Finkel,27,BOS,C,80,23.3,3.9,8.5,.454,2.0,2.9,.670,7.7,1.3,3.7,9.7,
Norm Van Lier,22,CIN,PG,81,35.7,3.7,9.2,.403,2.0,2.8,.741,5.0,6.2,4.1,9.5,
Walt Wesley,25,CHI,C,72,19.5,3.8,9.0,.417,2.0,3.0,.662,6.3,0.9,2.6,9.5,
Keith Erickson,25,LAL,SF,68,25.8,3.8,8.3,.458,1.3,1.8,.746,4.5,3.1,2.6,8.9,
Ray Scott,31,BAL,PF,73,19.1,3.5,8.3,.425,1.9,2.4,.803,6.3,1.6,2.0,8.9,
Rick Roberson,22,LAL,C,74,27.1,3.5,7.9,.447,1.6,2.9,.566,9.1,1.2,3.5,8.7,
Jerry Chambers,26,PHO,SF,79,14.4,3.6,8.3,.430,1.2,1.6,.728,2.8,0.7,2.1,8.3,
Len Chappell,29,MIL,SF,75,15.1,3.2,7.0,.465,1.8,2.8,.640,3.7,0.7,1.7,8.3,
Barry Clemens,26,SEA,SF,78,19.1,3.5,7.6,.454,1.4,1.8,.793,4.1,1.5,2.4,8.3,
Bernie Williams,24,SDR,SG,72,17.1,3.5,8.9,.392,1.3,1.7,.787,2.2,2.3,1.7,8.3,
Neal Walk,21,PHO,C,82,17.0,3.1,6.7,.470,1.9,3.0,.640,5.5,1.0,2.7,8.2,
Art Harris,23,2TM,SG,81,19.2,3.5,8.9,.394,1.1,1.7,.642,2.0,2.9,2.7,8.1,
Gary Gregor,24,ATL,SF,81,19.8,3.5,8.2,.433,1.1,1.4,.779,4.9,0.8,2.0,8.1,
McCoy McLemore,27,DET,SF,73,19.5,3.2,6.8,.466,1.6,2.0,.821,4.6,1.1,2.2,8.0,
Em Bryant,31,BOS,PG,71,22.8,3.0,7.3,.404,1.9,2.5,.746,3.8,3.3,2.8,7.8,
Dave Stallworth,28,NYK,SF,82,16.8,2.9,6.8,.429,2.0,2.7,.716,3.9,1.7,2.4,7.8,
Willie McCarter,23,LAL,SG,40,21.5,3.3,8.7,.378,1.1,1.5,.717,2.1,2.3,1.8,7.7,
Mike Riordan,24,NYK,SG,81,20.7,3.1,6.8,.464,1.4,2.0,.691,2.4,2.5,2.4,7.7,
Freddie Crawford,28,MIL,SG,77,17.3,3.2,6.6,.480,1.3,1.9,.682,2.4,2.9,2.4,7.6,
Luther Rackley,23,CIN,C,66,19.0,2.9,6.4,.449,1.9,3.0,.636,5.7,0.8,3.1,7.6,
Herm Gilliam,23,CIN,SG,57,20.4,3.1,7.7,.406,1.2,1.6,.747,3.8,3.1,2.9,7.5,
Zaid Abdul-Aziz,23,MIL,PF,80,20.5,3.0,6.8,.434,1.5,2.3,.643,7.5,0.8,2.1,7.4,
Rick Adelman,23,SDR,PG,35,20.5,2.7,7.1,.389,1.9,2.6,.747,2.3,3.2,2.6,7.4,
Johnny Egan,31,LAL,PG,72,22.6,3.0,6.8,.438,1.4,1.7,.818,1.4,3.0,2.4,7.3,
Bingo Smith,23,SDR,SF,75,16.0,3.2,7.6,.427,0.9,1.3,.688,4.4,1.0,1.6,7.3,
Bill Turner,25,2TM,SF,72,16.3,2.7,6.5,.421,1.7,2.3,.737,4.2,0.6,2.7,7.2,
Dave Gambee,32,SFW,SF,73,13.0,2.5,6.4,.399,2.1,2.5,.839,3.3,0.8,2.4,7.2,
Bobby Lewis,24,SFW,SG,73,18.5,2.9,7.6,.382,1.4,2.1,.658,2.2,2.7,2.3,7.2,
Toby Kimball,27,SDR,PF,77,21.1,2.8,6.6,.429,1.4,2.4,.578,8.1,1.2,2.4,7.1,
Butch Beard,22,ATL,PG,72,13.1,2.5,5.4,.467,1.9,2.3,.828,1.9,1.7,1.7,7.0,
Bob Portman,22,SFW,SG,60,13.6,3.0,6.6,.445,1.1,1.4,.776,3.7,0.5,1.3,7.0,
Leroy Ellis,29,BAL,C,72,16.2,2.7,5.8,.469,1.2,1.6,.741,5.2,0.7,1.8,6.6,
Steve Mix,22,DET,SF,18,15.3,2.7,5.6,.480,1.3,2.2,.590,3.6,0.8,1.7,6.6,
Steve Kuberski,22,BOS,PF,51,15.6,2.5,6.6,.388,1.3,1.8,.696,5.0,0.6,1.7,6.4,
Shaler Halimon,24,CHI,SG,38,13.6,2.5,6.4,.393,1.3,1.9,.671,1.8,1.8,1.5,6.3,
John Trapp,24,SDR,SF,70,14.6,2.6,6.2,.426,1.0,1.5,.692,4.4,0.7,2.9,6.3,
Don Ohl,33,ATL,SG,66,14.9,2.7,5.6,.473,0.9,1.1,.806,1.1,1.5,1.7,6.2,
Matt Guokas,25,PHI,SG,80,19.5,2.4,5.2,.454,1.3,1.9,.711,2.7,2.8,2.5,6.1,
Fred Hetzel,27,PHI,SF,63,12.0,2.5,5.1,.483,1.1,1.3,.835,3.3,0.7,1.7,6.1,
Al Tucker,26,2TM,PF,61,13.4,2.4,4.7,.512,1.1,1.4,.805,2.7,0.6,1.4,5.9,
Adrian Smith,33,2TM,SG,77,14.1,2.0,5.4,.368,2.0,2.2,.894,1.1,1.7,1.6,5.9,
Jim Barnes,28,BOS,C,77,13.6,2.3,5.6,.410,1.2,1.7,.742,4.5,0.7,3.0,5.9,
Rich Johnson,23,BOS,C,65,13.8,2.6,5.6,.463,0.7,1.1,.657,3.2,0.5,2.4,5.8,
Art Williams,30,SDR,PG,80,19.3,2.4,5.8,.407,1.1,1.5,.746,3.7,6.3,2.1,5.8,
Lee Winfield,22,SEA,PG,64,12.0,2.2,4.5,.479,1.4,1.8,.750,1.5,1.6,1.5,5.7,
Luke Jackson,28,PHI,PF,37,15.8,1.9,4.9,.392,1.6,2.2,.741,5.4,1.4,2.2,5.5,
Dorie Murrey,26,SEA,C,81,13.3,1.9,4.2,.446,1.7,2.3,.731,4.4,0.9,2.4,5.5,
Pat Riley,24,SDR,SF,36,13.2,2.1,5.0,.417,1.1,1.5,.727,1.6,2.4,1.9,5.3,
George Wilson,27,PHI,C,67,12.5,1.8,4.5,.388,1.8,2.6,.709,4.7,0.8,2.2,5.3,
Fred Carter,24,BAL,SG,76,16.0,2.1,5.8,.358,1.1,1.5,.690,2.5,1.6,1.8,5.2,
Bob Quick,23,2TM,SF,34,10.7,1.9,4.1,.453,1.4,2.1,.690,2.2,0.4,1.5,5.1,
Al Attles,33,SFW,PG,45,15.0,1.7,4.5,.386,1.7,2.5,.664,1.6,3.2,2.3,5.1,
Don Chaney,23,BOS,SG,63,13.3,1.8,5.1,.359,1.3,1.7,.752,2.4,1.1,1.9,5.0,
Dave Newmark,23,ATL,C,64,9.6,2.0,4.6,.429,0.9,1.2,.766,2.7,0.7,2.0,4.9,
Bob Kauffman,23,CHI,PF,64,12.1,1.5,3.5,.425,1.4,1.9,.715,3.3,1.2,1.8,4.3,
Ed Manning,26,2TM,SF,67,11.6,1.8,4.8,.371,0.6,0.8,.750,3.5,0.5,1.8,4.2,
Bill Hewitt,25,2TM,PF,65,19.7,1.7,4.6,.369,0.8,1.4,.574,5.4,1.0,2.0,4.2,
Lamar Green,22,PHO,PF,58,12.1,1.7,4.0,.432,0.7,1.2,.586,4.8,0.3,2.0,4.2,
Jim King,28,2TM,PG,34,11.5,1.6,3.8,.411,1.0,1.2,.805,1.8,1.5,1.4,4.1,
Bud Ogden,23,PHI,SF,47,7.6,1.7,3.7,.477,0.6,0.8,.692,1.8,0.7,1.3,4.1,
Stan McKenzie,25,PHO,SF,58,9.1,1.4,3.6,.393,1.0,1.3,.795,1.6,0.9,1.2,3.8,
Wally Anderzunas,24,CIN,SF,44,8.4,1.5,3.8,.392,0.7,1.0,.630,1.9,0.2,1.1,3.6,
Dale Schlueter,24,SFW,C,63,10.9,1.3,2.7,.491,1.0,1.5,.619,3.7,0.4,1.7,3.6,
Bill Hosket,23,NYK,PF,36,6.5,1.3,2.5,.505,0.7,0.9,.788,1.8,0.5,1.0,3.3,
Paul Long,25,DET,SG,25,5.2,1.1,2.5,.452,1.1,1.5,.711,0.4,0.7,0.9,3.3,
John Arthurs,22,MIL,,11,7.8,1.1,3.2,.343,1.0,1.4,.733,1.3,1.5,1.4,3.2,
Guy Rodgers,34,MIL,PG,64,11.7,1.1,3.0,.356,1.0,1.4,.744,1.2,3.3,1.1,3.2,
Loy Petersen,24,CHI,SG,31,7.5,1.1,2.9,.367,0.8,1.3,.667,0.8,0.7,0.7,3.0,
Nate Bowman,26,NYK,C,81,9.2,1.2,2.9,.417,0.5,1.0,.519,3.2,0.6,2.3,2.9,
Rod Thorn,28,SEA,SG,19,5.5,1.1,2.4,.444,0.8,1.3,.625,0.8,0.9,0.4,2.9,
Mike Lynn,24,LAL,SF,44,9.2,1.0,3.0,.331,0.7,1.1,.646,1.5,0.7,2.0,2.7,
Bob Greacen,22,MIL,SF,41,7.1,1.1,2.7,.404,0.4,0.7,.643,1.4,0.7,1.2,2.6,
Don May,24,NYK,SF,37,6.4,1.1,2.7,.386,0.5,0.5,.947,1.4,0.5,1.1,2.6,
John Warren,22,NYK,SG,44,6.2,1.0,2.5,.407,0.5,0.8,.686,0.9,0.7,1.2,2.5,
Sam Williams,25,MIL,SG,11,4.0,1.0,2.2,.458,0.5,1.0,.455,0.6,0.3,0.5,2.5,
Al Hairston,24,SEA,SG,3,6.7,1.0,2.7,.375,0.3,0.3,1.000,1.7,2.0,1.0,2.3,
Dick Cunningham,23,MIL,C,60,6.9,0.9,2.4,.369,0.4,0.6,.667,2.7,0.5,1.2,2.1,
Grady O'Malley,21,ATL,,24,4.7,0.9,2.5,.350,0.3,0.8,.421,1.1,0.4,0.5,2.1,
George Reynolds,22,DET,,10,4.4,0.8,1.9,.421,0.5,0.7,.714,1.4,1.2,1.0,2.1,
Johnny Baum,23,CHI,SF,3,4.3,1.0,3.7,.273,0.0,0.0,,1.3,0.0,0.3,2.0,
Brian Heaney,23,BAL,,14,5.0,0.9,1.7,.542,0.1,0.3,.500,0.3,0.4,1.2,2.0,
Dave Scholz,21,PHI,,1,1.0,1.0,1.0,1.000,0.0,0.0,,0.0,0.0,0.0,2.0,
Gene Tormohlen,32,ATL,C,2,5.5,1.0,2.0,.500,0.0,0.0,,2.0,0.5,1.5,2.0,
Neil Johnson,26,PHO,PF,28,4.9,0.7,2.1,.333,0.3,0.4,.667,1.7,0.4,1.4,1.7,
Rich Niemann,23,BOS,C,6,3.0,0.3,0.8,.400,0.3,0.3,1.000,1.0,0.3,1.7,1.0,
Richie Guerin,37,ATL,SG,8,8.0,0.4,1.4,.273,0.1,0.1,1.000,0.3,1.5,1.1,0.9,
Bob Cousy,41,CIN,PG,7,4.9,0.1,0.4,.333,0.4,0.4,1.000,0.7,1.4,1.6,0.7,
Joe Kennedy,23,SEA,SF,14,5.9,0.2,2.4,.088,0.1,0.1,1.000,1.4,0.5,0.5,0.6,
Tom Workman,25,DET,,2,3.0,0.0,0.5,.000,0.0,0.0,,0.0,0.0,0.5,0.0,
