Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
Gordon Hayward,26,UTA,SF,73,73,34.5,7.5,15.8,.471,2.0,5.1,.398,5.4,10.7,.506,.536,5.0,5.9,.844,0.7,4.7,5.4,3.5,1.0,0.3,1.9,1.6,21.9,AS
Blake Griffin,27,LAC,PF,61,61,34.0,7.9,15.9,.493,0.6,1.9,.336,7.2,14.1,.514,.513,5.2,6.9,.760,1.8,6.3,8.1,4.9,0.9,0.4,2.3,2.6,21.6,
Eric Bledsoe,27,PHO,PG,66,66,33.0,6.8,15.7,.434,1.6,4.7,.335,5.2,11.0,.477,.485,5.9,6.9,.847,0.8,4.1,4.8,6.3,1.4,0.5,3.4,2.5,21.1,
Mike Conley,29,MEM,PG,69,68,33.2,6.7,14.6,.460,2.5,6.1,.408,4.2,8.6,.497,.545,4.6,5.3,.859,0.4,3.0,3.5,6.3,1.3,0.3,2.3,1.8,20.5,
Brook Lopez,28,BRK,C,75,75,29.6,7.4,15.6,.474,1.8,5.2,.346,5.6,10.5,.536,.531,3.9,4.9,.810,1.6,3.8,5.4,2.3,0.5,1.7,2.5,2.6,20.5,
Goran Dragić,30,MIA,PG,73,73,33.7,7.3,15.4,.475,1.6,4.0,.405,5.7,11.4,.499,.527,4.1,5.2,.790,0.8,3.0,3.8,5.8,1.2,0.2,2.9,2.7,20.3,
Joel Embiid,22,PHI,C,31,31,25.4,6.5,13.8,.466,1.2,3.2,.367,5.3,10.7,.495,.508,6.2,7.9,.783,2.0,5.9,7.8,2.1,0.9,2.5,3.8,3.6,20.2,ROY-3
Jabari Parker,21,MIL,PF,51,50,33.9,7.8,16.0,.490,1.3,3.5,.365,6.5,12.5,.525,.530,3.2,4.3,.743,1.5,4.6,6.2,2.8,1.0,0.4,1.8,2.2,20.1,
Marc Gasol,32,MEM,C,74,74,34.2,7.2,15.7,.459,1.4,3.6,.388,5.8,12.1,.480,.503,3.8,4.5,.837,0.8,5.5,6.3,4.6,0.9,1.3,2.2,2.3,19.5,AS
Harrison Barnes,24,DAL,PF,79,79,35.5,7.6,16.2,.468,1.0,2.8,.351,6.6,13.4,.492,.498,3.1,3.6,.861,1.2,3.8,5.0,1.5,0.8,0.2,1.3,1.6,19.2,
Kevin Love,28,CLE,PF,60,60,31.4,6.2,14.5,.427,2.4,6.5,.373,3.8,8.0,.471,.510,4.3,4.9,.871,2.5,8.6,11.1,1.9,0.9,0.4,2.0,2.1,19.0,AS
Zach LaVine,21,MIN,SG,47,47,37.2,6.9,15.1,.459,2.6,6.6,.387,4.4,8.5,.515,.544,2.5,3.0,.836,0.4,3.0,3.4,3.0,0.9,0.2,1.8,2.2,18.9,
Rudy Gay,30,SAC,SF,30,30,33.8,6.7,14.7,.455,1.4,3.8,.372,5.3,11.0,.483,.502,3.9,4.6,.855,1.2,5.2,6.3,2.8,1.5,0.9,2.5,2.6,18.7,
Dwyane Wade,35,CHI,SG,60,59,29.9,6.9,15.9,.434,0.8,2.4,.310,6.2,13.5,.456,.457,3.7,4.7,.794,1.1,3.5,4.5,3.8,1.4,0.7,2.3,1.9,18.3,
Danilo Gallinari,28,DEN,SF,63,63,33.9,5.3,11.9,.447,2.0,5.1,.389,3.3,6.8,.491,.531,5.5,6.1,.902,0.6,4.5,5.2,2.1,0.6,0.2,1.3,1.5,18.2,
Paul Millsap,31,ATL,PF,69,67,34.0,6.2,14.1,.442,1.1,3.5,.311,5.1,10.6,.486,.481,4.5,5.9,.768,1.6,6.1,7.7,3.7,1.3,0.9,2.3,2.7,18.1,AS
Chris Paul,31,LAC,PG,61,61,31.5,6.1,12.9,.476,2.0,5.0,.411,4.1,7.9,.518,.555,3.8,4.3,.892,0.7,4.3,5.0,9.2,2.0,0.1,2.4,2.4,18.1,DEF1
Kristaps Porziņģis,21,NYK,PF,66,65,32.8,6.7,14.9,.450,1.7,4.8,.357,5.0,10.2,.493,.507,3.0,3.8,.786,1.7,5.5,7.2,1.5,0.7,2.0,1.8,3.7,18.1,
Derrick Rose,28,NYK,PG,64,64,32.5,7.2,15.3,.471,0.2,0.9,.217,7.0,14.3,.487,.477,3.5,4.0,.874,1.0,2.8,3.8,4.4,0.7,0.3,2.3,1.3,18.0,
Dennis Schröder,23,ATL,PG,79,78,31.5,6.9,15.4,.451,1.3,3.7,.340,5.7,11.6,.487,.493,2.8,3.2,.855,0.5,2.6,3.1,6.3,0.9,0.2,3.3,1.9,17.9,
Lou Williams,30,2TM,SG,81,1,24.6,5.3,12.3,.429,2.0,5.5,.365,3.3,6.8,.480,.511,5.0,5.6,.880,0.3,2.2,2.5,3.0,1.0,0.2,2.0,1.1,17.5,6MOY-3
LaMarcus Aldridge,31,SAS,PF,72,72,32.4,6.9,14.6,.477,0.3,0.8,.411,6.6,13.8,.480,.488,3.1,3.8,.812,2.4,4.9,7.3,1.9,0.6,1.2,1.4,2.2,17.3,DPOY-8
Evan Fournier,24,ORL,SG,68,66,32.9,6.0,13.7,.439,1.9,5.3,.356,4.1,8.4,.491,.508,3.3,4.1,.805,0.6,2.4,3.1,3.0,1.0,0.1,2.1,2.6,17.2,
Hassan Whiteside,27,MIA,C,77,77,32.6,7.0,12.6,.557,0.0,0.0,,7.0,12.6,.557,.557,2.9,4.6,.628,3.8,10.3,14.1,0.7,0.7,2.1,2.0,2.9,17.0,DPOY-5
George Hill,30,UTA,PG,49,49,31.5,5.9,12.4,.477,1.9,4.8,.403,4.0,7.6,.523,.554,3.2,4.0,.801,0.5,2.9,3.4,4.2,1.0,0.2,1.7,2.3,16.9,
Nikola Jokić,21,DEN,C,73,59,27.9,6.8,11.7,.578,0.6,1.9,.324,6.2,9.8,.628,.605,2.6,3.1,.825,2.9,6.9,9.8,4.9,0.8,0.8,2.3,2.9,16.7,
Avery Bradley,26,BOS,SG,55,55,33.4,6.5,14.1,.463,2.0,5.0,.390,4.6,9.1,.504,.533,1.2,1.7,.731,1.2,4.9,6.1,2.2,1.2,0.2,1.6,2.6,16.3,
Eric Gordon,28,HOU,SG,75,15,31.0,5.5,13.5,.406,3.3,8.8,.372,2.2,4.7,.468,.527,2.0,2.3,.840,0.4,2.3,2.7,2.5,0.6,0.5,1.6,2.0,16.2,6MOY-1
Tobias Harris,24,DET,PF,82,48,31.3,6.2,13.0,.481,1.3,3.8,.347,4.9,9.1,.537,.532,2.3,2.8,.841,0.8,4.3,5.1,1.7,0.7,0.5,1.2,1.6,16.1,
Victor Oladipo,24,OKC,SG,67,67,33.2,6.1,13.9,.442,1.9,5.3,.361,4.3,8.7,.491,.510,1.7,2.3,.753,0.6,3.8,4.3,2.6,1.2,0.3,1.8,2.3,15.9,
Dion Waiters,25,MIA,SG,46,43,30.1,6.1,14.4,.424,1.8,4.7,.395,4.3,9.7,.438,.488,1.8,2.8,.646,0.4,2.9,3.3,4.3,0.9,0.4,2.2,2.1,15.8,
Wilson Chandler,29,DEN,SF,71,33,30.9,6.1,13.2,.461,1.5,4.6,.337,4.5,8.6,.527,.520,2.0,2.7,.727,1.5,5.0,6.5,2.0,0.7,0.4,1.6,2.4,15.7,
D'Angelo Russell,20,LAL,PG,63,60,28.7,5.6,13.8,.405,2.1,6.1,.352,3.4,7.7,.447,.483,2.3,3.0,.782,0.5,3.0,3.5,4.8,1.4,0.3,2.8,2.1,15.6,
Jrue Holiday,26,NOP,PG,67,61,32.7,6.0,13.3,.454,1.5,4.2,.356,4.6,9.1,.498,.510,1.8,2.5,.708,0.7,3.3,3.9,7.3,1.5,0.7,2.9,2.0,15.4,
Jeff Teague,28,IND,PG,82,82,32.4,4.9,11.1,.442,1.1,3.1,.357,3.8,8.0,.475,.492,4.4,5.1,.867,0.4,3.6,4.0,7.8,1.2,0.4,2.6,2.0,15.3,
Nicolas Batum,28,CHO,SG,77,77,34.0,5.1,12.7,.403,1.8,5.3,.333,3.4,7.4,.453,.472,3.2,3.7,.856,0.6,5.6,6.2,5.9,1.1,0.4,2.5,1.4,15.1,
JJ Redick,32,LAC,SG,78,78,28.2,5.1,11.4,.445,2.6,6.0,.429,2.5,5.4,.462,.558,2.3,2.6,.891,0.1,2.1,2.2,1.4,0.7,0.2,1.3,1.6,15.0,
Gary Harris,22,DEN,SG,57,56,31.3,5.6,11.2,.502,1.9,4.5,.420,3.7,6.7,.558,.586,1.8,2.4,.776,0.8,2.3,3.1,2.9,1.2,0.1,1.3,1.6,14.9,
Serge Ibaka,27,2TM,PF,79,79,30.7,6.0,12.4,.480,1.6,4.0,.391,4.4,8.4,.522,.543,1.4,1.6,.856,1.6,5.2,6.8,0.9,0.5,1.6,1.3,2.7,14.8,
Jordan Clarkson,24,LAL,SG,82,19,29.2,5.8,13.1,.445,1.4,4.3,.329,4.4,8.7,.503,.500,1.6,2.0,.798,0.6,2.4,3.0,2.6,1.1,0.1,2.0,1.8,14.7,
Khris Middleton,25,MIL,SF,29,23,30.7,5.2,11.5,.450,1.6,3.6,.433,3.6,7.9,.459,.518,2.8,3.2,.880,0.4,3.9,4.2,3.4,1.4,0.2,2.2,2.7,14.7,
Nikola Vučević,26,ORL,C,75,55,28.8,6.4,13.7,.468,0.3,1.0,.307,6.1,12.7,.481,.480,1.4,2.1,.669,2.3,8.0,10.4,2.8,1.0,1.0,1.6,2.4,14.6,
Tim Hardaway Jr.,24,ATL,SG,79,30,27.3,5.3,11.5,.455,1.9,5.3,.357,3.4,6.3,.537,.537,2.1,2.7,.766,0.4,2.4,2.8,2.3,0.7,0.2,1.3,1.3,14.5,6MOY-10
Reggie Jackson,26,DET,PG,52,50,27.4,5.5,13.0,.419,1.3,3.5,.359,4.2,9.5,.442,.468,2.3,2.6,.868,0.4,1.8,2.2,5.2,0.7,0.1,2.2,2.5,14.5,
Jeremy Lin,28,BRK,PG,36,33,24.5,4.9,11.1,.438,1.6,4.3,.372,3.3,6.8,.480,.510,3.2,3.9,.816,0.3,3.4,3.8,5.1,1.2,0.4,2.4,2.2,14.5,
Myles Turner,20,IND,C,81,81,31.4,5.5,10.7,.511,0.5,1.4,.348,5.0,9.3,.536,.534,3.0,3.7,.809,1.7,5.6,7.3,1.3,0.9,2.1,1.3,3.2,14.5,
T.J. Warren,23,PHO,SF,66,59,31.0,6.1,12.3,.495,0.4,1.5,.265,5.7,10.8,.527,.511,1.8,2.3,.773,1.9,3.2,5.1,1.1,1.2,0.6,0.9,2.7,14.4,
Enes Freedom,24,OKC,C,72,0,21.3,5.6,10.2,.545,0.1,0.5,.132,5.5,9.7,.568,.549,3.1,4.0,.786,2.7,4.0,6.7,0.9,0.4,0.5,1.7,2.1,14.3,6MOY-8
Dirk Nowitzki,38,DAL,PF,54,54,26.4,5.5,12.6,.437,1.5,3.9,.378,4.0,8.7,.463,.495,1.8,2.1,.875,0.4,6.1,6.5,1.5,0.6,0.7,0.9,2.1,14.2,
Jordan Crawford,28,NOP,SG,19,0,23.3,5.5,11.5,.482,1.9,5.0,.389,3.6,6.5,.553,.567,1.1,1.4,.769,0.2,1.6,1.8,3.0,0.6,0.1,1.3,1.6,14.1,
Zach Randolph,35,MEM,PF,73,5,24.5,5.9,13.2,.449,0.3,1.3,.223,5.6,11.9,.474,.460,1.9,2.6,.731,2.5,5.7,8.2,1.7,0.5,0.1,1.4,1.9,14.1,6MOY-4
Rudy Gobert,24,UTA,C,81,81,33.9,5.1,7.7,.661,0.0,0.0,.000,5.1,7.7,.662,.661,3.8,5.9,.653,3.9,8.9,12.8,1.2,0.6,2.6,1.8,3.0,14.0,"DPOY-2,NBA2,DEF1"
Al Horford,30,BOS,C,68,68,32.3,5.6,11.8,.473,1.3,3.6,.355,4.3,8.2,.524,.527,1.6,2.0,.800,1.4,5.4,6.8,5.0,0.8,1.3,1.7,2.0,14.0,
Marcus Morris,27,DET,SF,79,79,32.5,5.3,12.7,.418,1.5,4.5,.331,3.8,8.2,.466,.477,1.8,2.3,.784,1.0,3.7,4.6,2.0,0.7,0.3,1.1,2.1,14.0,
Markieff Morris,27,WAS,PF,76,76,31.2,5.3,11.7,.457,0.9,2.6,.362,4.4,9.1,.483,.497,2.4,2.8,.837,1.4,5.1,6.5,1.7,1.1,0.6,1.7,3.3,14.0,
Jae Crowder,26,BOS,SF,72,72,32.4,4.6,10.0,.463,2.2,5.5,.398,2.4,4.5,.540,.572,2.4,3.0,.811,0.7,5.1,5.8,2.2,1.0,0.3,1.1,2.2,13.9,
Kentavious Caldwell-Pope,23,DET,SG,76,75,33.3,4.9,12.2,.399,2.0,5.8,.350,2.9,6.5,.442,.481,2.0,2.4,.832,0.7,2.5,3.3,2.5,1.2,0.2,1.1,1.6,13.8,
Bojan Bogdanović,27,2TM,SF,81,54,25.7,4.6,10.4,.445,1.8,4.8,.367,2.9,5.6,.512,.530,2.7,3.0,.893,0.5,3.0,3.4,1.4,0.4,0.1,1.6,1.8,13.7,
Will Barton,26,DEN,SG,60,19,28.4,4.9,11.1,.443,1.5,3.9,.370,3.5,7.2,.483,.508,2.4,3.2,.753,1.0,3.4,4.3,3.4,0.8,0.5,1.6,1.8,13.7,
Tyler Johnson,24,MIA,PG,73,0,29.8,4.9,11.3,.433,1.3,3.4,.372,3.6,7.9,.460,.490,2.7,3.5,.768,0.7,3.3,4.0,3.2,1.2,0.6,1.2,2.4,13.7,6MOY-11
Ryan Anderson,28,HOU,PF,72,72,29.4,4.5,10.7,.418,2.8,7.0,.403,1.7,3.7,.446,.550,1.8,2.1,.860,1.6,3.0,4.6,0.9,0.4,0.2,0.8,2.0,13.6,
Andre Drummond,23,DET,C,81,81,29.7,6.0,11.2,.530,0.0,0.1,.286,5.9,11.2,.532,.531,1.7,4.4,.386,4.3,9.5,13.8,1.1,1.5,1.1,1.9,2.9,13.6,
Dwight Howard,31,ATL,C,74,74,29.7,5.2,8.3,.633,0.0,0.0,.000,5.2,8.3,.635,.633,3.1,5.7,.533,4.0,8.7,12.7,1.4,0.9,1.2,2.3,2.7,13.5,
Wesley Matthews,30,DAL,SG,73,73,34.2,4.6,11.6,.393,2.4,6.6,.363,2.2,5.0,.432,.496,2.0,2.5,.816,0.2,3.3,3.5,2.9,1.1,0.2,1.4,2.2,13.5,
Otto Porter Jr.,23,WAS,SF,80,80,32.6,5.2,10.0,.516,1.9,4.3,.434,3.3,5.8,.576,.608,1.2,1.5,.832,1.5,5.0,6.4,1.5,1.5,0.5,0.6,2.4,13.4,
Darren Collison,29,SAC,PG,68,64,30.3,5.0,10.5,.476,1.1,2.6,.417,3.9,7.9,.495,.527,2.2,2.5,.860,0.3,1.9,2.2,4.6,1.0,0.1,1.7,1.8,13.2,
Julius Randle,22,LAL,PF,74,73,28.8,5.1,10.4,.488,0.2,0.9,.270,4.9,9.6,.507,.499,2.8,3.8,.723,2.0,6.6,8.6,3.6,0.7,0.5,2.3,3.4,13.2,
Nick Young,31,LAL,SG,60,60,25.9,4.5,10.6,.430,2.8,7.0,.404,1.7,3.5,.481,.564,1.3,1.5,.856,0.4,1.9,2.3,1.0,0.6,0.2,0.6,2.3,13.2,
Ersan İlyasova,29,3TM,PF,82,52,26.1,4.7,10.9,.431,1.7,4.9,.353,3.0,6.0,.496,.511,2.0,2.5,.778,1.4,4.5,5.9,1.7,0.7,0.3,1.4,2.6,13.1,
Sean Kilpatrick,27,BRK,SG,70,24,25.1,4.4,10.5,.415,1.5,4.4,.341,2.9,6.1,.468,.486,2.9,3.5,.843,0.3,3.7,4.0,2.2,0.6,0.1,1.9,1.7,13.1,
Robert Covington,26,PHI,SF,67,67,31.6,4.4,10.9,.399,2.0,6.1,.333,2.3,4.8,.484,.492,2.1,2.6,.822,1.4,5.1,6.5,1.5,1.9,1.0,2.0,3.0,12.9,DPOY-4
Seth Curry,26,DAL,PG,70,42,29.0,4.8,10.0,.481,2.0,4.6,.425,2.9,5.4,.528,.578,1.2,1.4,.850,0.4,2.2,2.6,2.7,1.1,0.1,1.3,1.8,12.8,
James Johnson,29,MIA,PF,76,5,27.4,4.8,10.1,.479,1.1,3.4,.340,3.7,6.8,.548,.535,2.0,2.8,.707,0.9,4.1,4.9,3.6,1.0,1.1,2.3,2.6,12.8,6MOY-5
Elfrid Payton,22,ORL,PG,82,58,29.4,5.2,11.1,.471,0.5,1.8,.274,4.8,9.3,.509,.493,1.8,2.6,.692,1.1,3.6,4.7,6.5,1.1,0.5,2.2,2.2,12.8,
Dario Šarić,22,PHI,PF,81,36,26.3,4.7,11.4,.411,1.3,4.2,.311,3.4,7.2,.469,.468,2.1,2.7,.782,1.4,5.0,6.3,2.2,0.7,0.4,2.3,2.0,12.8,ROY-2
Aaron Gordon,21,ORL,SF,80,72,28.7,4.9,10.8,.454,1.0,3.3,.288,4.0,7.5,.528,.499,2.0,2.7,.719,1.5,3.6,5.1,1.9,0.8,0.5,1.1,2.2,12.7,
Rodney Hood,24,UTA,SG,59,55,27.0,4.6,11.3,.408,1.9,5.2,.371,2.7,6.1,.440,.494,1.5,1.9,.783,0.3,3.2,3.4,1.6,0.6,0.2,1.1,2.2,12.7,
DeAndre Jordan,28,LAC,C,81,81,31.7,5.1,7.1,.714,0.0,0.0,.000,5.1,7.1,.717,.714,2.5,5.2,.482,3.7,10.1,13.8,1.2,0.6,1.7,1.4,2.6,12.7,"AS,NBA3"
Clint Capela,22,HOU,C,65,59,23.9,5.6,8.7,.643,0.0,0.0,,5.6,8.7,.643,.643,1.4,2.7,.531,2.7,5.4,8.1,1.0,0.5,1.2,1.3,2.8,12.6,
Pau Gasol,36,SAS,C,64,39,25.4,4.7,9.4,.502,0.9,1.6,.538,3.9,7.8,.494,.548,2.0,2.9,.707,1.7,6.2,7.8,2.3,0.4,1.1,1.3,1.7,12.4,
Jamal Crawford,36,LAC,SG,82,1,26.3,4.4,10.6,.413,1.4,3.9,.360,3.0,6.7,.443,.479,2.1,2.5,.857,0.2,1.4,1.6,2.6,0.7,0.2,1.6,1.4,12.3,6MOY-7
Austin Rivers,24,LAC,SG,74,29,27.8,4.4,9.9,.442,1.5,4.0,.371,2.9,5.8,.491,.518,1.8,2.6,.691,0.3,1.9,2.2,2.8,0.6,0.1,1.6,2.5,12.0,
Jonas Valančiūnas,24,TOR,C,80,80,25.8,4.9,8.8,.557,0.0,0.0,.500,4.9,8.8,.557,.558,2.2,2.7,.811,2.8,6.7,9.5,0.7,0.5,0.8,1.3,2.7,12.0,
Jahlil Okafor,21,PHI,C,50,33,22.7,4.8,9.4,.514,0.0,0.0,,4.8,9.4,.514,.514,2.1,3.2,.671,1.6,3.2,4.8,1.2,0.4,1.0,1.8,2.4,11.8,
Trevor Ariza,31,HOU,SF,80,80,34.7,4.1,10.0,.409,2.4,6.9,.344,1.7,3.0,.556,.528,1.2,1.6,.738,0.7,5.1,5.7,2.2,1.8,0.3,0.9,1.7,11.7,
Frank Kaminsky,23,CHO,C,75,16,26.1,4.3,10.7,.399,1.5,4.7,.328,2.7,6.0,.455,.471,1.6,2.1,.756,0.8,3.7,4.5,2.2,0.6,0.5,1.0,1.9,11.7,
Greg Monroe,26,MIL,C,81,0,22.5,4.8,9.0,.533,0.0,0.0,.000,4.8,8.9,.536,.533,2.2,3.0,.741,2.1,4.5,6.6,2.3,1.1,0.5,1.7,2.1,11.7,6MOY-6
Steven Adams,23,OKC,C,80,80,29.9,4.7,8.2,.571,0.0,0.0,.000,4.7,8.2,.572,.571,2.0,3.2,.611,3.5,4.2,7.7,1.1,1.1,1.0,1.8,2.4,11.3,
Marvin Williams,30,CHO,PF,76,76,30.2,3.9,9.3,.422,1.6,4.7,.350,2.3,4.6,.494,.510,1.7,2.0,.873,1.2,5.4,6.6,1.4,0.8,0.7,0.8,1.8,11.2,
Ricky Rubio,26,MIN,PG,75,75,32.9,3.5,8.7,.402,0.8,2.6,.306,2.7,6.1,.443,.448,3.4,3.8,.891,0.9,3.2,4.1,9.1,1.7,0.1,2.6,2.7,11.1,
Deron Williams,32,2TM,PG,64,44,25.9,4.1,9.4,.438,1.3,3.7,.363,2.8,5.7,.486,.509,1.4,1.7,.826,0.2,2.1,2.3,5.6,0.5,0.1,2.2,2.2,11.0,
Terrence Ross,25,2TM,SF,78,24,25.1,4.2,9.6,.437,1.8,5.0,.363,2.4,4.6,.518,.532,0.8,1.0,.831,0.2,2.4,2.6,1.1,1.1,0.4,0.9,1.8,11.0,
Jerryd Bayless,28,PHI,PG,3,1,23.7,3.7,10.7,.344,0.7,1.7,.400,3.0,9.0,.333,.375,3.0,3.3,.900,1.0,3.0,4.0,4.3,0.0,0.0,3.0,1.3,11.0,
Kent Bazemore,27,ATL,SF,73,64,26.9,4.0,9.9,.409,1.3,3.6,.346,2.8,6.2,.446,.473,1.6,2.3,.708,0.6,2.5,3.2,2.4,1.2,0.7,1.7,2.3,11.0,
Brandon Knight,25,PHO,SG,54,5,21.1,3.9,9.7,.398,0.8,2.6,.324,3.0,7.1,.425,.441,2.4,2.9,.857,0.5,1.7,2.2,2.4,0.5,0.1,1.6,1.6,11.0,
Emmanuel Mudiay,20,DEN,PG,55,41,25.6,3.8,10.0,.377,1.0,3.2,.315,2.8,6.8,.408,.428,2.4,3.0,.784,0.5,2.7,3.2,3.9,0.7,0.2,2.2,1.7,11.0,
Thaddeus Young,28,IND,PF,74,74,30.2,4.9,9.3,.527,0.6,1.6,.381,4.3,7.7,.557,.560,0.6,1.2,.523,1.8,4.3,6.1,1.6,1.5,0.4,1.3,1.8,11.0,
J.J. Barea,32,DAL,PG,35,6,22.0,4.1,9.8,.414,1.5,4.2,.358,2.5,5.6,.456,.491,1.3,1.5,.863,0.3,2.1,2.4,5.5,0.4,0.0,1.8,0.9,10.9,
