Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
Gus Johnson,27,BAL,SF,41,31.3,6.7,16.1,.413,3.2,4.3,.736,13.3,2.8,3.3,16.5,NBA2
Dave DeBusschere,25,DET,SF,79,34.1,6.6,16.3,.408,3.2,4.8,.659,11.6,2.6,3.2,16.4,AS
Nate Thurmond,24,SFW,C,73,39.6,6.2,15.3,.406,3.8,5.9,.654,18.0,1.5,3.1,16.3,AS
Willis Reed,23,NYK,PF,76,33.4,5.8,13.3,.434,4.0,5.3,.757,11.6,1.2,4.3,15.5,AS
Rudy LaRusso,28,LAL,PF,76,30.5,5.4,11.8,.457,4.6,5.9,.787,8.7,2.2,3.4,15.4,AS
Chet Walker,25,PHI,SF,80,32.5,5.5,12.3,.451,4.2,5.9,.716,8.0,2.5,3.0,15.3,AS
Richie Guerin,33,STL,SG,80,29.5,5.2,12.5,.415,4.5,5.6,.812,3.9,4.9,3.2,14.9,
Paul Neumann,28,SFW,PG,66,26.2,5.2,12.4,.420,4.0,4.8,.836,3.2,2.8,2.6,14.4,
Billy Cunningham,22,PHI,SF,80,26.7,5.4,12.6,.426,3.5,5.5,.634,7.5,2.6,3.8,14.3,ROY-2
Happy Hairston,23,CIN,PF,72,24.9,5.5,11.3,.489,3.1,4.5,.685,7.6,0.6,3.0,14.1,
Howard Komives,24,NYK,PG,80,32.7,5.5,14.0,.391,3.0,3.5,.861,3.5,5.3,3.5,13.9,
Cliff Hagan,34,STL,SF,74,25.0,5.7,12.7,.445,2.4,2.8,.854,3.2,2.2,2.4,13.7,
Walt Hazzard,23,LAL,SG,80,27.5,5.7,12.5,.457,2.3,3.2,.708,2.7,4.9,2.8,13.7,
Larry Siegfried,26,BOS,PG,71,23.6,4.9,11.6,.423,3.9,4.4,.881,2.8,2.3,2.2,13.7,
Bill Bridges,26,STL,PF,78,34.3,4.8,11.9,.407,3.3,4.7,.706,12.2,2.7,4.3,13.0,
Bill Russell,31,BOS,C,78,43.4,5.0,12.1,.415,2.9,5.2,.551,22.8,4.8,2.8,12.9,"MVP-4,AS,NBA2"
Tom Meschery,27,SFW,PF,80,29.8,5.0,11.2,.448,2.8,3.7,.765,9.0,1.0,3.6,12.8,
Joe Caldwell,24,2TM,SF,79,23.5,5.2,11.9,.438,2.3,3.2,.705,5.5,1.6,2.6,12.7,
Tom Sanders,27,BOS,PF,72,26.3,4.8,11.3,.428,2.9,3.8,.764,7.1,1.3,4.4,12.6,
Dave Stallworth,24,NYK,SF,80,23.7,4.7,10.3,.455,3.2,4.7,.686,6.2,2.3,3.0,12.6,
Jim Barnes,24,2TM,PF,73,30.0,4.8,11.2,.425,2.9,4.2,.684,10.3,1.3,3.9,12.4,
Dick Van Arsdale,22,NYK,SG,79,29.0,4.5,10.6,.428,3.2,4.4,.715,4.8,2.3,3.0,12.3,
Bob Boozer,28,LAL,PF,78,23.7,4.7,9.7,.484,2.9,3.7,.779,7.0,1.1,2.5,12.2,
Leroy Ellis,25,LAL,C,80,27.7,4.9,11.6,.424,2.3,3.2,.727,9.2,0.9,2.9,12.2,
Johnny Green,32,2TM,PF,79,20.8,4.5,8.5,.536,2.6,4.9,.521,8.2,1.4,2.3,11.6,
Al Attles,29,SFW,PG,79,26.0,4.6,9.2,.503,1.9,3.2,.611,4.1,2.8,3.4,11.2,
Red Kerr,33,BAL,C,71,24.9,4.0,9.7,.413,2.9,3.8,.768,8.3,3.2,2.1,11.0,
Rod Thorn,24,2TM,SG,73,23.8,4.2,10.0,.420,2.3,3.2,.712,2.9,2.0,2.0,10.7,
Willie Naulls,31,BOS,SF,71,20.2,4.6,11.5,.402,1.5,1.8,.794,4.5,1.0,2.8,10.7,
Tom Van Arsdale,22,DET,SG,79,25.8,3.9,10.6,.374,2.6,3.7,.721,3.9,2.6,3.2,10.5,
Don Nelson,25,BOS,SF,75,23.5,3.6,8.2,.439,3.0,4.3,.684,5.4,1.1,2.5,10.2,
Johnny Egan,27,2TM,PG,76,21.6,3.4,7.6,.451,2.3,3.0,.762,2.4,3.6,2.2,9.1,
Wali Jones,23,PHI,PG,80,27.5,3.7,10.0,.370,1.6,2.2,.744,2.1,3.4,3.1,9.0,
K.C. Jones,33,BOS,PG,80,33.9,3.0,7.7,.388,2.6,3.8,.690,3.8,6.3,3.0,8.6,
Joe Strawder,25,DET,C,79,27.6,3.2,7.8,.408,2.2,3.2,.688,10.4,1.0,3.9,8.6,
Chico Vaughn,25,2TM,PG,56,21.8,3.3,8.5,.384,1.9,2.6,.736,1.9,2.5,1.8,8.4,
Mel Counts,24,BOS,C,67,15.2,3.3,8.2,.403,1.8,2.2,.828,6.4,0.7,3.1,8.4,
Tom Hawkins,29,CIN,SF,79,26.9,3.5,7.6,.452,1.5,2.6,.555,7.3,1.3,3.5,8.4,
Luke Jackson,24,PHI,PF,79,24.9,3.1,7.8,.401,2.0,2.7,.738,8.6,1.7,2.7,8.2,
John Barnhill,27,2TM,PG,76,21.3,3.2,8.0,.401,1.5,2.4,.614,2.7,2.6,1.8,7.9,
John Tresvant,26,2TM,PF,61,15.9,2.8,6.6,.428,2.3,3.1,.747,6.0,1.2,2.9,7.9,
Gail Goodrich,22,LAL,SG,65,15.5,3.1,7.7,.404,1.6,2.3,.691,2.0,1.6,1.6,7.8,
Bill Buntin,23,DET,C,42,17.0,2.8,7.1,.395,2.1,3.4,.615,6.0,0.9,2.8,7.7,
Wayne Embry,28,CIN,C,80,23.5,2.9,7.1,.411,1.8,2.9,.603,6.6,1.0,3.6,7.6,
Wayne Hightower,26,BAL,PF,24,19.2,2.6,7.8,.339,2.4,3.3,.731,5.5,1.5,2.5,7.6,
Jim King,24,LAL,PG,76,19.7,3.1,7.2,.437,1.2,1.5,.817,2.7,2.9,2.4,7.5,
Ron Reed,23,DET,PF,57,17.5,3.3,9.2,.355,0.9,1.8,.540,5.9,1.6,2.3,7.5,
McCoy McLemore,23,SFW,SF,80,18.3,2.8,6.6,.426,1.8,2.4,.743,6.1,0.7,2.5,7.4,
Jack Twyman,31,CIN,SF,73,12.9,3.1,6.8,.450,1.3,1.6,.812,2.3,0.8,1.7,7.4,
Bob Ferry,28,BAL,C,66,18.6,2.8,6.9,.411,1.6,2.4,.669,5.1,1.7,2.0,7.3,
Don Kojis,27,DET,SF,60,13.1,3.0,7.3,.415,1.3,2.4,.539,4.3,0.7,1.6,7.3,
Donnie Butcher,29,DET,PG,15,19.0,3.0,6.4,.469,1.2,2.3,.529,2.2,2.0,2.7,7.2,
Em Bryant,27,NYK,PG,71,16.8,3.0,6.3,.472,1.0,1.4,.733,2.4,3.0,3.0,7.0,
Dave Gambee,28,PHI,SF,72,14.8,2.3,6.1,.384,2.2,2.6,.850,3.8,1.0,2.6,6.9,
Fred Hetzel,23,SFW,SF,56,12.9,2.9,7.2,.399,1.1,1.6,.685,5.2,0.5,2.2,6.8,
Al Bianchi,33,PHI,PG,78,16.8,2.7,7.2,.382,0.8,1.3,.673,1.7,1.7,3.0,6.3,
Jim Washington,22,STL,PF,65,17.0,2.4,6.0,.402,1.0,1.8,.567,5.4,0.7,2.7,5.9,
Jeff Mullins,23,STL,SG,44,13.3,2.6,6.7,.382,0.7,0.8,.806,1.6,1.5,1.5,5.8,
Jerry Sloan,23,BAL,SG,59,16.1,2.0,4.9,.415,1.7,2.4,.705,3.9,1.9,3.0,5.7,
Connie Dierking,29,CIN,C,57,13.7,2.4,5.6,.416,0.9,1.4,.610,4.3,0.8,2.0,5.6,
Willie Somerset,23,BAL,PG,8,12.3,2.3,5.4,.419,1.1,1.4,.818,1.9,1.1,2.6,5.6,
Barry Clemens,22,NYK,SF,70,12.5,2.3,5.6,.412,0.8,1.1,.692,2.6,1.0,1.6,5.4,
Len Chappell,25,NYK,PF,46,11.8,2.2,5.2,.420,1.0,1.7,.590,2.8,0.6,1.4,5.3,
Ben Warley,29,2TM,SF,57,13.6,2.0,5.0,.408,1.1,1.7,.660,3.8,0.4,2.3,5.2,
Ron Bonham,23,BOS,SG,39,8.0,1.9,5.3,.367,1.3,1.6,.852,0.9,0.3,0.7,5.2,
Jon McGlocklin,22,CIN,SG,72,11.8,2.1,5.0,.421,0.9,1.1,.785,1.8,1.2,1.1,5.1,
Darrall Imhoff,27,LAL,C,77,18.4,2.0,4.4,.448,1.0,1.8,.566,6.6,1.5,3.0,4.9,
Gene Tormohlen,28,STL,C,71,10.9,2.0,4.6,.444,0.8,1.2,.659,4.4,0.8,1.9,4.8,
Tom Gola,33,NYK,SG,74,15.2,1.6,3.7,.450,1.1,1.4,.781,3.9,2.6,2.8,4.4,
Woody Sauldsberry,31,BOS,PF,39,13.6,2.1,6.4,.321,0.3,0.6,.500,3.6,0.4,2.4,4.4,
Gene Wiley,28,LAL,C,67,20.7,1.8,4.3,.426,0.6,1.1,.566,7.3,0.9,2.6,4.3,
Gary Phillips,26,SFW,SG,67,12.9,1.6,4.5,.350,0.8,1.3,.621,2.0,1.7,1.4,4.0,
Paul Silas,22,STL,PF,46,12.7,1.5,3.8,.405,0.8,1.3,.574,5.1,0.5,1.6,3.8,
Tom Thacker,26,CIN,PG,50,9.6,1.7,4.1,.406,0.3,0.8,.395,2.4,1.2,1.7,3.7,
Keith Erickson,21,SFW,SF,64,10.1,1.5,4.2,.356,0.7,1.0,.662,2.5,0.6,1.4,3.6,
Bud Olsen,25,2TM,PF,59,10.2,1.4,3.3,.420,0.7,1.5,.443,3.3,0.3,1.4,3.4,
Mike Farmer,29,STL,SF,9,8.8,1.4,3.3,.433,0.4,0.6,.800,2.0,0.7,1.1,3.3,
Si Green,32,BOS,,10,9.2,1.2,3.1,.387,0.8,1.6,.500,1.1,0.9,1.6,3.2,
John Thompson,24,BOS,C,10,7.2,1.4,3.0,.467,0.4,0.6,.667,3.0,0.3,1.5,3.2,
Art Heyman,24,2TM,,17,7.1,1.1,3.1,.346,0.8,1.3,.636,1.0,0.6,1.4,2.9,
George Wilson,23,CIN,C,47,5.9,1.1,2.9,.391,0.6,0.9,.643,2.1,0.4,1.2,2.9,
Gerry Ward,24,PHI,SG,66,12.7,1.0,2.9,.354,0.6,0.9,.650,1.3,1.2,2.5,2.6,
Bob Warlick,24,DET,SG,10,7.8,1.1,3.8,.289,0.2,0.6,.333,1.6,1.0,0.8,2.4,
Gary Bradds,23,BAL,SF,3,5.0,0.7,2.0,.333,1.0,1.3,.750,2.7,0.3,0.3,2.3,
John Fairchild,22,LAL,SF,30,5.7,0.8,3.0,.258,0.5,0.7,.700,1.5,0.4,1.1,2.0,
Ron Watts,22,BOS,,1,3.0,1.0,2.0,.500,0.0,0.0,,1.0,1.0,1.0,2.0,
Jesse Branson,24,PHI,SF,5,2.8,0.2,1.2,.167,0.6,0.8,.750,1.8,0.2,0.8,1.0,
Bob Weiss,23,PHI,,7,4.3,0.4,1.3,.333,0.0,0.0,,1.0,0.6,1.4,0.9,
Jay Arnette,27,CIN,,3,4.7,0.3,2.0,.167,0.0,0.0,,0.0,0.0,1.0,0.7,
Thales McReynolds,22,BAL,,5,5.6,0.2,2.4,.083,0.2,0.4,.500,1.2,0.2,0.0,0.6,
Will Frazier,23,SFW,PF,2,4.5,0.0,2.0,.000,0.5,1.0,.500,2.5,0.5,0.5,0.5,
