Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
George Senesky,30,PHW,PG,69,33.9,2.3,7.0,.330,1.3,2.1,.637,3.7,3.8,2.4,6.0,
George Kaftan,24,BLB,SF,23,16.5,2.0,6.2,.317,1.9,2.9,.657,3.3,1.3,2.6,5.8,
Bill Mlkvy,22,PHW,SF,31,19.6,2.4,7.9,.305,1.0,1.5,.646,3.3,2.0,1.7,5.8,
Wally Osterkorn,24,SYR,SF,49,20.7,1.7,5.3,.324,2.2,3.4,.631,4.4,1.2,2.6,5.6,
Al Masino,24,MLH,PG,72,24.6,1.9,5.6,.335,1.8,2.8,.627,2.5,2.2,3.5,5.5,
Don Otten,31,MLH,C,24,16.0,1.4,3.6,.391,2.7,3.8,.703,3.7,0.9,2.8,5.5,
Dillard Crocker,28,MLH,PF,61,12.7,1.6,4.7,.352,2.1,3.1,.688,1.7,1.0,3.3,5.4,
Chuck Share,25,FTW,C,67,15.6,1.4,3.8,.358,2.6,3.5,.735,5.6,1.1,3.2,5.3,
Gene Rhodes,25,INO,SG,65,17.9,1.7,5.3,.319,1.8,2.6,.704,1.5,1.4,1.2,5.2,
Mark Workman,22,2TM,PF,65,15.8,2.0,6.3,.319,1.1,1.7,.619,3.0,0.6,2.6,5.1,
Alex Hannum,29,ROC,PF,68,18.9,1.9,5.3,.358,1.3,2.0,.662,4.1,1.2,3.8,5.1,
Blaine Denning,22,BLB,,1,9.0,2.0,5.0,.400,1.0,1.0,1.000,4.0,0.0,3.0,5.0,
Ralph O'Brien,24,3TM,,55,13.8,1.7,5.2,.336,1.4,1.7,.848,1.3,1.0,1.3,4.9,
Bucky McConnell,24,MLH,PG,14,21.2,1.9,5.1,.380,1.0,2.1,.483,2.4,2.9,2.8,4.9,
Zeke Zawoluk,22,INO,PF,41,15.2,1.3,3.7,.367,1.9,2.8,.664,3.6,0.8,2.0,4.6,
Frank Kudelka,27,2TM,,36,15.8,1.6,5.4,.306,1.2,1.9,.647,2.4,1.9,3.0,4.5,
John O'Boyle,24,MLH,SG,5,19.4,1.6,5.2,.308,1.0,1.4,.714,2.0,1.0,4.0,4.2,
Kevin O'Shea,27,BLB,SG,46,14.0,1.5,4.1,.376,1.0,1.8,.593,1.7,1.9,1.8,4.1,
Jack Kerris,28,2TM,PF,69,20.6,1.3,3.7,.363,1.3,2.0,.629,4.3,2.3,2.4,4.0,
Jim Holstein,22,MNL,SF,66,15.0,1.5,4.2,.358,1.1,1.6,.667,2.6,1.1,1.9,4.0,
Jim Brasco,21,2TM,,20,12.4,1.3,4.7,.266,1.4,1.7,.794,1.2,1.1,1.5,3.9,
Claude Overton,25,PHW,SG,15,12.1,1.3,5.0,.253,1.3,2.0,.667,1.7,1.0,1.7,3.9,
Ralph Polson,23,2TM,PF,49,16.5,1.3,3.7,.363,1.2,2.0,.635,4.3,0.5,2.1,3.9,
Ed Mikan,27,2TM,C,62,15.0,1.3,4.7,.267,1.3,1.6,.806,3.8,0.6,2.0,3.8,
Al Cervi,35,SYR,PG,38,7.9,0.8,1.9,.437,2.1,2.6,.810,0.6,0.7,2.4,3.8,
Lew Hitch,23,MNL,PF,70,14.7,1.3,3.6,.349,1.2,1.9,.610,3.9,0.9,1.7,3.7,
Bob Lochmueller,25,SYR,SF,62,12.9,1.3,4.0,.322,1.2,2.0,.607,2.6,0.8,2.3,3.7,
Whitey Skoog,26,MNL,SG,68,14.6,1.5,3.9,.386,0.7,0.9,.754,1.8,1.2,2.0,3.7,
Cal Christensen,25,ROC,SF,59,13.2,1.2,3.9,.313,1.2,1.9,.596,3.4,0.9,2.5,3.6,
Dick Bunt,22,2TM,PG,26,10.4,1.1,4.0,.276,1.3,1.8,.708,1.1,0.7,1.5,3.5,
Moe Radovich,23,PHW,PG,4,8.3,1.3,3.3,.385,1.0,1.0,1.000,0.3,2.0,1.3,3.5,
George Feigenbaum,24,MLH,PG,5,15.8,0.8,4.4,.182,1.6,3.0,.533,1.4,1.8,2.8,3.2,
Mike O'Neill,24,MLH,SF,4,12.5,1.0,4.3,.235,1.0,1.0,1.000,2.3,0.8,2.5,3.0,
John Mahnken,30,BOS,C,69,11.2,1.1,3.7,.302,0.6,0.8,.696,2.6,1.1,1.6,2.8,
Ralph Johnson,31,FTW,PG,3,10.0,1.0,3.0,.333,0.7,1.0,.667,0.3,1.7,2.0,2.7,
Gene Conley,22,BOS,PF,39,11.8,0.9,2.8,.324,0.5,0.8,.581,4.4,0.5,1.9,2.3,
Jake Fendley,23,FTW,PG,45,8.4,0.7,1.8,.400,0.9,1.3,.667,1.0,0.8,1.8,2.3,
Bob Priddy,22,BLB,,16,9.3,0.9,2.4,.368,0.5,0.9,.571,2.3,0.4,2.3,2.3,
Kenny Rollins,29,BOS,PG,43,9.9,0.9,2.7,.330,0.5,0.6,.815,1.0,1.1,1.5,2.3,
Howie Schultz,30,MNL,PF,40,11.9,0.6,2.3,.267,1.1,1.6,.694,2.0,0.7,1.8,2.3,
Red Holzman,32,ROC,PG,46,8.5,0.8,3.2,.255,0.6,0.8,.711,0.9,0.8,1.2,2.2,
Mo Mahoney,25,BOS,,6,5.7,0.7,1.7,.400,0.7,0.8,.800,1.2,0.2,1.2,2.0,
Don Hanrahan,23,INO,,18,6.7,0.6,1.8,.344,0.6,0.8,.733,1.7,0.6,1.3,1.8,
Dick Surhoff,23,NYK,SF,26,7.2,0.5,2.3,.213,0.7,1.2,.633,1.0,0.3,1.4,1.7,
Sherwin Raiken,24,NYK,,6,10.5,0.5,3.5,.143,0.5,1.3,.375,1.3,1.0,1.7,1.5,
Ray Corley,25,FTW,,8,8.1,0.4,3.0,.125,0.6,0.8,.833,0.6,0.6,2.3,1.4,
George McLeod,22,BLB,,10,8.5,0.2,1.6,.125,0.8,1.5,.533,2.1,0.4,1.6,1.2,
Kleggie Hermsen,29,2TM,,10,6.2,0.4,3.1,.129,0.3,0.5,.600,1.9,0.4,1.8,1.1,
Andrew Levane,32,MLH,SG,7,9.7,0.4,3.4,.125,0.3,0.4,.667,1.3,1.3,2.1,1.1,
Jack Kiley,24,FTW,SG,6,4.5,0.3,1.7,.200,0.3,0.3,1.000,0.3,0.5,1.2,1.0,
Pete Darcey,22,MLH,C,12,7.5,0.3,1.5,.167,0.4,0.8,.556,0.8,0.2,2.4,0.9,
Bob Naber,23,INO,,4,2.8,0.0,1.0,.000,0.3,0.5,.500,1.3,0.3,1.5,0.3,
