Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
Guy Rodgers,27,SFW,PG,79,41.1,5.6,14.6,.387,2.6,3.6,.727,5.0,10.4,3.7,13.9,AS
Bob Ferry,25,DET,C,79,31.4,5.4,12.5,.433,2.8,4.3,.649,6.8,2.2,3.1,13.6,
Bob Cousy,34,BOS,PG,76,26.0,5.2,13.0,.397,2.9,3.9,.735,2.5,6.8,2.3,13.2,"MVP-8,AS,NBA2"
Willie Naulls,28,2TM,SF,70,27.2,5.3,12.7,.417,2.4,3.0,.802,7.4,1.5,2.9,12.9,
Dave DeBusschere,22,DET,SF,80,29.4,5.1,11.8,.430,2.6,3.6,.718,8.7,2.6,3.1,12.7,
Tom Gola,30,2TM,SG,73,36.6,5.0,10.8,.459,2.3,3.0,.776,7.1,4.1,4.0,12.3,AS
Rudy LaRusso,25,LAL,PF,75,33.4,4.3,10.1,.422,3.8,5.2,.718,10.0,2.5,3.4,12.3,AS
Chet Walker,22,SYR,SF,78,25.5,4.5,9.6,.469,3.2,4.6,.699,7.2,1.1,2.8,12.3,
Lenny Wilkens,25,STL,PG,75,34.3,4.4,11.1,.399,3.0,4.3,.696,5.4,5.1,3.4,11.8,AS
John Barnhill,24,STL,SG,77,35.0,4.7,10.9,.430,2.4,3.3,.710,4.7,4.2,2.2,11.7,MVP-11
Bucky Bockhorn,29,CIN,SG,80,32.7,4.7,11.9,.393,2.3,3.0,.756,4.0,3.3,3.3,11.7,
Si Green,29,CHZ,PG,73,36.3,4.4,10.7,.411,2.9,4.2,.683,4.6,5.8,3.8,11.7,
Gene Shue,31,NYK,PG,78,29.3,4.5,11.5,.396,2.7,3.9,.689,2.4,3.3,2.2,11.7,
Dave Gambee,25,SYR,SF,60,20.6,3.9,9.0,.438,3.3,4.0,.836,4.8,0.8,3.2,11.2,
Larry Costello,31,SYR,PG,78,26.5,3.7,8.5,.432,3.7,4.2,.881,3.0,4.3,3.4,11.0,
Woody Sauldsberry,28,2TM,PF,77,26.4,4.8,12.5,.379,1.4,2.1,.656,5.8,1.0,3.0,10.9,
Frank Ramsey,31,BOS,SG,77,20.0,3.7,9.6,.382,3.5,4.3,.816,3.7,1.2,3.4,10.9,
Tom Sanders,24,BOS,SF,80,26.9,4.2,9.3,.456,2.3,3.2,.738,7.2,1.2,3.3,10.8,
Charlie Hardnett,24,CHZ,PF,78,21.2,3.9,8.8,.441,2.9,4.5,.645,7.7,0.9,2.9,10.6,
Al Attles,26,SFW,PG,71,26.4,4.2,8.9,.478,1.9,2.9,.646,2.9,2.6,3.6,10.4,
Frank Selvy,30,LAL,SG,80,29.6,4.0,9.3,.424,2.4,3.4,.714,3.6,3.5,1.9,10.3,
Zelmo Beaty,23,STL,C,80,24.0,3.7,8.5,.439,2.8,3.8,.717,8.3,1.1,3.9,10.2,
Chico Vaughn,22,STL,SG,77,24.0,3.8,9.2,.417,2.4,3.4,.720,3.4,3.3,2.6,10.1,
Al Butler,24,NYK,PG,74,20.1,4.0,9.1,.439,1.9,2.5,.770,2.3,2.1,2.0,10.0,
Dave Budd,24,NYK,SF,78,22.1,3.8,7.6,.493,1.9,2.6,.748,5.1,1.1,2.6,9.5,
Dolph Schayes,34,SYR,PF,66,21.8,3.4,8.7,.388,2.7,3.1,.879,5.7,2.7,2.7,9.5,
Tom Hawkins,26,CIN,SF,79,21.8,3.8,8.0,.471,1.9,3.1,.610,6.9,1.3,2.5,9.4,
Willie Jones,26,DET,PG,79,18.6,3.9,9.2,.418,1.5,2.1,.720,2.9,2.4,2.6,9.2,
Gene Conley,32,NYK,PF,70,22.1,3.6,9.3,.390,1.7,2.7,.656,6.7,1.0,3.8,9.0,
Len Chappell,22,SYR,PF,80,15.5,3.5,7.6,.465,1.9,3.0,.622,5.8,0.7,2.1,8.9,
Adrian Smith,26,CIN,SG,79,19.3,3.1,6.9,.443,2.8,3.5,.811,2.2,1.8,2.0,8.9,
Jackie Moreland,24,DET,PF,78,19.4,3.5,8.0,.436,1.9,2.7,.678,5.8,1.5,2.9,8.8,
Al Bianchi,30,SYR,SG,61,19.0,3.3,7.8,.424,2.0,2.7,.732,2.2,2.8,2.7,8.6,
Jim Krebs,27,LAL,C,79,24.2,3.4,7.9,.434,1.5,1.9,.747,6.4,1.1,3.2,8.3,
Paul Neumann,25,SYR,PG,80,19.8,3.0,6.3,.471,2.3,2.8,.815,2.5,2.8,2.8,8.2,
Gary Phillips,23,SFW,SG,75,24.0,3.4,8.6,.398,1.3,2.0,.638,3.0,1.8,2.5,8.1,
Johnny Cox,26,CHZ,SG,73,23.1,3.3,7.8,.421,1.3,1.8,.704,3.8,1.9,2.0,7.8,
Paul Hogue,22,NYK,C,50,26.8,3.0,8.4,.363,1.6,3.5,.454,8.6,0.8,4.4,7.7,
Mike Farmer,26,STL,SF,80,21.6,3.0,7.0,.425,1.5,1.7,.842,4.6,1.8,1.9,7.4,
Wayne Hightower,23,SFW,PF,66,21.0,2.9,8.3,.350,1.6,2.4,.669,5.4,0.8,2.7,7.4,
Billy McGill,23,CHZ,C,60,9.8,3.0,5.9,.513,1.3,2.0,.672,2.7,0.6,2.0,7.4,
Leroy Ellis,22,LAL,C,80,20.4,2.8,6.6,.419,1.7,2.5,.658,6.5,0.6,2.4,7.2,
K.C. Jones,30,BOS,PG,79,24.6,2.9,7.5,.389,1.4,2.2,.633,3.3,4.0,2.8,7.2,
Howie Montgomery,22,SFW,SF,20,18.2,3.3,7.7,.425,0.7,1.2,.609,3.5,1.1,1.8,7.2,
Larry Staverman,26,CHZ,PF,33,18.2,2.8,5.9,.485,1.5,1.9,.790,4.8,1.3,2.8,7.2,
Slick Leonard,30,CHZ,PG,32,27.5,2.6,7.7,.343,1.8,2.7,.694,2.1,4.5,2.6,7.1,
Bevo Nordmann,23,2TM,C,53,18.9,2.9,6.0,.489,1.1,2.3,.484,6.0,0.9,2.9,7.0,
Donnie Butcher,26,NYK,SG,68,17.5,2.5,6.2,.406,1.9,2.9,.675,2.6,2.0,2.4,7.0,
George Lee,26,SFW,SG,64,18.6,2.3,6.2,.378,2.4,3.0,.788,3.4,1.0,1.8,7.0,
Don Nelson,22,CHZ,SF,62,17.3,2.1,4.7,.440,2.6,3.6,.729,4.5,1.2,2.2,6.8,
Barney Cable,27,2TM,SF,61,19.7,2.8,6.2,.455,1.0,1.6,.646,3.9,1.4,2.2,6.7,
Phil Jordon,29,STL,C,73,19.5,2.9,7.2,.400,0.8,1.4,.554,4.4,1.4,2.4,6.5,
Clyde Lovellette,33,BOS,C,61,9.3,2.6,6.2,.428,1.2,1.6,.745,2.9,0.4,2.2,6.5,
Kevin Loughery,22,DET,SG,57,14.8,2.6,7.0,.368,1.2,1.8,.710,1.9,1.8,2.4,6.4,
Bill Bridges,23,STL,PF,27,13.9,2.4,5.9,.413,1.2,1.9,.627,5.3,0.9,2.1,6.1,
Kenny Sears,29,2TM,SF,77,14.8,2.1,3.9,.530,1.7,2.2,.780,2.7,1.2,1.7,5.9,
Johnny Egan,24,DET,PG,46,16.3,2.4,6.4,.372,1.2,1.5,.768,1.3,2.5,1.5,5.9,
Mel Nowell,23,CHZ,SG,39,15.1,2.4,6.1,.388,1.2,1.7,.727,1.7,2.2,2.2,5.9,
Hub Reed,26,CIN,C,80,16.2,2.5,5.3,.466,0.9,1.2,.755,5.0,1.0,3.3,5.9,
Maurice King,27,CHZ,PG,37,25.8,2.5,6.5,.390,0.8,0.9,.824,2.8,3.8,2.4,5.8,
Joe Roberts,26,SYR,PF,33,14.1,2.2,5.9,.372,1.1,1.5,.686,4.7,0.5,2.0,5.5,
John Rudometkin,22,NYK,SF,56,10.2,1.9,5.5,.352,1.3,1.7,.768,2.7,0.5,1.0,5.2,
Nick Mantis,27,2TM,SG,42,16.3,2.2,5.8,.385,0.6,1.2,.551,2.0,2.0,2.2,5.1,
Jack Foley,23,2TM,,11,7.5,1.8,4.6,.392,1.2,1.4,.867,1.5,0.5,0.7,4.8,
Ben Warley,26,SYR,PF,26,7.9,1.9,4.3,.450,1.0,1.3,.714,3.3,0.2,1.6,4.8,
Dan Swartz,28,BOS,SF,39,8.6,1.5,3.8,.380,1.6,1.8,.847,2.3,0.5,2.4,4.5,
Walter Dukes,32,DET,C,62,14.7,1.3,4.1,.325,1.6,2.2,.737,5.8,0.9,3.0,4.3,
Fred LaCour,24,SFW,,16,10.7,1.8,4.6,.384,0.6,1.0,.563,1.5,1.2,1.7,4.1,
Danny Doyle,22,DET,PF,4,6.3,1.5,3.0,.500,1.0,1.3,.800,2.0,0.8,1.0,4.0,
Hot Rod Hundley,28,LAL,PG,65,12.1,1.4,4.0,.336,1.3,1.8,.706,1.6,2.3,1.2,4.0,
Porter Meriwether,22,SYR,PG,31,8.6,1.5,3.9,.393,0.7,1.1,.697,0.9,1.4,0.6,3.8,
Bob Duffy,22,STL,PG,42,10.4,1.6,4.1,.379,0.5,0.9,.564,0.9,2.0,1.0,3.7,
Jim Loscutoff,32,BOS,SF,63,9.6,1.5,4.0,.375,0.3,0.7,.524,2.5,0.4,2.0,3.3,
Hubie White,23,SFW,SG,29,9.3,1.4,3.8,.360,0.4,0.6,.667,1.2,1.0,1.6,3.2,
Gene Wiley,25,LAL,C,75,19.8,1.5,3.1,.462,0.3,0.9,.338,6.7,0.5,2.4,3.2,
Ted Luckenbill,23,SFW,PF,20,10.1,1.3,3.4,.382,0.5,1.0,.450,2.8,0.4,1.7,3.1,
Tom Stith,24,NYK,SF,25,8.4,1.5,4.4,.336,0.1,0.4,.300,1.6,0.7,0.9,3.1,
Darrall Imhoff,24,DET,C,45,10.2,1.1,3.4,.314,0.5,1.1,.480,3.4,0.6,1.5,2.7,
Dave Piontek,28,CIN,SF,48,9.5,1.3,3.3,.380,0.2,0.3,.625,2.0,0.5,1.4,2.7,
Ron Horn,24,LAL,SF,28,10.3,1.0,2.9,.329,0.7,1.0,.690,2.5,0.4,1.6,2.6,
Gene Guarilia,25,BOS,SF,11,7.5,1.0,3.5,.289,0.4,1.0,.364,1.3,0.2,0.5,2.4,
Bud Olsen,22,CIN,PF,52,7.2,0.8,2.6,.323,0.5,0.8,.692,2.0,0.8,1.5,2.2,
Al Ferrari,29,CHZ,,18,7.7,0.7,2.1,.324,0.8,0.9,.824,0.7,0.8,1.2,2.1,
Cleveland Buckner,24,NYK,PF,6,4.5,0.8,1.7,.500,0.3,0.7,.500,0.7,0.8,1.0,2.0,
Dave Gunther,25,SFW,,1,5.0,1.0,2.0,.500,0.0,0.0,,3.0,3.0,1.0,2.0,
Gene Tormohlen,25,STL,C,7,6.7,0.7,1.4,.500,0.3,1.4,.200,2.1,0.7,1.6,1.7,
Howie Jolliff,24,LAL,PF,28,10.5,0.5,2.0,.273,0.2,0.3,.667,2.2,0.7,1.8,1.3,
Jeff Slade,21,CHZ,,3,6.7,0.7,1.7,.400,0.0,0.3,.000,2.3,0.0,1.0,1.3,
Dan Tieman,22,CIN,PG,29,6.1,0.5,2.0,.263,0.1,0.3,.400,0.8,0.9,0.6,1.2,
Joe Buckhalter,25,CIN,PF,2,6.0,0.0,2.5,.000,1.0,1.0,1.000,1.5,0.0,0.5,1.0,
Dave Fedor,22,SFW,,7,3.9,0.4,1.4,.300,0.0,0.1,.000,0.9,0.1,0.6,0.9,
Ralph Wells,22,CHZ,,3,16.0,0.3,2.3,.143,0.0,2.3,.000,2.0,2.3,2.0,0.7,
