Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
Red Kerr,29,SYR,C,80,34.6,6.8,15.3,.443,2.8,3.8,.735,14.7,3.0,3.4,16.3,
Slick Leonard,29,CHP,PG,70,35.2,6.0,16.1,.375,4.0,5.3,.752,2.8,5.4,2.7,16.1,
Johnny Green,28,NYK,PF,80,34.9,6.3,14.6,.436,3.3,5.4,.601,13.3,2.4,3.3,15.9,AS
Bucky Bockhorn,28,CIN,SG,80,38.3,6.6,15.4,.430,2.5,3.1,.789,4.7,4.6,3.5,15.8,
Bob Cousy,33,BOS,PG,75,28.2,6.2,15.7,.391,3.3,4.4,.754,3.5,7.8,1.8,15.7,"MVP-8,AS,NBA2"
Frank Ramsey,30,BOS,SG,79,24.2,5.5,12.9,.428,4.2,5.1,.825,4.9,1.4,3.1,15.3,
Dolph Schayes,33,SYR,PF,56,26.4,4.8,13.4,.357,5.1,5.7,.897,7.8,2.1,3.0,14.7,AS
Frank Selvy,29,LAL,SG,79,35.5,5.5,13.1,.420,3.8,5.1,.738,5.2,4.8,2.9,14.7,AS
Andy Johnson,29,CHP,SF,71,30.9,5.1,11.5,.448,4.0,6.4,.628,4.9,3.2,3.5,14.3,
Al Butler,23,2TM,PG,59,34.2,5.9,12.8,.463,2.2,3.1,.709,5.7,3.5,2.6,14.0,
Bob Ferry,24,DET,C,80,24.0,5.1,11.7,.438,3.6,5.3,.678,6.3,1.8,2.5,13.9,
Larry Costello,30,SYR,PG,63,29.4,4.9,11.5,.427,3.9,4.7,.837,3.9,5.7,3.5,13.8,AS
Bob Boozer,24,CIN,PF,79,31.5,5.2,11.8,.438,3.3,4.7,.707,10.2,1.6,3.5,13.7,
Tom Gola,29,PHW,SG,60,41.0,5.4,12.8,.421,2.9,3.8,.765,9.8,4.9,4.5,13.7,AS
Ray Scott,23,DET,PF,75,27.8,4.9,12.7,.387,3.4,5.2,.657,11.5,1.8,3.1,13.3,
Si Green,28,2TM,,71,33.6,4.8,12.7,.377,3.1,4.4,.701,5.6,4.5,3.2,12.7,
Tom Meschery,23,PHW,PF,80,31.4,4.7,11.6,.404,2.7,3.3,.824,9.1,1.8,4.1,12.1,
Phil Jordon,28,NYK,C,76,28.9,5.3,13.5,.392,1.3,2.2,.571,6.3,2.1,3.4,11.9,
Al Attles,25,PHW,PG,75,32.9,4.6,9.7,.474,2.1,3.6,.592,4.7,4.4,3.7,11.3,
Tom Sanders,23,BOS,SF,80,29.1,4.4,10.1,.435,2.5,3.3,.749,9.5,0.9,3.5,11.2,
Barney Cable,26,2TM,SF,67,27.8,4.6,11.2,.407,1.8,2.7,.652,8.4,1.7,3.1,10.9,
Woody Sauldsberry,27,2TM,PF,63,28.0,4.7,13.8,.343,1.3,2.0,.642,8.5,1.4,2.8,10.7,
Ralph Davis,23,CHP,SG,77,25.9,4.7,11.4,.413,0.9,1.3,.689,2.1,3.2,2.4,10.4,
Shellie McMillon,25,2TM,SF,62,19.8,4.3,9.5,.448,1.7,2.9,.593,5.9,1.0,3.3,10.3,
Al Bianchi,29,SYR,PG,80,24.1,4.2,10.6,.397,1.9,2.8,.697,3.5,3.3,2.9,10.3,
Jim Krebs,26,LAL,C,78,25.8,4.0,9.0,.445,2.0,2.7,.750,7.9,1.4,3.7,10.0,
Larry Foust,33,STL,C,57,20.2,3.6,7.6,.471,2.5,3.1,.815,5.8,1.4,3.3,9.7,
Walter Dukes,31,DET,C,77,24.6,3.3,8.4,.396,2.7,3.8,.715,10.4,1.6,4.2,9.4,
K.C. Jones,29,BOS,PG,80,25.7,3.7,9.1,.406,1.8,2.9,.634,3.7,4.3,2.6,9.2,
Tom Hawkins,25,LAL,SF,79,24.1,3.7,8.9,.411,1.8,2.8,.644,6.5,1.2,3.1,9.1,
Guy Rodgers,26,PHW,PG,80,33.1,3.3,9.4,.356,1.5,2.3,.665,4.4,8.0,3.9,8.2,
Vern Hatton,26,2TM,SG,40,22.5,2.8,8.3,.338,2.5,3.1,.784,2.6,2.5,1.6,8.1,
Bob Sims,23,2TM,SG,65,20.7,3.0,7.6,.393,1.9,3.3,.569,2.8,2.4,2.9,7.8,
Fred LaCour,23,STL,PG,73,20.6,3.2,7.3,.429,1.5,1.8,.815,3.7,2.3,2.3,7.8,
Joe Roberts,25,SYR,PF,80,20.5,3.0,7.7,.393,1.6,2.4,.665,6.7,0.6,2.9,7.7,
George Lee,25,DET,SF,75,18.0,2.4,6.7,.358,2.8,3.7,.761,4.7,0.9,1.7,7.6,
Al Ferrari,28,STL,SG,79,25.9,2.6,7.4,.357,2.2,2.8,.799,2.7,4.0,3.5,7.5,
Jackie Moreland,23,DET,PF,74,16.5,2.8,6.6,.421,1.9,2.5,.747,5.8,1.0,2.4,7.4,
Adrian Smith,25,CIN,SG,80,18.3,2.5,6.2,.405,2.2,2.8,.775,1.9,2.1,1.3,7.2,
Stacey Arceneaux,25,STL,,7,15.7,3.1,8.0,.393,0.9,1.9,.462,4.6,0.6,1.4,7.1,
Charlie Tyra,26,CHP,PF,78,20.6,2.5,6.8,.361,1.7,2.7,.621,7.8,1.1,2.7,6.7,
Horace Walker,24,CHP,SF,65,20.5,2.3,6.8,.339,2.2,3.0,.725,7.2,1.1,3.0,6.7,
Archie Dees,25,2TM,C,21,13.7,2.4,5.5,.443,1.7,2.2,.761,3.7,0.8,1.6,6.5,
Dave Budd,23,NYK,SF,79,17.3,2.4,5.5,.436,1.7,2.9,.597,4.4,1.1,2.1,6.5,
Cleveland Buckner,23,NYK,PF,62,11.2,2.5,5.9,.431,1.3,2.1,.624,3.8,0.6,1.8,6.4,
Swede Halbrook,29,SYR,C,64,14.2,2.4,6.6,.360,1.5,2.4,.636,6.2,0.5,2.8,6.3,
Paul Neumann,24,SYR,PG,77,16.4,2.2,5.2,.429,1.7,2.2,.773,2.5,2.3,2.6,6.2,
Willie Jones,25,DET,PG,69,14.6,2.6,6.9,.373,0.9,1.5,.634,2.6,1.7,2.0,6.1,
Joe Buckhalter,24,CIN,PF,63,11.6,2.4,5.3,.458,1.1,1.7,.620,4.2,0.7,2.0,5.9,
Darrall Imhoff,23,NYK,C,76,19.5,2.4,6.3,.386,1.1,1.8,.576,6.2,1.1,3.0,5.9,
Hub Reed,25,CIN,C,80,18.1,2.5,5.8,.441,0.8,1.0,.732,5.5,0.7,3.3,5.8,
Howie Carl,23,CHP,PG,31,12.3,2.2,6.5,.333,1.2,1.6,.706,1.3,1.8,1.3,5.5,
Johnny Egan,23,DET,PG,58,12.0,2.2,5.2,.425,1.1,1.4,.762,1.5,1.8,1.1,5.5,
Cleo Hill,23,STL,SG,58,18.1,1.8,5.3,.346,1.8,2.4,.774,3.1,2.0,1.7,5.5,
Hot Rod Hundley,27,LAL,PG,78,19.1,2.2,6.5,.340,1.1,1.6,.654,2.6,3.7,1.7,5.5,
Ray Felix,31,LAL,C,80,18.5,2.1,5.0,.430,1.1,1.6,.692,5.9,0.7,3.3,5.4,
Jim Loscutoff,31,BOS,SF,79,14.5,2.4,6.6,.362,0.6,1.1,.536,4.2,0.6,2.3,5.3,
Joe Graboski,32,3TM,,38,12.3,2.0,5.8,.348,1.0,1.7,.600,4.1,0.7,1.6,5.1,
York Larese,23,2TM,SG,59,11.9,2.1,5.5,.373,1.0,1.2,.806,1.3,1.6,1.8,5.1,
Jack Turner,22,CHP,SG,42,13.5,2.0,5.3,.380,0.8,1.0,.762,2.0,1.0,1.2,4.8,
Ed Conlin,28,PHW,SG,70,13.8,1.8,5.3,.345,0.9,1.3,.742,2.2,1.2,1.7,4.6,
Dave Piontek,27,CHP,PF,45,13.6,1.8,5.0,.369,0.9,1.3,.661,3.4,0.7,2.0,4.6,
Sam Stith,24,NYK,SG,32,13.8,1.8,5.1,.364,0.7,1.2,.605,1.6,1.9,1.7,4.4,
Gary Phillips,22,BOS,PG,67,10.6,1.6,4.6,.355,0.7,1.3,.581,1.6,1.0,1.6,4.0,
Howie Jolliff,23,LAL,PF,64,17.1,1.6,4.0,.411,0.6,1.2,.526,6.0,1.2,2.7,3.9,
Carl Braun,34,BOS,PG,48,8.6,1.6,4.3,.377,0.4,0.6,.741,1.0,1.5,1.0,3.7,
Gene Guarilia,24,BOS,SF,45,8.2,1.4,3.6,.379,0.9,1.4,.641,2.8,0.2,1.2,3.6,
Whitey Martin,22,NYK,SG,66,15.4,1.4,4.4,.325,0.6,0.8,.673,2.4,1.7,2.4,3.4,
George Blaney,22,NYK,PG,36,10.1,1.5,3.9,.380,0.3,0.5,.529,1.0,1.3,0.9,3.3,
Johnny McCarthy,27,STL,PG,15,22.2,1.2,4.9,.247,0.8,1.8,.444,3.7,4.7,3.3,3.2,
Donnie Butcher,25,NYK,PG,47,10.2,1.0,3.3,.310,0.9,1.5,.609,1.7,1.1,1.3,2.9,
Bob McNeill,23,2TM,PG,50,8.8,1.1,2.7,.412,0.5,0.7,.765,1.1,1.8,1.1,2.8,
Chuck Noble,30,DET,SG,26,13.9,1.2,4.3,.283,0.3,0.6,.533,1.7,2.4,2.1,2.8,
Bill Smith,22,NYK,,9,9.2,0.9,3.7,.242,0.8,0.9,.875,1.8,0.8,0.7,2.6,
Jimmy Darrow,24,STL,,5,6.8,0.6,3.0,.200,1.2,1.4,.857,1.4,1.2,1.8,2.4,
Frank Radovich,23,PHW,,37,4.7,1.0,2.5,.398,0.4,0.7,.500,1.4,0.1,0.7,2.4,
Bevo Nordmann,22,CIN,C,58,5.9,0.9,2.2,.405,0.5,1.0,.509,2.2,0.3,1.4,2.3,
Joe Ruklick,23,PHW,PF,46,6.6,1.0,3.2,.327,0.3,0.6,.462,1.9,0.3,1.2,2.3,
Rich Eichhorst,28,STL,,1,10.0,1.0,2.0,.500,0.0,0.0,,1.0,3.0,1.0,2.0,
Ted Luckenbill,22,PHW,PF,67,5.9,0.6,1.8,.358,0.7,1.1,.645,1.6,0.4,1.0,2.0,
Bob Wiesenhahn,23,CIN,SF,60,5.4,0.9,2.7,.317,0.3,0.5,.567,1.9,0.4,0.8,2.0,
Ed Burton,22,NYK,,8,3.5,0.9,1.8,.500,0.1,0.5,.250,0.6,0.1,0.4,1.9,
Wayne Yates,24,LAL,C,37,7.1,0.8,2.8,.295,0.3,0.6,.455,2.5,0.4,1.9,1.9,
Doug Kistler,23,NYK,,5,2.6,0.6,1.2,.500,0.4,0.8,.500,0.2,0.0,0.4,1.6,
Dave Zeller,22,CIN,PG,61,4.6,0.6,1.7,.353,0.3,0.4,.750,0.4,1.0,0.6,1.5,
George Bon Salle,26,CHP,PF,3,3.0,0.7,2.7,.250,0.0,0.0,,0.7,0.0,0.0,1.3,
Chuck Osborne,23,SYR,PF,4,5.3,0.3,2.0,.125,0.8,1.0,.750,2.3,0.3,0.8,1.3,
Ron Horn,23,STL,SF,3,8.3,0.3,4.0,.083,0.3,0.7,.500,2.0,0.3,1.3,1.0,
Bobby Smith,24,LAL,,3,2.3,0.0,0.3,.000,0.0,0.0,,0.0,0.0,0.3,0.0,
